state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
California,2016,30161367,25208518,39250017,19752605,19497412,15316063,14845304,12543904,12664614,126998,67180,59818,104829,54704,50125,85559,42690,42869,5629487,2958036,2671451,4616203,2470489,2145714,3856899,2038760,1818139,2162764,1094471,1068293,1706158,870356,835802,1454429,722760,731669,15280629,7589253,7691376,10556496,5278563,5277933,9600706,4729414,4871292,1321757,670472,651285,790551,409286,381265,716107,365676,350431,14728382,7373193,7355189,12387130,6232665,6154465,9494818,4644604,4850214,104,1290,1394,94,1577,1671,1515,35678,37193,2043,54080,56123,250,5657,5907,1897,26205,28102
California,2015,30036576,25242668,39144818,19718423,19426395,15252323,14784253,12565280,12677388,135852,72478,63374,109906,58525,51381,91704,47764,43940,5596071,2956056,2640015,4581586,2459406,2122180,3855669,2040566,1815103,2184604,1112099,1072505,1726424,880007,846417,1481665,737641,744024,15184905,7548149,7636756,10447867,5221463,5226404,9533940,4695361,4838579,1228796,619965,608831,726417,373549,352868,660767,337793,322974,14814590,7409676,7404914,12444376,6259373,6185003,9618923,4706155,4912768,116,1282,1398,98,1464,1562,1515,35583,37098,1963,53164,55127,241,6048,6289,1852,26267,28119
California,2014,29657288,25051350,38802500,19544750,19257750,15066286,14591002,12484967,12566383,132960,69825,63135,103696,54480,49216,87930,44914,43016,5445501,2869512,2575989,4445412,2385397,2060015,3765286,1998333,1766953,2142698,1088637,1054061,1675395,856461,818934,1444173,723234,720939,14990679,7449013,7541666,10240105,5113575,5126530,9375566,4618096,4757470,1238934,627204,611730,735822,381834,353988,666789,339353,327436,14851728,7440559,7411169,12456858,6274539,6182319,9711606,4761037,4950569,115,1312,1427,107,1371,1478,1647,37284,38931,2062,54555,56617,254,6768,7022,2028,28055,30083
California,2013,29166485,24748650,38332521,19273782,19058739,14802893,14363592,12315189,12433461,136753,72278,64475,109211,57697,51514,94099,49422,44677,5261419,2778470,2482949,4258097,2292531,1965566,3620898,1924264,1696634,2167983,1104619,1063364,1682473,864286,818187,1457334,734938,722396,14716321,7280611,7435710,9955558,4950512,5005046,9148594,4483185,4665409,1159390,572957,586433,696760,354362,342398,633417,319051,314366,14890655,7464847,7425808,12464386,6283505,6180881,9794308,4804329,4989979,104,1364,1468,93,1224,1317,1697,37402,39099,2028,53697,55725,271,7457,7728,2005,28158,30163
California,2012,28811886,24580453,38041430,19130566,18910864,14618952,14192934,12231612,12348841,145524,74445,71079,114501,59190,55311,100736,51413,49323,5157728,2721689,2436039,4155330,2231663,1923667,3558601,1887388,1671213,2150597,1082925,1067672,1663165,848330,814835,1443744,719220,724524,14539578,7198999,7340579,9752076,4849938,4902138,8981555,4405239,4576316,1143309,575509,567800,679041,352803,326238,620622,317947,302675,14904694,7476999,7427695,12447773,6277028,6170745,9875195,4850405,5024790,85,1111,1196,121,1254,1375,1716,37990,39706,1942,53584,55526,159,5304,5463,2075,29193,31268
California,2011,28428497,24342806,37691912,18938705,18753207,14423636,14004861,12112730,12230076,146416,73825,72591,112019,57687,54332,98522,49971,48551,5047653,2650805,2396848,4042826,2166071,1876755,3482042,1843145,1638897,2152501,1086166,1066335,1647592,846095,801497,1434035,722271,711764,14358393,7095085,7263308,9571664,4756834,4814830,8841035,4336546,4504489,1071233,545441,525792,634998,325834,309164,582177,298171,284006,14915716,7487383,7428333,12419398,6271115,6148283,9904995,4862626,5042369,102,1186,1288,189,1360,1549,2269,41209,43478,2624,58365,60989,165,5832,5997,2838,33430,36268
California,2010,28045434,24084544,37349363,18782439,18566924,14238965,13806469,11987395,12097149,151309,79628,71681,121441,63742,57699,107755,56580,51175,4975618,2617909,2357709,3954129,2119483,1834646,3423362,1813524,1609838,2156811,1097770,1059041,1639832,841921,797911,1437377,723968,713409,14091992,6969681,7122311,9314825,4632350,4682475,8620529,4226517,4394012,1024211,508811,515400,602530,305371,297159,547520,274820,272700,14949422,7508640,7440782,12412677,6276098,6136579,9948001,4891986,5056015,139,1387,1526,201,1470,1671,2819,44956,47775,3114,62956,66070,196,6104,6300,3489,38231,41720
California,2009,27529898,23675378,36961664,18440773,18520891,13855146,13674752,11638857,12036521,155265,77974,77291,123708,63988,59720,109783,55678,54105,4687038,2438829,2248209,3721781,1969341,1752440,3221041,1678238,1542803,2155298,1093605,1061693,1617028,831915,785113,1422009,718366,703643,13682187,6640389,7041798,8945234,4328932,4616302,8277670,3942764,4334906,956062,473631,482431,544521,278942,265579,500379,252528,247851,15325814,7716345,7609469,12577626,6382028,6195598,10144496,4991283,5153213,141,1414,1555,244,1463,1707,3089,46591,49680,3327,64481,67808,205,6314,6519,3983,40023,44006
California,2008,27407685,23581891,36756666,18373167,18383499,13811667,13596018,11614904,11966987,158668,82474,76194,128949,67028,61921,113386,58400,54986,4601761,2388257,2213504,3666064,1931772,1734292,3167189,1642464,1524725,2191268,1109323,1081945,1631907,836978,794929,1441424,724219,717205,13434896,6530995,6903901,8806071,4267202,4538869,8149653,3894601,4255052,917692,464208,453484,528544,272493,256051,488387,248190,240197,15452381,7797910,7654471,12646150,6436194,6209956,10221852,5047030,5174822,147,1418,1565,218,1491,1709,3377,47123,50500,3428,64709,68137,214,6168,6382,4236,41141,45377
California,2007,27145831,23428281,36553215,18272008,18281207,13680468,13465363,11535522,11892759,171619,90559,81060,135952,72314,63638,122384,63419,58965,4564099,2380074,2184025,3623219,1919970,1703249,3146413,1643721,1502692,2201492,1115769,1085723,1613817,827845,785972,1423403,712850,710553,13219347,6417823,6801524,8640425,4178867,4461558,8015672,3820976,4194696,884084,443578,440506,494137,255710,238427,459815,235599,224216,15512574,7824205,7688369,12638281,6425762,6212519,10260594,5058957,5201637,177,1455,1632,193,1527,1720,3326,46975,50301,3381,64361,67742,232,5984,6216,4319,42352,46671
