state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
North Carolina,2006,6698837,5694588,8856505,4512790,4343715,3470416,3228421,2870376,2824212,0,0,0,5,49,54,855,9604,10459,0,0,0,0,0,0,0,0,0,1,134,135,0,0,0,0,0,0,861,9787,10648,0,0,0
North Carolina,2005,6263828,5344228,8397785,4290893,4106892,3261122,3002706,2725328,2618900,0,0,0,1,37,38,879,9158,10037,0,0,0,0,0,0,0,0,0,18,267,285,4,128,132,0,0,0,902,9594,10496,0,4,4
North Carolina,2004,6161972,5261402,8270028,4251129,4018899,3212267,2949705,2688647,2572755,0,0,0,2,50,52,800,9256,10056,NA,4,NA,0,1,1,0,0,0,5,226,231,5,114,119,0,0,0,812,9660,10472,0,9,9
North Carolina,2003,6072671,5189510,8146508,4181218,3965290,3156962,2915709,2632728,2556782,0,0,0,2,46,48,670,8429,9099,0,3,3,0,0,0,0,0,0,12,265,277,2,113,115,0,0,0,686,8923,9609,0,4,4
North Carolina,2002,6002367,5134862,8063874,4128724,3935150,3121325,2881042,2607656,2527206,0,0,0,2,90,92,638,8213,8851,0,0,0,0,0,0,0,0,0,41,531,572,0,0,0,0,0,0,681,8848,9529,0,4,4
North Carolina,2001,5875491,5023771,7932350,4071390,3860960,3059353,2816138,2550425,2473346,NA,NA,NA,2,90,92,638,8213,8851,0,10,10,NA,NA,NA,NA,NA,NA,41,531,572,0,0,0,NA,NA,NA,681,8848,9529,0,4,4
North Carolina,2000,5803749,4958444,7792140,3986845,3805295,3025681,2778068,2514502,2443942,NA,NA,NA,NA,NA,NA,687,8376,9063,1,29,30,0,1,1,NA,NA,NA,55,699,754,NA,NA,NA,NA,NA,NA,743,9105,9848,NA,NA,NA
North Carolina,1999,5724399,4889409.6,7674145.8,3929027.1,3745118.7,2985627.6,2738771.4,2479780.5,2409629.1,NA,NA,NA,1,108,109,677,8220,8897,0,0,0,NA,NA,NA,NA,NA,NA,97,1204,1301,NA,NA,NA,0,0,0,775,9532,10307,0,0,0
North Carolina,1998,5645049,4820375.2,7556151.6,3871209.2,3684942.4,2945574.2,2699474.8,2445059,2375316.2,NA,NA,NA,NA,NA,NA,736,8846,9582,5,24,29,NA,NA,NA,NA,NA,NA,162,1519,1681,NA,NA,NA,0,0,0,911,10492,11403,0,0,0
North Carolina,1997,5565699,4751340.8,7438157.4,3813391.3,3624766.1,2905520.8,2660178.2,2410337.5,2341003.3,NA,NA,NA,NA,NA,NA,794,8284,9078,19,163,182,NA,NA,NA,NA,NA,NA,261,2651,2912,NA,NA,NA,0,0,0,1078,11238,12316,0,0,0
North Carolina,1996,5486349,4682306.4,7320163.2,3755573.4,3564589.8,2865467.4,2620881.6,2375616,2306690.4,NA,NA,NA,NA,NA,NA,927,8674,9601,0,0,0,NA,NA,NA,NA,NA,NA,385,4194,4579,NA,NA,NA,0,0,0,1316,13043,14359,0,0,0
North Carolina,1995,5406999,4613272,7202169,3697755.5,3504413.5,2825414,2581585,2340894.5,2272377.5,NA,NA,NA,NA,NA,NA,1345,11999,13344,37,345,382,NA,NA,NA,NA,NA,NA,475,5326,5801,NA,NA,NA,0,0,0,1863,17871,19734,0,0,0
North Carolina,1994,5327649,4544237.6,7084174.8,3639937.6,3444237.2,2785360.6,2542288.4,2306173,2238064.6,NA,NA,NA,NA,NA,NA,1945,16257,18202,2,21,23,NA,NA,NA,NA,NA,NA,375,5051,5426,NA,NA,NA,0,0,0,2324,21543,23867,0,0,0
North Carolina,1993,5248299,4475203.2,6966180.6,3582119.7,3384060.9,2745307.2,2502991.8,2271451.5,2203751.7,NA,NA,NA,NA,NA,NA,2109,18579,20688,6,13,19,NA,NA,NA,NA,NA,NA,242,4423,4665,NA,NA,NA,0,0,0,2364,23213,25577,0,0,0
North Carolina,1992,5168949,4406168.8,6848186.4,3524301.8,3323884.6,2705253.8,2463695.2,2236730,2169438.8,NA,NA,NA,NA,NA,NA,1786,18496,20282,0,21,21,NA,NA,NA,NA,NA,NA,224,4103,4327,NA,NA,NA,0,0,0,2018,22832,24850,0,0,0
North Carolina,1991,5089599,4337134.4,6730192.2,3466483.9,3263708.3,2665200.4,2424398.6,2202008.5,2135125.9,NA,NA,NA,NA,NA,NA,1717,16339,18056,17,23,40,NA,NA,NA,NA,NA,NA,164,3156,3320,NA,NA,NA,0,0,0,1907,19789,21696,0,0,0
North Carolina,1990,5010249,4268100,6612198,3408666,3203532,2625147,2385102,2167287,2100813,NA,NA,NA,NA,NA,NA,1343,14280,15623,2,28,30,NA,NA,NA,NA,NA,NA,114,2228,2342,NA,NA,NA,0,0,0,1473,16916,18389,0,0,0
North Carolina,1989,4931738.1,4208532,6541154.2,3372245.4,3168908.8,2584898.3,2346839.8,2138796.3,2069735.7,NA,NA,NA,NA,NA,NA,1072,12057,13129,8,44,52,NA,NA,NA,NA,NA,NA,148,1978,2126,NA,NA,NA,0,0,0,1244,14465,15709,0,0,0
North Carolina,1988,4853227.2,4148964,6470110.4,3335824.8,3134285.6,2544649.6,2308577.6,2110305.6,2038658.4,NA,NA,NA,NA,NA,NA,735,9978,10713,0,0,0,NA,NA,NA,NA,NA,NA,81,1338,1419,NA,NA,NA,0,0,0,826,11775,12601,0,0,0
North Carolina,1987,4774716.3,4089396,6399066.6,3299404.2,3099662.4,2504400.9,2270315.4,2081814.9,2007581.1,NA,NA,NA,NA,NA,NA,612,8794,9406,24,14,38,NA,NA,NA,NA,NA,NA,42,732,774,NA,NA,NA,0,0,0,682,10010,10692,0,7,7
North Carolina,1986,4696205.4,4029828,6328022.8,3262983.6,3065039.2,2464152.2,2232053.2,2053324.2,1976503.8,NA,NA,NA,NA,NA,NA,570,8099,8669,0,0,0,NA,NA,NA,NA,NA,NA,22,501,523,NA,NA,NA,0,0,0,599,9041,9640,0,11,11
North Carolina,1985,4617694.5,3970260,6256979,3226563,3030416,2423903.5,2193791,2024833.5,1945426.5,NA,NA,NA,NA,NA,NA,510,7764,8274,0,29,29,NA,NA,NA,NA,NA,NA,23,511,534,NA,NA,NA,0,0,0,538,8731,9269,0,14,14
North Carolina,1984,4539183.6,3910692,6185935.2,3190142.4,2995792.8,2383654.8,2155528.8,1996342.8,1914349.2,NA,NA,NA,NA,NA,NA,475,7369,7844,6,29,35,NA,NA,NA,NA,NA,NA,27,635,662,NA,NA,NA,0,0,0,520,8429,8949,1,13,14
North Carolina,1983,4460672.7,3851124,6114891.4,3153721.8,2961169.6,2343406.1,2117266.6,1967852.1,1883271.9,NA,NA,NA,NA,NA,NA,455,7193,7648,0,20,20,NA,NA,NA,NA,NA,NA,17,789,806,NA,NA,NA,0,0,0,483,8460,8943,0,3,3
North Carolina,1982,4382161.8,3791556,6043847.6,3117301.2,2926546.4,2303157.4,2079004.4,1939361.4,1852194.6,NA,NA,NA,NA,NA,NA,490,7253,7743,10,79,89,0,0,0,0,0,0,25,1007,1032,0,0,0,0,0,0,542,8943,9485,0,0,0
North Carolina,1981,4303650.9,3731988,5972803.8,3080880.6,2891923.2,2262908.7,2040742.2,1910870.7,1821117.3,NA,NA,NA,NA,NA,NA,451,7177,7628,19,65,84,0,0,0,0,0,0,30,935,965,0,0,0,0,0,0,521,8881,9402,0,0,0
North Carolina,1980,4225140,3672420,5901760,3044460,2857300,2222660,2002480,1882380,1790040,NA,NA,NA,NA,NA,NA,350,6324,6674,8,36,44,0,0,0,0,0,0,28,858,886,0,0,0,0,0,0,413,7941,8354,0,0,0
North Carolina,1979,4132806,3596878,5821134,3000774,2820360,2173154,1959652,1844452,1752426,NA,NA,NA,NA,NA,NA,359,6146,6505,32,351,383,0,0,0,0,0,0,21,976,997,0,0,0,0,0,0,428,8282,8710,0,0,0
North Carolina,1978,4040472,3521336,5740508,2957088,2783420,2123648,1916824,1806524,1714812,0,0,0,21,930,951,301,5657,5958,0,0,0,0,0,0,0,0,0,26,656,682,0,0,0,0,0,0,348,7243,7591,0,0,0
