state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Maine,1988,894248,748265.6,1206443.2,617497.6,588945.6,466456,427792,378422.4,369843.2,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,33,1252,1285
Maine,1987,882699.5,738574.9,1196212.8,612927.9,583284.9,461106.5,421593,374097.1,364477.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,1232,1258
Maine,1986,871151,728884.2,1185982.4,608358.2,577624.2,455757,415394,369771.8,359112.4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,27,1289,1316
Maine,1985,859602.5,719193.5,1175752,603788.5,571963.5,450407.5,409195,365446.5,353747,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1091,1118
Maine,1984,848054,709502.8,1165521.6,599218.8,566302.8,445058,402996,361121.2,348381.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24,958,982
Maine,1983,836505.5,699812.1,1155291.2,594649.1,560642.1,439708.5,396797,356795.9,343016.2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,30,917,947
Maine,1982,824957,690121.4,1145060.8,590079.4,554981.4,434359,390598,352470.6,337650.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,893
Maine,1981,813408.5,680430.7,1134830.4,585509.7,549320.7,429009.5,384399,348145.3,332285.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,802
Maine,1980,801860,670740,1124600,580940,543660,423660,378200,343820,326920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,653
Maine,1979,785664,656966,1110860,574396,536464,415054,370610,336938,320028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,676
Maine,1978,769468,643192,1097120,567852,529268,406448,363020,330056,313136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,666
