state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,226,2130,0,0,0,226,2130,2356,0,0,0,226,2130,2356
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,157,2033,0,0,0,157,2033,2190,0,0,0,157,2033,2190
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,174,2025,0,0,0,174,2025,2199,0,0,0,174,2025,2199
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,135,1938,0,0,0,135,1938,2073,0,0,0,135,1938,2073
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,144,1833,0,0,0,144,1833,1977,0,0,0,144,1833,1977
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,150,1828,0,0,0,150,1828,1978,0,0,0,150,1828,1978
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,154,1800,0,0,0,154,1800,1954,0,0,0,154,1800,1954
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,190,1884,0,0,0,190,1884,2074,0,0,0,190,1884,2074
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,147,1900,0,0,0,147,1900,2047,0,0,0,147,1900,2047
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,139,2009,10,32,42,129,1977,2106,0,0,0,129,1977,2106
Maine,2006,1045344,868110,1321574,675894,645680,540265,505079,437035,431075,145,1938,6,13,19,139,1925,2064,0,0,0,139,1925,2064
Maine,2005,1015555,843359,1282474,659699,622775,527683,487872,431432,411927,124,1846,5,15,20,119,1831,1950,0,0,0,119,1831,1950
Maine,2004,995714,828660,1278725,656259,622466,518143,477571,423297,405363,125,1888,10,22,32,115,1866,1981,0,0,0,115,1866,1981
Maine,2003,985646,820008,1270602,651560,619042,511934,473712,416838,403170,121,1853,8,22,30,113,1831,1944,0,0,0,113,1831,1944
Maine,2002,981538,818457,1259547,648733,610814,513353,468185,418198,400259,84,1771,0,8,8,84,1763,1847,0,0,0,84,1763,1847
Maine,2001,979193,815811,1251745,641534,610211,507634,471559,412931,402880,58,1617,2,9,11,56,1608,1664,0,0,0,56,1608,1664
Maine,2000,919688,754528,1225962,641845,584117,487918,431770,393475,361053,57,1590,2,9,11,55,1581,1636,0,0,0,55,1581,1636
Maine,1999,919453.7,755839.9,1226056.2,640324.2,585732,486841.7,432612,392834.8,363005.1,61,1600,3,19,22,58,1581,1639,0,0,0,58,1581,1639
Maine,1998,919219.4,757151.8,1226150.4,638803.4,587347,485765.4,433454,392194.6,364957.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1562,1629
Maine,1997,918985.1,758463.7,1226244.6,637282.6,588962,484689.1,434296,391554.4,366909.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1546,1601
Maine,1996,918750.8,759775.6,1226338.8,635761.8,590577,483612.8,435138,390914.2,368861.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1437,1476
Maine,1995,918516.5,761087.5,1226433,634241,592192,482536.5,435980,390274,370813.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1425,1455
Maine,1994,918282.2,762399.4,1226527.2,632720.2,593807,481460.2,436822,389633.8,372765.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1422,1460
Maine,1993,918047.9,763711.3,1226621.4,631199.4,595422,480383.9,437664,388993.6,374717.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1385,1437
Maine,1992,917813.6,765023.2,1226715.6,629678.6,597037,479307.6,438506,388353.4,376669.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1453,1510
Maine,1991,917579.3,766335.1,1226809.8,628157.8,598652,478231.3,439348,387713.2,378621.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,59,1505,1564
Maine,1990,917345,767647,1226904,626637,600267,477155,440190,387073,380574,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,43,1498,1541
Maine,1989,905796.5,757956.3,1216673.6,622067.3,594606.3,471805.5,433991,382747.7,375208.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,45,1397,1442
