state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
California,2016,30161367,25208518,39250017,19752605,19497412,15316063,14845304,12543904,12664614,0,1651,1651,NA,NA,NA,289,289,2022,2311,6716,0,4694,4694,7005,5614,117771,123385,6,44,50,5903,124487,130390
California,2015,30036576,25242668,39144818,19718423,19426395,15252323,14784253,12565280,12677388,0,0,0,NA,NA,NA,267,267,1928,2195,1928,0,0,0,2195,5518,121880,127398,54,334,388,5785,123808,129593
California,2014,29657288,25051350,38802500,19544750,19257750,15066286,14591002,12484967,12566383,0,0,0,NA,NA,NA,307,307,2069,2376,2069,0,0,0,2376,6075,127634,133709,37,337,374,6382,129703,136085
California,2013,29166485,24748650,38332521,19273782,19058739,14802893,14363592,12315189,12433461,0,0,0,NA,NA,NA,51,51,1975,2026,1975,0,0,0,2026,6246,127709,133955,0,0,0,6297,129684,135981
California,2012,28811886,24580453,38041430,19130566,18910864,14618952,14192934,12231612,12348841,0,0,0,NA,NA,NA,15,15,593,608,593,0,0,0,608,6083,127843,133926,67,256,323,6098,128436,134534
California,2011,28428497,24342806,37691912,18938705,18753207,14423636,14004861,12112730,12230076,0,57,57,NA,NA,NA,67,67,630,697,630,0,0,0,697,8120,140752,148872,134,410,544,8187,141382,149569
California,2010,28045434,24084544,37349363,18782439,18566924,14238965,13806469,11987395,12097149,0,2200,2200,NA,NA,NA,409,409,1761,2170,1761,0,0,0,2170,9549,153343,162892,195,654,849,9958,155104,165062
California,2009,27529898,23675378,36961664,18440773,18520891,13855146,13674752,11638857,12036521,1,2610,2611,NA,NA,NA,450,450,1866,2316,1866,0,0,0,2316,10539,158420,168959,254,890,1144,10989,160286,171275
California,2008,27407685,23581891,36756666,18373167,18383499,13811667,13596018,11614904,11966987,175,2561,2736,NA,NA,NA,417,417,2602,3019,2602,0,0,0,3019,11203,159448,170651,257,830,1087,11620,162050,173670
California,2007,27145831,23428281,36553215,18272008,18281207,13680468,13465363,11535522,11892759,241,2782,3023,NA,NA,NA,447,447,2585,3032,2585,0,0,0,3032,11181,160069,171250,323,1103,1426,11628,162654,174282
