state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Wyoming,2016,445361,363174,585501,288697,296804,218603,226758,174854,188320,285,2067,24,245,269,261,1822,2083,0,0,0,261,1822,2083
Wyoming,2015,446677,368905,586107,293248,292859,222276,224401,181073,187832,266,2134,21,246,267,245,1888,2133,0,0,0,245,1888,2133
Wyoming,2014,446810,374770,584153,287723,296430,220223,226587,180903,193867,277,2092,24,231,255,253,1861,2114,0,0,0,253,1861,2114
Wyoming,2013,442390,373526,582658,286499,296159,219105,223285,182064,191462,259,2029,14,238,252,245,1791,2036,0,0,0,245,1791,2036
Wyoming,2012,440162,371589,576412,284411,292001,218097,222065,181444,190145,235,1952,13,223,236,222,1729,1951,0,0,0,222,1729,1951
Wyoming,2011,433541,367758,568158,278935,289223,212981,220560,177593,190165,238,1924,9,236,245,229,1688,1917,0,0,0,229,1688,1917
Wyoming,2010,427961,363280,564460,277752,286708,210827,217134,176212,187068,229,1863,25,192,217,204,1671,1875,0,0,0,204,1671,1875
Wyoming,2009,414877,351648,544270,264778,279492,204172,210705,169202,182446,212,1531,23,204,227,189,1327,1516,0,0,0,189,1327,1516
Wyoming,2008,404715,343138,532668,263380,269288,201704,203011,167914,175224,204,1500,21,406,427,183,1094,1277,0,0,0,183,1094,1277
Wyoming,2007,396119,337062,522830,255652,267178,194600,201519,162972,174090,242,1685,34,596,630,208,1089,1297,0,0,0,208,1089,1297
Wyoming,2006,393018,336338,515004,255976,259028,196867,196151,164884,171454,237,1798,66,717,783,171,1081,1252,0,0,0,171,1081,1252
Wyoming,2005,383367,327533,494170,248594,245576,194756,188611,163422,164111,221,1875,105,741,846,116,1134,1250,0,0,0,116,1134,1250
Wyoming,2004,376652,323598,492534,245797,246737,189525,187127,160839,162759,210,1555,72,484,556,138,1071,1209,0,0,0,138,1071,1209
Wyoming,2003,367675,315308,487341,243545,243796,185285,182390,156305,159003,175,1455,71,422,493,104,1033,1137,0,0,0,104,1033,1137
Wyoming,2002,363129,310337,484833,241138,243695,182866,180263,153869,156468,167,1474,76,451,527,91,1023,1114,0,0,0,91,1023,1114
Wyoming,2001,358315,308081,480332,240876,239456,180820,177495,152861,155220,125,1362,33,433,466,92,929,1021,0,0,0,92,929,1021
Wyoming,2000,347372,296289,473089,233255,239834,174054,173318,146185,150104,150,1392,70,205,275,80,1187,1267,0,0,0,80,1187,1267
Wyoming,1999,344373.6,293952.8,471099,232686.1,238412.9,172697.4,171676.2,145060,148892.8,140,1399,50,231,281,90,1168,1258,0,0,0,90,1168,1258
Wyoming,1998,341375.2,291616.6,469109,232117.2,236991.8,171340.8,170034.4,143935,147681.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,119,1313,1432
Wyoming,1997,338376.8,289280.4,467119,231548.3,235570.7,169984.2,168392.6,142810,146470.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,131,1287,1418
Wyoming,1996,335378.4,286944.2,465129,230979.4,234149.6,168627.6,166750.8,141685,145259.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,94,1233,1327
Wyoming,1995,332380,284608,463139,230410.5,232728.5,167271,165109,140560,144048,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,90,1160,1250
Wyoming,1994,329381.6,282271.8,461149,229841.6,231307.4,165914.4,163467.2,139435,142836.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,73,992,1065
Wyoming,1993,326383.2,279935.6,459159,229272.7,229886.3,164557.8,161825.4,138310,141625.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,66,1036,1102
Wyoming,1992,323384.8,277599.4,457169,228703.8,228465.2,163201.2,160183.6,137185,140414.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,64,1e3,1064
Wyoming,1991,320386.4,275263.2,455179,228134.9,227044.1,161844.6,158541.8,136060,139203.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,57,1042,1099
Wyoming,1990,317388,272927,453189,227566,225623,160488,156900,134935,137992,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,88,1022,1110
Wyoming,1989,318059.2,274800.3,455106.1,227869.4,227236.7,160325.2,157734,135471.5,139328.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,83,943,1026
Wyoming,1988,318730.4,276673.6,457023.2,228172.8,228850.4,160162.4,158568,136008,140665.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,65,880,945
Wyoming,1987,319401.6,278546.9,458940.3,228476.2,230464.1,159999.6,159402,136544.5,142002.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,46,870,916
Wyoming,1986,320072.8,280420.2,460857.4,228779.6,232077.8,159836.8,160236,137081,143339.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,42,810,852
Wyoming,1985,320744,282293.5,462774.5,229083,233691.5,159674,161070,137617.5,144676,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42,684,726
Wyoming,1984,321415.2,284166.8,464691.6,229386.4,235305.2,159511.2,161904,138154,146012.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,39,667,706
Wyoming,1983,322086.4,286040.1,466608.7,229689.8,236918.9,159348.4,162738,138690.5,147349.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,33,648,681
Wyoming,1982,322757.6,287913.4,468525.8,229993.2,238532.6,159185.6,163572,139227,148686.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,684
Wyoming,1981,323428.8,289786.7,470442.9,230296.6,240146.3,159022.8,164406,139763.5,150023.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,610
Wyoming,1980,324100,291660,472360,230600,241760,158860,165240,140300,151360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,490
Wyoming,1979,312830,280644,458324,224420,233904,153684,159146,135340,145304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,477
Wyoming,1978,301560,269628,444288,218240,226048,148508,153052,130380,139248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,432
