state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Nevada,2016,2263515,1854007,2940058,1465763,1474295,1135874,1127641,917361,936646,33,87,120,NA,NA,NA,0,0,0,0,0,0,0,0,0,1267,12490,13757,0,0,0,1267,12490,13757
Nevada,2015,2222444,1832192,2890845,1444333,1446512,1115681,1106763,908650,923542,23,79,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,1166,11905,13071,0,127,127,1166,11905,13071
Nevada,2014,2178270,1808139,2839099,1412129,1426970,1090245,1088025,894159,913980,21,76,97,NA,NA,NA,0,0,0,0,0,0,0,0,0,1085,11452,12537,0,122,122,1085,11452,12537
Nevada,2013,2128078,1779573,2790136,1386739,1403397,1061849,1066229,876220,903353,22,245,267,NA,NA,NA,0,0,0,0,0,0,0,0,0,1085,11971,13056,1,141,142,1085,11971,13056
Nevada,2012,2094967,1767071,2758931,1364397,1394534,1044829,1050138,870942,896129,34,68,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,1038,11845,12883,0,0,0,1038,11845,12883
Nevada,2011,2061265,1749253,2723322,1350327,1372995,1026038,1035227,860504,888749,32,68,100,NA,NA,NA,0,0,0,0,0,0,0,0,0,967,11811,12778,0,0,0,967,11811,12778
Nevada,2010,2040158,1737976,2704642,1339050,1365592,1014562,1025596,855511,882465,27,61,88,NA,NA,NA,0,0,0,0,0,0,0,0,0,964,11689,12653,0,0,0,964,11689,12653
Nevada,2009,1958e3,1675415,2643085,1296766,1346319,965305,992695,813713,861702,23,70,93,NA,NA,NA,0,0,0,0,0,0,0,0,0,949,11533,12482,0,0,0,949,11533,12482
Nevada,2008,1932187,1658662,2600167,1275824,1324343,952478,979709,807516,851146,49,150,199,NA,NA,NA,0,0,0,0,0,0,0,0,0,982,11761,12743,0,0,0,982,11761,12743
Nevada,2007,1899964,1638008,2565382,1263874,1301508,937272,962692,796463,841545,43,112,155,NA,NA,NA,0,0,0,0,0,0,0,0,0,1179,12221,13400,2,63,65,1179,12221,13400
Nevada,2006,1861104,1605447,2495529,1222992,1272537,914346,946758,780308,825139,41,107,148,NA,NA,NA,0,0,0,0,0,0,0,0,0,1130,11709,12839,2,60,62,1130,11709,12839
Nevada,2005,1759522,1512730,2376017,1178560,1197457,875281,884241,742290,770440,48,100,148,NA,NA,NA,0,0,0,0,0,0,0,0,0,944,10838,11782,2,58,60,944,10838,11782
