state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Arizona,2016,5302751,4213082,6931071,3485977,3445094,2692704,2610047,2105715,2107367,0,0,0,0,2,2,1487,9555,11042,0,132,132,17,131,148,226,2115,2341,0,0,0,0,0,0,0,0,0,1742,12024,13766,12,89,101
Arizona,2015,5207988,4168956,6828065,3443088,3384977,2650327,2557661,2089687,2079269,0,0,0,0,0,0,1444,10476,11920,0,27,27,0,0,0,0,0,0,10,155,165,222,2336,2558,0,0,0,1683,13194,14877,7,200,207
Arizona,2014,5110238,4116568,6731484,3394063,3337421,2597140,2513098,2058224,2058344,0,0,0,0,1,1,1464,10525,11989,0,1,1,0,0,0,0,0,0,9,143,152,219,2078,2297,0,0,0,1703,12931,14634,11,183,194
Arizona,2013,5012262,4076719,6626624,3325355,3301269,2537010,2475252,2032479,2044240,0,0,0,0,0,0,1267,9802,11069,1,111,112,0,0,0,0,0,0,10,164,174,191,1992,2183,0,0,0,1474,12128,13602,5,59,64
Arizona,2012,4933281,4039033,6553255,3293148,3260107,2501312,2431969,2011781,2027252,0,0,0,0,1,1,1267,9202,10469,1,106,107,0,0,0,0,0,0,1,185,186,215,1993,2208,0,0,0,1487,11553,13040,3,66,69
Arizona,2011,4859763,3998261,6482505,3255616,3226889,2463272,2396491,1995526,2002735,0,0,0,1,2,3,1203,9206,10409,1,102,103,0,0,0,0,0,0,12,172,184,238,2096,2334,0,0,0,1462,11647,13109,7,69,76
Arizona,2010,4780890,3949826,6413737,3225572,3188165,2428720,2352170,1977479,1972347,3,487,490,0,3,3,1296,9709,11005,2,113,115,0,0,0,0,0,0,9,215,224,234,1671,1905,0,0,0,1547,12254,13801,NA,56,NA
Arizona,2009,4864637,4055964,6595778,3289459,3306319,2444189,2420448,2000403,2055561,60,567,627,0,1,1,1454,11e3,12454,3,136,139,0,0,0,0,0,0,9,209,218,177,1538,1715,0,0,0,1705,13503,15208,2,52,54
Arizona,2008,4776565,3977732,6500180,3241482,3258698,2405053,2371512,1963887,2013845,0,0,0,0,6,6,1518,10918,12436,1,53,54,0,0,0,0,0,0,21,168,189,198,1990,2188,0,0,0,1739,13173,14912,1,38,39
Arizona,2007,4679389,3904469,6338755,3165953,3172802,2356012,2323377,1927419,1977050,7,409,416,0,3,3,1446,10466,11912,0,0,0,0,0,0,0,0,0,19,163,182,212,1740,1952,0,0,0,1688,12812,14500,4,31,35
Arizona,2006,4548321,3799731,6166318,3081023,3085295,2287613,2260708,1871504,1928227,45,319,364,0,6,6,1242,10254,11496,0,0,0,0,0,0,0,0,0,13,184,197,180,2081,2261,0,0,0,1480,12902,14382,0,58,58
Arizona,2005,4245954,3569299,5806266,2903676,2902590,2150254,2095700,1775404,1793895,21,238,259,1,2,3,1153,8916,10069,1,4,5,3,141,144,174,1999,2173,0,8,8,2,39,41,0,0,0,1355,11403,12758,0,56,56
Arizona,2004,4093437,3425995,5638345,2840404,2797941,2082464,2010973,1717003,1708992,13,159,172,0,1,1,982,8288,9270,0,0,0,5,121,126,149,1744,1893,0,10,10,5,39,44,0,0,0,1156,10433,11589,2,71,73
Arizona,2003,3962399,3321332,5490147,2750873,2739274,2010097,1952302,1654384,1666948,12,65,77,2,7,9,1033,8517,9550,0,0,0,8,109,117,189,2025,2214,1,8,9,5,62,67,0,0,0,1258,10865,12123,8,72,80
Arizona,2002,3870515,3248475,5349497,2704518,2644979,1976045,1894470,1630220,1618255,11,64,75,0,9,9,1044,7885,8929,0,0,0,6,115,121,167,2147,2314,1,8,9,5,90,95,0,0,0,1242,10383,11625,8,65,73
Arizona,2001,3711360,3081267,5183424,2632194,2551230,1905869,1805491,1554141,1527126,4,48,52,1,12,13,796,6931,7727,0,0,0,4,77,81,150,1946,2096,0,9,9,9,78,87,0,0,0,966,9152,10118,2,51,53
Arizona,2000,3639273,3062022,4943392,2490017,2453375,1846771,1792502,1522163,1539859,8,40,48,2,20,22,704,6300,7004,0,0,0,4,111,115,174,2041,2215,1,14,15,23,188,211,0,0,0,917,8771,9688,1,57,58
Arizona,1999,3542958.2,2979191.8,4814337.7,2426083.6,2388254.1,1799700.5,1743257.7,1482277.4,1496914.4,26,282,308,3,28,31,634,6314,6948,0,0,0,3,91,94,119,1412,1531,1,25,26,33,389,422,0,0,0,827,8617,9444,8,76,84
Arizona,1998,3446643.4,2896361.6,4685283.4,2362150.2,2323133.2,1752630,1694013.4,1442391.8,1453969.8,NA,NA,NA,NA,NA,NA,695,7014,7709,0,0,0,15,291,306,167,1411,1578,2,59,61,43,410,453,0,1,1,934,9241,10175,4,48,52
Arizona,1997,3350328.6,2813531.4,4556229.1,2298216.8,2258012.3,1705559.5,1644769.1,1402506.2,1411025.2,NA,NA,NA,NA,NA,NA,564,6376,6940,0,0,0,9,268,277,180,1292,1472,2,70,72,53,358,411,0,0,0,814,8408,9222,1,39,40
