state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Tennessee,2016,5148517,4183750,6651194,3407234,3243960,2677859,2470658,2136097,2047653,14943,8203,6740,12404,6538,5866,10977,5678,5299,121271,68174,53097,91218,52028,39190,82336,46415,35921,1106549,583147,523402,823609,442292,381317,723035,381857,341178,346102,16e4,186102,207446,98194,109252,198096,92754,105342,129273,65027,64246,66189,34880,31309,58961,30152,28809,4933056,2522683,2410373,3947651,2043927,1903724,3110345,1579241,1531104,9,32,41,6,59,65,628,11567,12195,23,544,567,0,0,0,2056,13279,15335
Tennessee,2015,5107242,4167751,6600299,3384403,3215896,2653185,2454057,2125461,2042290,19147,11587,7560,15328,9762,5566,12908,8407,4501,105689,58006,47683,81686,46016,35670,73305,40632,32673,1106335,580293,526042,819981,439833,380148,727694,383583,344111,334083,155910,178173,203005,94014,108991,193210,88728,104482,135259,70623,64636,71480,35943,35537,63776,32099,31677,4899786,2507984,2391802,3915762,2027617,1888145,3096858,1572012,1524846,8,28,36,7,57,64,596,11770,12366,27,561,588,0,0,0,2002,13110,15112
Tennessee,2014,5055916,4148978,6549352,3358123,3191229,2628449,2427467,2120344,2028634,16010,8162,7848,12794,6988,5806,11316,6120,5196,103181,55577,47604,79991,43848,36143,71706,38917,32789,1096835,576114,520721,810895,437037,373858,721203,382188,339015,321898,151905,169993,193967,89330,104637,185709,85130,100579,128927,67303,61624,65755,35130,30625,58403,30871,27532,4882501,2499062,2383439,3892514,2016116,1876398,3100641,1577118,1523523,7,31,38,5,59,64,605,12095,12700,31,546,577,0,0,0,1961,13424,15385
Tennessee,2013,5003829,4130937,6495978,3319592,3176386,2595951,2407878,2103298,2027639,14962,7176,7786,11443,5697,5746,10116,5188,4928,97648,53334,44314,75109,41520,33589,69377,37944,31433,1094322,575815,518507,799367,430253,369114,711945,376756,335189,309453,141603,167850,190425,85006,105419,184620,81469,103151,117434,55689,61745,59806,29627,30179,52595,26167,26428,4862159,2485975,2376184,3867679,2003848,1863831,3102284,1575774,1526510,6,28,34,7,57,64,600,12353,12953,25,562,587,0,0,0,1814,13064,14878
Tennessee,2012,4964231,4120756,6456243,3310883,3145360,2581330,2382901,2099108,2021648,13146,5870,7276,11519,5061,6458,10085,4343,5742,97196,51216,45980,73237,39479,33758,64864,34598,30266,1085556,577526,508030,786736,428689,358047,704662,376336,328326,306710,142119,164591,191132,86683,104449,181945,81317,100628,110731,54614,56117,58181,29082,29099,52494,25659,26835,4842904,2479538,2363366,3843426,1992336,1851090,3106706,1576855,1529851,7,31,38,4,60,64,632,12538,13170,27,579,606,0,0,0,1688,12834,14522
Tennessee,2011,4913801,4096470,6403353,3283234,3120119,2554260,2359541,2084724,2011746,11371,5977,5394,9921,5394,4527,9337,5109,4228,89004,49252,39752,66883,37013,29870,60629,33400,27229,1073235,567427,505808,775056,419958,355098,695410,369028,326382,296266,134923,161343,185470,81273,104197,178519,76728,101791,110591,56531,54060,57574,29317,28257,52897,26664,26233,4822886,2469124,2353762,3818897,1981305,1837592,3099678,1573795,1525883,7,30,37,3,50,53,656,12637,13293,20,576,596,0,0,0,1718,12772,14490
Tennessee,2010,4857780,4052305,6356897,3264746,3092151,2530442,2327338,2067100,1985205,10669,5252,5417,9214,4531,4683,8157,3750,4407,94044,51902,42142,69244,38305,30939,63098,35050,28048,1060668,561918,498750,757770,413916,343854,677253,362390,314863,286779,135483,151296,177826,79759,98067,169903,75188,94715,98555,51931,46624,49879,26125,23754,44984,23701,21283,4806182,2458260,2347922,3793847,1967806,1826041,3088910,1567021,1521889,7,33,40,1,56,57,627,12425,13052,16,573,589,0,0,0,1455,12258,13713
Tennessee,2009,4806513,4029150,6296254,3221660,3074594,2500155,2306358,2049940,1979210,8906,3711,5195,7850,3353,4497,6905,2776,4129,88562,45736,42826,67244,35145,32099,61939,32372,29567,1032400,549257,483143,740839,404829,336010,663384,355817,307567,258030,112675,145355,153057,66191,86866,147481,63654,83827,94930,47993,46937,48727,24922,23805,43795,22590,21205,4813426,2462288,2351138,3788796,1965715,1823081,3105646,1572731,1532915,8,40,48,4,53,57,600,12376,12976,18,545,563,0,0,0,1379,11942,13321
Tennessee,2008,4746414,3993007,6214888,3188226,3026662,2470444,2275970,2026138,1966869,14388,6595,7793,11339,5241,6098,10525,5040,5485,81992,41016,40976,62791,33662,29129,58468,31360,27108,1011553,538125,473428,724875,395391,329484,649364,345836,303528,234868,105007,129861,141829,59520,82309,135387,55592,79795,91408,46783,44625,42144,22329,19815,38086,20200,17886,4780679,2450700,2329979,3763436,1954301,1809135,3101177,1568110,1533067,9,43,52,1,43,44,643,12286,12929,16,547,563,0,0,0,1460,12180,13640
Tennessee,2007,4692049,3957214,6156719,3149566,3007153,2439462,2252587,2008003,1949211,11035,5834,5201,9338,4816,4522,7855,4035,3820,83010,43191,39819,61792,32319,29473,58081,30587,27494,1023029,537302,485727,719344,391959,327385,647727,346504,301223,211797,94653,117144,131869,55297,76572,126635,52369,74266,75311,37047,38264,42191,21311,20880,37604,18494,19110,4752537,2431539,2320998,3727515,1933760,1793755,3079312,1556014,1523298,8,44,52,4,41,45,604,11955,12559,17,446,463,0,0,0,1290,11858,13148
