state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Delaware,2016,747851,593084,952065,493471,458594,391639,356212,305466,287618,511,5823,0,0,0,511,5823,6334,162,1062,1224,511,5823,6334
Delaware,2015,741578,593841,945934,490694,455240,389245,352333,307006,286835,520,5917,0,0,0,520,5917,6437,137,1061,1198,520,5917,6437
Delaware,2014,731376,590993,935614,481081,454533,381457,349919,302595,288398,566,6164,0,0,0,566,6164,6730,152,1187,1339,566,6164,6730
Delaware,2013,722020,588191,925749,476664,449085,378164,343856,303535,284656,576,6222,0,0,0,576,6222,6798,173,1271,1444,576,6222,6798
Delaware,2012,712118,581471,917092,471181,445911,371043,341075,298441,283030,549,6181,0,0,0,549,6181,6730,126,1131,1257,549,6181,6730
Delaware,2011,702607,577593,907135,467671,439464,366298,336309,296956,280637,522,6024,0,0,0,522,6024,6546,140,1037,1177,522,6024,6546
Delaware,2010,694074,573567,899769,464042,435727,361964,332110,293402,280165,447,5931,0,0,0,447,5931,6378,108,1047,1155,447,5931,6378
Delaware,2009,678296,559747,885122,455854,429268,355415,322881,288568,271179,471,6110,0,0,0,471,6110,6581,131,1251,1382,471,6110,6581
Delaware,2008,665733,553726,873092,450434,422658,350048,315685,286521,267205,539,6405,0,0,0,539,6405,6944,140,1312,1452,539,6405,6944
Delaware,2007,663002,553714,864764,445873,418891,346041,316961,283373,270341,560,6550,0,0,0,560,6550,7110,159,1202,1361,560,6550,7110
Delaware,2006,647391,535793,853476,439937,413539,337790,309601,274382,261411,554,6467,0,0,0,554,6467,7021,139,1187,1326,554,6467,7021
Delaware,2005,625838,523626,825598,421599,403999,326069,299769,267476,256150,541,6247,0,0,0,541,6247,6788,136,1143,1279,541,6247,6788
Delaware,2004,612417,514329,805421,413177,392244,320190,292227,264417,249912,544,6209,0,0,0,544,6209,6753,120,997,1117,544,6209,6753
Delaware,2003,594441,498017,792494,408205,384289,311297,283144,257136,240881,491,6139,0,0,0,491,6139,6630,105,961,1066,491,6139,6630
Delaware,2002,593063,499100,782221,403618,378603,311271,281792,257501,241599,523,6114,0,0,0,523,6114,6637,113,1015,1128,523,6114,6637
Delaware,2001,574499,481719,771580,398780,372800,302532,271967,249202,232517,569,6272,0,0,0,569,6272,6841,121,1162,1283,569,6272,6841
Delaware,2000,564517,478344,756530,384350,372180,292964,271553,244069,234275,583,5989,0,0,0,583,5989,6572,96,1019,1115,583,5989,6572
Delaware,1999,558107.1,473202.8,747043.7,380029.3,367014.4,289962.3,268144.8,241613.1,231589.7,592,5993,0,0,0,592,5993,6585,125,1247,1372,592,5993,6585
Delaware,1998,551697.2,468061.6,737557.4,375708.6,361848.8,286960.6,264736.6,239157.2,228904.4,NA,NA,NA,NA,NA,NA,NA,NA,99,1079,1178,440,5114,5554
Delaware,1997,545287.3,462920.4,728071.1,371387.9,356683.2,283958.9,261328.4,236701.3,226219.1,NA,NA,NA,NA,NA,NA,NA,NA,96,894,990,383,5049,5432
