year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
2008,Idaho,1862,190,214,447,129,7,17,4,75,136,74,274,145,27,123,7,183,14,200,75,372,47,82,NA,7,NA,17,1,3,8,67,12,124,13,61,22,252,9,136,3,24,31,92,8,42,12,128,4,35,16,159,12,91,30,314,6,14,4,105,NA,NA,1,6,NA,6,2,9,NA,1,NA,3,NA,9,2,64,5,13,8,110,1,17,2,54,5,60,26,183,2,20,8,115,2,9,NA,16,1,16,1,105,NA,8,1,41,2,10,4,124,NA,4,4,31,NA,16,10,149,4,8,7,84,8,22,56,258,2,4,3,11,NA,4,42,63,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,6,NA,2,NA,9,NA,NA,NA,1,NA,NA,1,2,NA,NA,3,6,2,NA,3,61,1,4,1,12,2,6,8,102,NA,1,5,12,1,1,7,47,NA,5,3,57,3,23,16,167,NA,2,1,19,NA,8,8,107,NA,2,NA,9,NA,NA,3,13,NA,1,3,13,1,NA,27,78
2009,Idaho,1862,186,226,438,117,4,20,10,66,167,70,287,106,36,129,5,181,16,210,66,372,34,83,1,3,3,17,2,8,5,61,16,151,6,64,17,270,1,105,2,34,25,104,9,39,20,118,4,38,6,178,10,101,26,301,6,15,7,89,NA,1,1,2,NA,1,1,18,1,2,NA,7,NA,8,3,55,3,24,10,130,3,14,6,47,5,57,33,192,6,14,3,83,2,10,2,22,2,16,6,105,NA,9,2,37,1,19,2,116,NA,4,1,37,1,5,14,164,1,9,7,94,5,21,53,248,2,4,4,11,NA,7,28,61,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,1,3,15,1,NA,NA,2,NA,NA,1,6,NA,NA,NA,8,1,2,4,51,NA,3,2,22,2,8,12,118,NA,3,1,13,1,5,4,43,2,3,1,56,4,29,10,182,NA,6,NA,14,NA,3,1,82,NA,2,1,9,NA,2,1,21,NA,2,2,14,1,5,22,83
2010,Idaho,1690,179,182,393,118,4,11,7,42,168,76,267,104,33,106,4,175,15,167,89,304,38,80,1,3,NA,11,NA,7,4,38,23,145,11,65,18,249,2,102,2,31,18,88,9,35,13,122,3,28,10,141,15,87,21,270,7,12,6,93,NA,NA,NA,4,NA,1,1,9,NA,1,NA,6,NA,5,2,35,4,27,13,124,3,18,4,51,3,55,21,188,3,13,6,82,2,3,NA,28,3,14,6,83,NA,9,NA,35,1,12,3,119,1,2,2,26,3,7,9,132,1,14,12,75,8,13,68,202,1,6,3,9,1,5,33,60,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,1,NA,9,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,5,NA,2,4,31,NA,4,NA,27,2,11,21,103,NA,3,2,16,1,3,8,43,NA,3,2,53,2,19,14,174,NA,3,NA,13,1,5,1,81,NA,2,NA,3,NA,NA,2,26,NA,3,3,11,NA,6,15,68
2011,Idaho,1682,162,176,374,111,9,13,9,41,180,73,272,118,38,106,11,151,11,165,80,294,36,75,NA,9,3,10,1,8,9,32,27,153,8,65,28,244,NA,118,4,34,23,83,7,29,19,107,1,21,11,143,10,76,15,273,2,9,13,87,NA,NA,1,8,NA,3,4,6,NA,2,NA,7,1,5,1,34,2,19,20,139,2,9,3,59,10,44,43,175,4,18,10,86,1,4,3,30,4,18,9,75,NA,7,4,25,2,17,5,102,NA,1,3,18,1,10,7,136,1,9,9,67,4,11,66,207,NA,2,4,5,4,9,28,59,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,3,1,3,2,4,NA,NA,NA,2,NA,NA,1,6,NA,1,1,4,NA,1,8,26,NA,2,2,17,4,16,21,118,NA,2,NA,9,NA,3,8,51,NA,10,2,42,7,36,19,156,NA,4,NA,18,NA,10,NA,86,1,NA,1,3,NA,3,2,28,1,3,4,14,3,6,15,60
2012,Idaho,1612,155,183,386,101,5,15,3,30,183,59,222,104,30,136,8,147,14,169,101,285,37,64,2,3,2,13,NA,3,5,25,30,153,7,52,16,206,2,102,2,28,28,108,6,39,12,98,4,20,9,150,10,89,35,252,3,6,6,86,NA,NA,NA,5,2,5,1,7,NA,2,1,NA,NA,3,2,25,4,33,13,133,1,11,2,45,7,36,19,160,4,15,9,76,2,6,1,21,5,7,12,112,NA,6,3,36,NA,12,5,93,2,2,2,18,1,8,9,141,1,9,13,76,13,22,74,178,NA,3,2,4,2,4,33,53,NA,NA,NA,NA,NA,NA,2,3,NA,2,NA,5,NA,1,2,5,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,2,5,20,2,2,8,25,1,12,19,114,NA,1,2,9,NA,2,5,40,NA,7,NA,36,5,14,11,149,NA,4,NA,15,1,8,1,75,NA,2,NA,6,NA,1,2,19,NA,5,NA,7,1,11,27,85
2013,Idaho,3812,124,145,285,49,45,15,8,4,2696,37,238,64,15,87,4,120,16,129,59,226,19,30,9,36,1,14,NA,8,NA,4,556,2140,3,34,24,214,4,60,NA,15,13,74,10,26,6,82,5,21,3,116,12,37,10,226,2,7,1,39,NA,5,2,38,1,2,NA,12,NA,2,NA,6,NA,NA,NA,4,55,325,159,2157,NA,8,2,27,5,40,16,177,2,13,2,47,NA,3,1,11,2,15,9,61,NA,10,NA,26,NA,6,4,78,1,4,2,19,1,2,12,104,1,11,7,30,3,7,48,178,1,1,1,6,NA,1,17,22,NA,NA,1,4,NA,2,8,30,NA,1,NA,2,NA,NA,1,11,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,4,4,51,53,272,38,121,461,1696,NA,NA,NA,8,NA,2,3,24,1,4,3,37,4,12,16,161,NA,2,NA,13,NA,2,4,43,NA,NA,NA,3,NA,1,NA,11,NA,2,3,12,2,7,8,53
2014,Idaho,3156,396,453,984,164,16,25,4,17,11,124,403,201,73,285,18,378,72,381,284,700,62,102,NA,16,4,21,NA,4,2,15,5,6,17,107,51,352,4,197,4,69,63,222,17,67,27,285,11,48,19,375,21,150,56,757,7,20,4,133,2,2,1,11,NA,5,1,19,NA,NA,1,3,1,2,2,12,NA,2,1,8,4,18,9,93,14,43,35,311,4,34,7,156,5,13,6,49,10,28,8,239,1,16,1,66,2,25,14,271,2,9,7,41,6,13,57,318,3,18,28,122,23,33,230,527,2,5,10,10,2,2,48,85,NA,2,NA,2,NA,1,NA,11,NA,NA,2,3,1,NA,1,18,NA,NA,NA,NA,NA,1,NA,3,NA,1,1,1,NA,2,1,11,NA,NA,1,1,NA,1,4,4,1,3,2,16,1,8,13,80,NA,14,1,42,6,29,44,267,NA,4,NA,34,1,6,3,153,NA,5,NA,13,NA,6,4,45,1,9,9,19,1,7,52,187
2015,Idaho,3900,48,66,130,21,1,2,NA,3,3512,17,36,9,12,43,4,44,9,57,30,100,9,12,NA,1,NA,2,NA,NA,NA,3,696,2816,NA,17,2,34,NA,9,2,10,14,29,1,5,2,40,2,8,3,53,1,16,8,105,NA,2,NA,19,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,88,507,187,2730,NA,1,NA,16,2,5,2,27,NA,2,1,6,NA,1,NA,11,4,3,NA,36,NA,1,NA,5,1,1,3,37,NA,2,NA,8,NA,3,9,44,NA,1,3,13,1,7,26,79,NA,NA,1,1,NA,NA,8,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,7,81,60,447,48,139,581,2149,NA,NA,NA,1,NA,NA,NA,16,NA,2,NA,5,NA,2,2,25,NA,NA,NA,2,NA,1,NA,6,NA,NA,NA,1,NA,NA,2,9,NA,4,1,2,NA,NA,13,23
2016,Idaho,4107,414,372,1718,132,21,14,12,25,6,131,679,197,46,340,33,381,58,314,520,1198,48,84,2,19,NA,14,4,8,2,23,NA,6,18,113,108,571,12,185,5,41,89,251,22,8,116,268,5,4,70,293,33,22,339,1324,6,3,17,106,NA,1,6,14,NA,1,3,10,NA,NA,8,4,NA,1,8,16,NA,NA,NA,6,2,3,26,100,14,27,151,487,7,6,42,142,1,NA,15,30,10,1,61,268,1,21,NA,8,12,104,20,248,NA,5,NA,4,15,55,43,250,5,28,2,20,98,241,415,909,2,4,NA,3,10,7,36,70,NA,NA,NA,1,1,5,1,13,NA,NA,NA,1,NA,3,NA,10,NA,NA,NA,NA,2,6,2,2,NA,NA,NA,1,NA,8,2,14,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,3,3,23,15,85,NA,14,2,25,24,127,82,405,1,6,NA,6,2,40,9,133,NA,1,NA,NA,1,14,4,26,2,8,1,NA,19,42,67,201
1991,Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
