state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
South Dakota,2016,651552,525029,865454,429531,435923,325959,325593,256451,268578,0,0,0,NA,NA,NA,34,34,0,34,0,0,0,0,34,464,3333,3797,0,0,0,498,3333,3831
South Dakota,2015,648913,524081,858469,426408,432061,325543,323370,257109,266972,0,1,1,NA,NA,NA,22,22,0,22,0,0,0,0,22,394,3148,3542,0,0,0,416,3148,3564
South Dakota,2014,643681,525862,853175,424313,428862,323473,320208,258844,267018,52,24,76,NA,NA,NA,10,10,0,10,0,0,0,0,10,399,3199,3598,0,0,0,409,3199,3608
South Dakota,2013,638895,523869,844877,420653,424224,319557,319338,255492,268377,43,10,53,NA,NA,NA,16,16,0,16,0,0,0,0,16,426,3240,3666,0,0,0,442,3240,3682
South Dakota,2012,629217,519632,833354,416505,416849,316424,312793,254924,264708,42,22,64,NA,NA,NA,15,15,0,15,0,0,0,0,15,408,3227,3635,0,0,0,423,3227,3650
South Dakota,2011,621205,508329,824082,414507,409575,313945,307260,249760,258569,39,34,73,NA,NA,NA,11,11,0,11,0,0,0,0,11,430,3094,3524,0,0,0,441,3094,3535
South Dakota,2010,612049,501697,816463,406414,410049,307589,304460,245205,256492,37,34,71,NA,NA,NA,5,5,0,5,0,0,0,0,5,406,3023,3429,0,0,0,411,3023,3434
South Dakota,2009,612948,502267,812383,409608,402775,311579,301369,249197,253070,29,35,64,NA,NA,NA,13,13,0,13,0,0,0,0,13,367,3054,3421,NA,NA,NA,380,3054,3434
South Dakota,2008,602665,493981,804194,402611,401583,306294,296371,243857,250124,21,37,58,NA,NA,NA,15,15,0,15,0,0,0,0,15,340,2987,3327,NA,NA,NA,355,2987,3342
South Dakota,2007,601498,490590,796215,398157,398058,301612,299886,238556,252034,23,32,55,NA,NA,NA,21,21,0,21,0,0,0,0,21,348,2942,3290,NA,NA,NA,369,2942,3311
South Dakota,2006,585043,479096,781919,389405,392514,296720,288323,236171,242925,23,38,61,NA,NA,NA,12,12,0,12,0,0,0,0,12,338,3009,3347,NA,NA,NA,350,3009,3359
South Dakota,2005,564080,467484,755152,384762,370390,291960,272120,238173,229311,35,64,99,NA,NA,NA,10,10,0,10,0,0,0,0,10,346,3107,3453,0,0,0,356,3107,3463
South Dakota,2004,552674,458347,741480,373419,368061,281365,271309,228198,230149,12,30,42,NA,NA,NA,6,6,0,6,0,0,0,0,6,286,2803,3089,0,0,0,292,2803,3095
South Dakota,2003,542217,447807,735349,372323,363026,277228,264989,223587,224220,1,28,29,NA,NA,NA,11,11,14,25,14,0,0,0,25,258,2743,3001,0,0,0,269,2757,3026
South Dakota,2002,538713,443797,731963,369837,362126,275483,263230,221707,222090,1,11,12,NA,NA,NA,4,4,28,32,28,0,0,0,32,223,2663,2886,NA,NA,NA,227,2691,2918
South Dakota,2001,543772,451518,727968,368508,359460,279087,264685,227121,224397,1,14,15,NA,NA,NA,4,4,31,35,31,0,0,0,35,216,2539,2755,NA,NA,NA,220,2570,2790
South Dakota,2000,521901,426235,718859,357941,360918,264775,257126,208796,217439,1,15,16,NA,NA,NA,6,6,39,45,39,0,0,0,45,194,2377,2571,NA,NA,NA,200,2416,2616
South Dakota,1999,519190.6,423432.4,716293.7,357518.3,358775.4,263954.4,255236.2,207923.6,215508.8,0,0,0,NA,NA,NA,10,10,36,46,36,0,0,0,46,179,2281,2460,0,0,0,189,2317,2506
South Dakota,1998,516480.2,420629.8,713728.4,357095.6,356632.8,263133.8,253346.4,207051.2,213578.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,2219,2422
South Dakota,1997,513769.8,417827.2,711163.1,356672.9,354490.2,262313.2,251456.6,206178.8,211648.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,2073,2242
South Dakota,1996,511059.4,415024.6,708597.8,356250.2,352347.6,261492.6,249566.8,205306.4,209718.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,1922,2063
South Dakota,1995,508349,412222,706032.5,355827.5,350205,260672,247677,204434,207788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,1737,1871
South Dakota,1994,505638.6,409419.4,703467.2,355404.8,348062.4,259851.4,245787.2,203561.6,205857.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,1605,1708
