state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Kentucky,2016,3425666,2792106,4436974,2257420,2179554,1763045,1662621,1410850,1381256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2015,3415817,2792936,4425092,2246706,2178386,1753718,1662099,1402011,1390925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2014,3399427,2801983,4413457,2233621,2179836,1745872,1653555,1409035,1392948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2013,3384076,2800393,4395295,2232200,2163095,1738344,1645732,1407381,1393012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2012,3364861,2803410,4380415,2225586,2154829,1731481,1633380,1409665,1393745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2011,3347482,2797635,4369356,2223648,2145708,1723771,1623711,1406533,1391102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2010,3328494,2787617,4346266,2207080,2139186,1715175,1613319,1403742,1383875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2009,3296134,2761750,4314113,2201670,2112443,1703275,1592859,1392226,1369524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2008,3264786,2743445,4269245,2182463,2086782,1687215,1577571,1386040,1357405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2007,3224873,2718786,4241474,2166059,2075415,1674750,1550123,1376157,1342629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2006,3215998,2716606,4206074,2147910,2058164,1661794,1554204,1368264,1348342,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,41,42,0,0,0,1,0,1,2,41,43
Kentucky,2005,3089485,2627495,4065635,2077708,1987927,1602611,1486874,1334689,1292806,NA,NA,NA,0,2,2,0,0,0,0,0,0,0,0,0,1,35,36,0,0,0,0,3,3,1,40,41
Kentucky,2004,3057341,2603381,4031134,2068573,1962561,1590904,1466437,1326755,1276626,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,36,38,0,0,0,0,2,2,2,38,40
Kentucky,2003,3013737,2565499,4003036,2046711,1956325,1568461,1445276,1305839,1259660,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,7,39,46,NA,NA,NA,NA,1,NA,7,70,77
Kentucky,2002,3049835,2606380,3978103,2043188,1934915,1594560,1455275,1335326,1271054,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,1,1,4,55,59
Kentucky,2001,2956198,2509806,3950704,2029683,1921021,1542861,1413337,1281351,1228455,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,2,1,36,37,0,0,0,0,1,1,1,39,40
Kentucky,2000,2940381,2509732,3922149,2022654,1899495,1539550,1400831,1275233,1234499,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,43,45,0,0,0,0,3,3,2,46,48
Kentucky,1999,2918241.3,2487399.5,3896673.6,2008901.7,1887771.9,1528115,1390126.3,1264040.2,1223359.3,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,33,34,0,0,0,0,0,0,1,34,35
Kentucky,1998,2896101.6,2465067,3871198.2,1995149.4,1876048.8,1516680,1379421.6,1252847.4,1212219.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,29,30,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1997,2873961.9,2442734.5,3845722.8,1981397.1,1864325.7,1505245,1368716.9,1241654.6,1201079.9,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,1,26,27,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1996,2851822.2,2420402,3820247.4,1967644.8,1852602.6,1493810,1358012.2,1230461.8,1189940.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,29,29,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1995,2829682.5,2398069.5,3794772,1953892.5,1840879.5,1482375,1347307.5,1219269,1178800.5,0,0,0,0,0,0,0,2,2,0,0,0,NA,NA,NA,0,27,27,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1994,2807542.8,2375737,3769296.6,1940140.2,1829156.4,1470940,1336602.8,1208076.2,1167660.8,0,0,0,0,0,0,0,5,5,0,0,0,NA,NA,NA,1,20,21,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1993,2785403.1,2353404.5,3743821.2,1926387.9,1817433.3,1459505,1325898.1,1196883.4,1156521.1,0,1,1,0,0,0,0,2,2,0,0,0,NA,NA,NA,1,20,21,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1992,2763263.4,2331072,3718345.8,1912635.6,1805710.2,1448070,1315193.4,1185690.6,1145381.4,0,1,1,0,0,0,0,3,3,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1991,2741123.7,2308739.5,3692870.4,1898883.3,1793987.1,1436635,1304488.7,1174497.8,1134241.7,0,1,1,0,0,0,0,2,2,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1990,2718984,2286407,3667395,1885131,1782264,1425200,1293784,1163305,1123102,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1989,2703801.6,2276204.3,3666283.5,1883931.9,1782351.6,1417014,1286787.6,1158548.5,1117655.8,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,11,11,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1988,2688619.2,2266001.6,3665172,1882732.8,1782439.2,1408828,1279791.2,1153792,1112209.6,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,13,13,NA,NA,NA,0,1,1,NA,NA,NA
Kentucky,1987,2673436.8,2255798.9,3664060.5,1881533.7,1782526.8,1400642,1272794.8,1149035.5,1106763.4,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,2,3,5,NA,NA,NA,0,1,1,NA,NA,NA
Kentucky,1986,2658254.4,2245596.2,3662949,1880334.6,1782614.4,1392456,1265798.4,1144279,1101317.2,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1985,2643072,2235393.5,3661837.5,1879135.5,1782702,1384270,1258802,1139522.5,1095871,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,2,2,NA,NA,NA
Kentucky,1984,2627889.6,2225190.8,3660726,1877936.4,1782789.6,1376084,1251805.6,1134766,1090424.8,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1983,2612707.2,2214988.1,3659614.5,1876737.3,1782877.2,1367898,1244809.2,1130009.5,1084978.6,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,11,12,NA,NA,NA,0,0,0,NA,NA,NA
Kentucky,1982,2597524.8,2204785.4,3658503,1875538.2,1782964.8,1359712,1237812.8,1125253,1079532.4,0,3,3,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,9,10,NA,NA,NA,0,1,1,NA,NA,NA
