state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
New Hampshire,2016,1073855,863795,1334689,667355,667334,542774,531081,428302,435493,185,2414,0,0,0,185,2414,2599,NA,NA,NA,185,2414,2599
New Hampshire,2015,1067668,865391,1330608,670815,659793,543377,524291,432710,432681,190,2471,0,0,0,190,2471,2661,0,0,0,190,2471,2661
New Hampshire,2014,1058741,865272,1326813,672152,654661,540716,518025,433558,431714,185,2538,0,0,0,185,2538,2723,3,28,31,185,2538,2723
New Hampshire,2013,1051212,866176,1323459,672259,651200,537386,513826,434291,431885,173,2450,0,0,0,173,2450,2623,0,0,0,173,2450,2623
New Hampshire,2012,1047619,868878,1320718,673809,646909,538595,509024,438163,430715,167,2401,0,0,0,167,2401,2568,0,0,0,167,2401,2568
New Hampshire,2011,1037685,864569,1318194,666509,651685,531791,505894,435562,429007,148,2275,0,0,0,148,2275,2423,0,0,0,148,2275,2423
New Hampshire,2010,1031503,863430,1316759,668441,648318,528859,502644,435229,428201,173,2444,0,0,0,173,2444,2617,0,0,0,173,2444,2617
New Hampshire,2009,1036920,870613,1324575,669097,655478,530434,506486,436803,433810,187,2728,0,0,0,187,2728,2915,NA,NA,NA,187,2728,2915
New Hampshire,2008,1021355,866399,1315809,668393,647416,524318,497037,436322,430077,202,2652,0,0,0,202,2652,2854,NA,NA,NA,202,2652,2854
New Hampshire,2007,1016938,865870,1315828,668721,647107,522968,493970,435460,430410,192,2567,0,0,0,192,2567,2759,0,2,2,192,2567,2759
New Hampshire,2006,1019526,865752,1314895,667193,647702,525647,493879,438357,427395,164,2512,0,0,0,164,2512,2676,0,2,2,164,2512,2676
New Hampshire,2005,975010,830429,1271897,646788,625109,501752,473258,418853,411576,127,2296,0,0,0,127,2296,2423,0,5,5,127,2296,2423
New Hampshire,2004,956817,819978,1261970,636703,625267,490640,466177,413682,406296,130,2313,0,0,0,130,2313,2443,13,2,15,130,2313,2443
New Hampshire,2003,947715,814784,1251572,633038,618534,485644,462071,410290,404494,133,2294,0,0,0,133,2294,2427,11,2,13,133,2294,2427
New Hampshire,2002,931969,799455,1238917,627812,611105,477325,454644,401913,397542,160,2315,0,0,0,160,2315,2475,8,8,16,160,2315,2475
New Hampshire,2001,930896,801013,1223636,619382,604254,477415,453481,403855,397158,158,2261,0,0,0,158,2261,2419,22,4,26,158,2261,2419
New Hampshire,2000,899575,767921,1200522,622370,578152,473413,426162,393955,373966,155,2128,0,0,0,155,2128,2283,11,3,14,155,2128,2283
