state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,0,0,0,0,0,0,84,566,650,0,2,2,0,1,1,0,3,3,0,1,1,0,0,0,0,0,0,84,601,685,0,28,28
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,0,0,0,0,0,0,47,361,408,0,0,0,5,10,15,0,0,0,58,364,422,0,0,0,0,0,0,111,767,878,1,32,33
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,0,0,0,0,0,0,69,517,586,0,0,0,0,0,0,0,0,0,19,169,188,0,0,0,0,0,0,88,686,774,0,0,0
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,0,0,0,0,0,0,65,542,607,0,0,0,0,0,0,0,0,0,10,134,144,17,161,178,0,0,0,93,858,951,1,21,22
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,0,0,0,0,0,0,60,503,563,0,0,0,0,0,0,0,0,0,12,111,123,14,146,160,0,0,0,87,783,870,1,23,24
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,0,0,0,0,0,0,64,524,588,0,0,0,0,0,0,0,0,0,9,121,130,22,181,203,0,0,0,100,849,949,5,23,28
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,0,0,0,0,0,0,61,561,622,0,0,0,0,0,0,0,0,0,14,137,151,32,202,234,0,0,0,108,936,1044,NA,36,NA
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,0,0,0,0,0,0,52,478,530,0,0,0,0,0,0,0,0,0,13,113,126,20,180,200,0,0,0,85,811,896,0,40,40
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,0,0,0,0,0,0,35,344,379,0,0,0,0,0,0,0,0,0,22,180,202,18,157,175,NA,NA,NA,75,700,775,0,19,19
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,0,0,0,0,0,0,43,510,553,0,0,0,26,243,269,26,257,283,0,3,3,0,3,3,0,0,0,95,1055,1150,0,39,39
