state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Michigan,2016,7742571,6254536,9928300,5047997,4880303,3978848,3763723,3147152,3107384,42829,21473,21356,32960,16504,16456,27952,14e3,13952,293266,151661,141605,231546,119713,111833,209198,106942,102256,1356326,716760,639566,1013054,548885,464169,866334,460621,405713,491941,245659,246282,312038,154559,157479,287655,141491,146164,270264,132192,138072,151032,74843,76189,137382,66954,70428,7473674,3780252,3693422,6001941,3064344,2937597,4726015,2357144,2368871,36,338,374,5,104,109,938,21061,21999,8,403,411,0,0,0,1250,16851,18101
Michigan,2015,7716975,6259849,9922576,5047175,4875401,3974610,3742365,3156693,3103156,41430,19420,22010,30933,14303,16630,26603,12163,14440,288946,146659,142287,224594,117939,106655,201187,103647,97540,1375244,728487,646757,1028566,559274,469292,884144,471342,412802,487335,240244,247091,308521,153814,154707,282283,139747,142536,243863,122213,121650,123629,62535,61094,111637,55577,56060,7485758,3790152,3695606,6000732,3066745,2933987,4753995,2374217,2379778,36,350,386,5,108,113,951,21860,22811,8,418,426,0,0,0,1268,17491,18759
Michigan,2014,7691682,6280917,9909877,5040794,4869083,3961750,3729932,3167447,3113470,49212,24287,24925,37692,19485,18207,33222,16651,16571,278224,142539,135685,214333,112520,101813,194680,101728,92952,1369427,724491,644936,1019032,548969,470063,880465,465305,415160,476539,232697,243842,300985,149205,151780,280536,138600,141936,235554,117669,117885,120724,63260,57464,109372,56430,52942,7500921,3799111,3701810,5998916,3068311,2930605,4782642,2388733,2393909,34,358,392,5,110,115,888,22337,23225,8,427,435,0,0,0,1183,17874,19057
Michigan,2013,7653816,6286790,9895622,5038988,4856634,3948070,3705746,3181474,3105316,43198,22060,21138,33671,17425,16246,30034,15618,14416,266523,135793,130730,200071,104091,95980,182103,94132,87971,1364983,719060,645923,1011980,544622,467358,879673,466307,413366,466106,231274,234832,291838,146408,145430,270940,135261,135679,240125,123479,116646,125844,67511,58333,114602,61732,52870,7514687,3807322,3707365,5990412,3068013,2922399,4809438,2408424,2401014,33,385,418,6,129,135,825,22528,23353,7,416,423,0,0,0,1181,17947,19128
Michigan,2012,7619243,6295893,9883360,5031449,4851911,3930239,3689004,3176779,3119114,46368,22039,24329,35800,17425,18375,32409,15734,16675,240185,123587,116598,183048,96591,86457,166657,88373,78284,1383113,728022,655091,1015707,549009,466698,885530,470727,414803,452141,223035,229106,282568,138183,144385,258730,125044,133686,234418,119693,114725,120564,63690,56874,110285,57582,52703,7527135,3815073,3712062,5981556,3065341,2916215,4842282,2419319,2422963,31,366,397,3,122,125,833,22639,23472,6,461,467,0,0,0,1110,17862,18972
Michigan,2011,7588963,6295160,9876187,5031159,4845028,3915102,3673861,3175940,3119220,52420,26989,25431,38103,19191,18912,33976,16810,17166,243406,124480,118926,182554,94972,87582,166085,85674,80411,1379825,725583,654242,1014080,545266,468814,886056,466874,419182,447042,222644,224398,275297,137362,137935,260474,129611,130863,217654,110872,106782,111869,58846,53023,102484,53217,49267,7535840,3820591,3715249,5967060,3059465,2907595,4846085,2423754,2422331,31,328,359,5,82,87,832,22137,22969,8,410,418,0,0,0,1033,18038,19071
Michigan,2010,7544057,6269017,9877574,5030065,4847509,3895783,3648274,3167553,3101464,49943,23568,26375,36189,17499,18690,32003,15754,16249,242863,123688,119175,178150,93412,84738,164286,85932,78354,1375744,725023,650721,996944,541732,455212,874864,466545,408319,436710,216076,220634,267440,133127,134313,250081,123057,127024,217587,108398,109189,109134,54157,54977,99166,48015,51151,7554727,3833312,3721415,5956200,3055856,2900344,4848617,2428250,2420367,27,367,394,7,115,122,827,22971,23798,7,425,432,0,0,0,996,18364,19360
Michigan,2009,7622296,6373690,9969727,5067237,4902490,3920005,3702291,3202994,3170696,45939,22958,22981,35446,17544,17902,32159,15740,16419,240867,123370,117497,177720,90011,87709,164136,82694,81442,1379354,724698,654656,993241,539188,454053,875476,468130,407346,423379,205521,217858,267061,126102,140959,249813,117336,132477,177020,86935,90085,96106,46233,49873,88720,41531,47189,7703168,3903755,3799413,6052722,3100927,2951795,4963386,2477563,2485823,21,350,371,NA,NA,NA,785,23413,24198,NA,NA,NA,5,135,140,939,19709,20648
Michigan,2008,7608188,6407946,10003422,5084963,4918459,3917902,3690286,3221102,3186844,47706,22754,24952,36835,17809,19026,33707,15917,17790,224892,115359,109533,168820,86890,81930,155889,80148,75741,1368277,721027,647250,984765,535569,449196,871119,467033,404086,408695,191673,217022,256618,119108,137510,241592,109165,132427,198996,100989,98007,102263,55338,46925,95569,51036,44533,7754856,3933161,3821695,6058887,3103188,2955699,5010070,2497803,2512267,19,382,401,NA,NA,NA,897,25822,26719,NA,NA,NA,1,91,92,1033,22535,23568
Michigan,2007,7623930,6426159,10071822,5112909,4958913,3920804,3703126,3218757,3207402,45804,20944,24860,36212,15489,20723,32368,14062,18306,246678,122458,124220,179985,91463,88522,167341,83946,83395,1402015,740487,661528,985834,536700,449134,868147,463399,404748,394878,184339,210539,256361,116911,139450,241012,107945,133067,178626,90786,87840,91681,49806,41875,84965,45245,39720,7803821,3953895,3849926,6073857,3110435,2963422,5032326,2504160,2528166,19,372,391,NA,NA,NA,943,25143,26086,12,698,710,9,159,168,1089,21666,22755
