state,year,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,native_hawaiian_female,native_hawaiian_male,native_hawaiian_total,other_category_race_total,other_race_female,other_race_male,two_or_more_races_female,two_or_more_races_male,two_or_more_races_total,unknown_race_female,unknown_race_male,unknown_race_total,white_female,white_male,white_total
Maine,1978,1,11,12,0,0,0,0,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15,676,691
Maine,1979,1,11,12,0,0,0,0,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17,739,756
Maine,1980,1,11,12,0,0,0,0,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,20,788,808
Maine,1981,1,10,11,0,0,0,1,14,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24,942,966
Maine,1982,0,12,12,0,0,0,1,16,17,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,31,939,970
Maine,1983,0,16,16,0,1,1,0,14,14,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,33,1018,1051
Maine,1984,0,20,20,0,0,0,0,16,16,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,969,996
Maine,1985,0,18,18,0,0,0,0,15,15,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,32,1161,1193
Maine,1986,0,8,8,0,0,0,0,11,11,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1270,1297
Maine,1987,1,19,20,0,3,3,0,15,15,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1265,1290
Maine,1988,0,5,5,0,0,0,1,15,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35,1221,1256
Maine,1989,0,15,15,0,0,0,1,16,17,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,45,1378,1423
Maine,1990,0,10,10,0,0,0,1,29,30,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,45,1440,1485
Maine,1991,0,16,16,0,4,4,3,34,37,0,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,59,1463,1522
Maine,1992,0,15,15,0,4,4,4,29,33,1,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,56,1411,1467
Maine,1993,1,10,11,0,3,3,3,34,37,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,46,1368,1414
Maine,1994,1,11,12,0,3,3,4,25,29,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,43,1383,1426
Maine,1995,1,10,11,0,2,2,4,26,30,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,19,31,1303,1334
Maine,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1997,1,13,14,NA,NA,NA,2,56,58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,79,57,1412,1469
