state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Idaho,2016,1246229,1010005,1683140,844378,838762,630499,615730,504933,505072,NA,NA,NA,805,6200,7005,NA,NA,NA
Idaho,2015,1223903,997142,1654930,828210,826720,616624,607279,496399,500743,NA,NA,NA,NA,NA,NA,797,6106,6903
Idaho,2014,1203127,988767,1634464,817767,816697,605966,597161,491214,497553,NA,NA,NA,NA,NA,NA,786,6224,7010
Idaho,2013,1185459,979046,1612136,805049,807087,597699,587760,486677,492369,786,6224,7010,767,6157,6924,NA,NA,NA
Idaho,2012,1171205,980348,1595728,799183,796545,590860,580345,488333,492015,786,6656,7442,784,6486,7270,NA,NA,NA
Idaho,2011,1156880,967687,1584985,788285,796700,581729,575151,478587,489100,673,6355,7028,640,6037,6677,673,6355,7028
Idaho,2010,1142553,959325,1571450,782752,788698,576221,566332,477192,482133,673,6355,7028,640,6037,6677,673,6355,7028
Idaho,2009,1127e3,954946,1545801,769112,776689,566695,560305,473413,481533,669,6402,7071,635,6082,6717,669,6402,7071
Idaho,2008,1110275,944999,1523816,757494,766322,555476,554799,465494,479505,629,5905,6534,597,5610,6207,629,5905,6534
Idaho,2007,1086868,923832,1499402,747002,752400,546312,540556,457242,466590,643,5705,6348,611,5420,6031,643,5705,6348
Idaho,2006,1073063,916276,1466465,730425,736040,537294,535769,450245,466031,623,5452,6075,592,5179,5771,623,5452,6075
Idaho,2005,1028287,882529,1408650,707457,701193,519797,508490,440221,442308,700,5145,5845,665,4888,5553,700,5145,5845
Idaho,2004,989067,847303,1360152,683077,677075,502110,486957,423262,424041,NA,5939,NA,NA,5902,NA,NA,5939,NA
Idaho,2003,963572,824794,1333165,670396,662769,491981,471591,415933,408861,295,4269,4564,471,5073,5544,484,5387,5871
Idaho,2002,945405,811531,1308320,650116,658204,475438,469967,400627,410904,295,4269,4564,471,5073,5544,484,5387,5871
Idaho,2001,915983,784558,1289492,651033,638459,464525,451458,390260,394298,175,3019,3194,240,3541,3781,253,3727,3980
Idaho,2000,913964,774152,1272112,650131,621981,467940,446024,390452,383700,208,4246,4454,276,4754,5030,291,4937,5228
Idaho,1999,891740,754785.6,1243992.4,635263.1,608729.3,456686,435054,380555.2,374230.4,208,2974,3182,291,3665,3956,208,2974,3182
Idaho,1998,869516,735419.2,1215872.8,620395.2,595477.6,445432,424084,370658.4,364760.8,NA,NA,3167,NA,NA,3991,NA,NA,3167
Idaho,1997,847292,716052.8,1187753.2,605527.3,582225.9,434178,413114,360761.6,355291.2,NA,NA,2483,NA,NA,3437,NA,NA,2483
Idaho,1996,825068,696686.4,1159633.6,590659.4,568974.2,422924,402144,350864.8,345821.6,NA,NA,2447,NA,NA,3301,NA,NA,2447
Idaho,1995,802844,677320,1131514,575791.5,555722.5,411670,391174,340968,336352,NA,NA,2203,NA,NA,2908,NA,NA,NA
Idaho,1994,780620,657953.6,1103394.4,560923.6,542470.8,400416,380204,331071.2,326882.4,NA,NA,2222,NA,NA,2519,NA,NA,2222
Idaho,1993,758396,638587.2,1075274.8,546055.7,529219.1,389162,369234,321174.4,317412.8,NA,NA,NA,NA,NA,2177,NA,NA,1929
Idaho,1992,736172,619220.8,1047155.2,531187.8,515967.4,377908,358264,311277.6,307943.2,NA,NA,NA,NA,NA,2158,NA,NA,2015
Idaho,1991,713948,599854.4,1019035.6,516319.9,502715.7,366654,347294,301380.8,298473.6,NA,NA,1831,NA,NA,2086,NA,NA,NA
Idaho,1990,691724,580488,990916,501452,489464,355400,336324,291484,289004,NA,NA,1586,NA,NA,1845,NA,NA,NA
Idaho,1989,686259.6,577525.2,986304.4,498738.8,487565.6,352138,334121.6,289829.6,287695.6,NA,NA,1259,NA,NA,1826,NA,NA,1259
Idaho,1988,680795.2,574562.4,981692.8,496025.6,485667.2,348876,331919.2,288175.2,286387.2,NA,NA,1163,NA,NA,1406,NA,NA,1163
Idaho,1987,675330.8,571599.6,977081.2,493312.4,483768.8,345614,329716.8,286520.8,285078.8,NA,NA,1149,NA,NA,1470,NA,NA,1149
Idaho,1986,669866.4,568636.8,972469.6,490599.2,481870.4,342352,327514.4,284866.4,283770.4,NA,NA,1149,NA,NA,1470,NA,NA,1149
Idaho,1985,664402,565674,967858,487886,479972,339090,325312,283212,282462,NA,NA,1022,NA,NA,1315,NA,NA,1315
Idaho,1984,658937.6,562711.2,963246.4,485172.8,478073.6,335828,323109.6,281557.6,281153.6,NA,NA,971,NA,NA,1175,NA,NA,NA
Idaho,1983,653473.2,559748.4,958634.8,482459.6,476175.2,332566,320907.2,279903.2,279845.2,NA,NA,896,NA,NA,NA,NA,NA,NA
