year,state,total_admissions,aggravated_or_simple_assault_total_total_admissions,burglary_total_total_admissions,drugs_total_total_admissions,fraud_total_total_admissions,motor_vehicle_theft_total_total_admissions,murder_total_total_admissions,negligent_manslaughter_total_total_admissions,other_property_offenses_total_total_admissions,other_unknown_total_total_admissions,other_violent_offenses_total_total_admissions,public_order_total_total_admissions,rape_or_sexual_assault_total_total_admissions,robbery_total_total_admissions,theft_total_total_admissions,aggravated_or_simple_assault_total_female_admissions,aggravated_or_simple_assault_total_male_admissions,burglary_total_female_admissions,burglary_total_male_admissions,drugs_total_female_admissions,drugs_total_male_admissions,fraud_total_female_admissions,fraud_total_male_admissions,motor_vehicle_theft_total_female_admissions,motor_vehicle_theft_total_male_admissions,murder_total_female_admissions,murder_total_male_admissions,negligent_manslaughter_total_female_admissions,negligent_manslaughter_total_male_admissions,other_property_offenses_total_female_admissions,other_property_offenses_total_male_admissions,other_unknown_total_female_admissions,other_unknown_total_male_admissions,other_violent_offenses_total_female_admissions,other_violent_offenses_total_male_admissions,public_order_total_female_admissions,public_order_total_male_admissions,rape_or_sexual_assault_total_female_admissions,rape_or_sexual_assault_total_male_admissions,robbery_total_female_admissions,robbery_total_male_admissions,theft_total_female_admissions,theft_total_male_admissions,aggravated_or_simple_assault_black_total_admissions,aggravated_or_simple_assault_hispanic_total_admissions,aggravated_or_simple_assault_other_or_unknown_total_admissions,aggravated_or_simple_assault_white_total_admissions,burglary_black_total_admissions,burglary_hispanic_total_admissions,burglary_other_or_unknown_total_admissions,burglary_white_total_admissions,drugs_black_total_admissions,drugs_hispanic_total_admissions,drugs_other_or_unknown_total_admissions,drugs_white_total_admissions,fraud_black_total_admissions,fraud_hispanic_total_admissions,fraud_other_or_unknown_total_admissions,fraud_white_total_admissions,motor_vehicle_theft_black_total_admissions,motor_vehicle_theft_hispanic_total_admissions,motor_vehicle_theft_other_or_unknown_total_admissions,motor_vehicle_theft_white_total_admissions,murder_black_total_admissions,murder_hispanic_total_admissions,murder_other_or_unknown_total_admissions,murder_white_total_admissions,negligent_manslaughter_black_total_admissions,negligent_manslaughter_hispanic_total_admissions,negligent_manslaughter_other_or_unknown_total_admissions,negligent_manslaughter_white_total_admissions,other_property_offenses_black_total_admissions,other_property_offenses_hispanic_total_admissions,other_property_offenses_other_or_unknown_total_admissions,other_property_offenses_white_total_admissions,other_unknown_black_total_admissions,other_unknown_hispanic_total_admissions,other_unknown_other_or_unknown_total_admissions,other_unknown_white_total_admissions,other_violent_offenses_black_total_admissions,other_violent_offenses_hispanic_total_admissions,other_violent_offenses_other_or_unknown_total_admissions,other_violent_offenses_white_total_admissions,public_order_black_total_admissions,public_order_hispanic_total_admissions,public_order_other_or_unknown_total_admissions,public_order_white_total_admissions,rape_or_sexual_assault_black_total_admissions,rape_or_sexual_assault_hispanic_total_admissions,rape_or_sexual_assault_other_or_unknown_total_admissions,rape_or_sexual_assault_white_total_admissions,robbery_black_total_admissions,robbery_hispanic_total_admissions,robbery_other_or_unknown_total_admissions,robbery_white_total_admissions,theft_black_total_admissions,theft_hispanic_total_admissions,theft_other_or_unknown_total_admissions,theft_white_total_admissions,aggravated_or_simple_assault_black_female_admissions,aggravated_or_simple_assault_black_male_admissions,aggravated_or_simple_assault_hispanic_female_admissions,aggravated_or_simple_assault_hispanic_male_admissions,aggravated_or_simple_assault_other_or_unknown_female_admissions,aggravated_or_simple_assault_other_or_unknown_male_admissions,aggravated_or_simple_assault_white_female_admissions,aggravated_or_simple_assault_white_male_admissions,burglary_black_female_admissions,burglary_black_male_admissions,burglary_hispanic_female_admissions,burglary_hispanic_male_admissions,burglary_other_or_unknown_female_admissions,burglary_other_or_unknown_male_admissions,burglary_white_female_admissions,burglary_white_male_admissions,drugs_black_female_admissions,drugs_black_male_admissions,drugs_hispanic_female_admissions,drugs_hispanic_male_admissions,drugs_other_or_unknown_female_admissions,drugs_other_or_unknown_male_admissions,drugs_white_female_admissions,drugs_white_male_admissions,fraud_black_female_admissions,fraud_black_male_admissions,fraud_hispanic_female_admissions,fraud_hispanic_male_admissions,fraud_other_or_unknown_female_admissions,fraud_other_or_unknown_male_admissions,fraud_white_female_admissions,fraud_white_male_admissions,motor_vehicle_theft_black_female_admissions,motor_vehicle_theft_black_male_admissions,motor_vehicle_theft_hispanic_female_admissions,motor_vehicle_theft_hispanic_male_admissions,motor_vehicle_theft_other_or_unknown_female_admissions,motor_vehicle_theft_other_or_unknown_male_admissions,motor_vehicle_theft_white_female_admissions,motor_vehicle_theft_white_male_admissions,murder_black_female_admissions,murder_black_male_admissions,murder_hispanic_female_admissions,murder_hispanic_male_admissions,murder_other_or_unknown_female_admissions,murder_other_or_unknown_male_admissions,murder_white_female_admissions,murder_white_male_admissions,negligent_manslaughter_black_female_admissions,negligent_manslaughter_black_male_admissions,negligent_manslaughter_hispanic_female_admissions,negligent_manslaughter_hispanic_male_admissions,negligent_manslaughter_other_or_unknown_female_admissions,negligent_manslaughter_other_or_unknown_male_admissions,negligent_manslaughter_white_female_admissions,negligent_manslaughter_white_male_admissions,other_property_offenses_black_female_admissions,other_property_offenses_black_male_admissions,other_property_offenses_hispanic_female_admissions,other_property_offenses_hispanic_male_admissions,other_property_offenses_other_or_unknown_female_admissions,other_property_offenses_other_or_unknown_male_admissions,other_property_offenses_white_female_admissions,other_property_offenses_white_male_admissions,other_unknown_black_female_admissions,other_unknown_black_male_admissions,other_unknown_hispanic_female_admissions,other_unknown_hispanic_male_admissions,other_unknown_other_or_unknown_female_admissions,other_unknown_other_or_unknown_male_admissions,other_unknown_white_female_admissions,other_unknown_white_male_admissions,other_violent_offenses_black_female_admissions,other_violent_offenses_black_male_admissions,other_violent_offenses_hispanic_female_admissions,other_violent_offenses_hispanic_male_admissions,other_violent_offenses_other_or_unknown_female_admissions,other_violent_offenses_other_or_unknown_male_admissions,other_violent_offenses_white_female_admissions,other_violent_offenses_white_male_admissions,public_order_black_female_admissions,public_order_black_male_admissions,public_order_hispanic_female_admissions,public_order_hispanic_male_admissions,public_order_other_or_unknown_female_admissions,public_order_other_or_unknown_male_admissions,public_order_white_female_admissions,public_order_white_male_admissions,rape_or_sexual_assault_black_female_admissions,rape_or_sexual_assault_black_male_admissions,rape_or_sexual_assault_hispanic_female_admissions,rape_or_sexual_assault_hispanic_male_admissions,rape_or_sexual_assault_other_or_unknown_female_admissions,rape_or_sexual_assault_other_or_unknown_male_admissions,rape_or_sexual_assault_white_female_admissions,rape_or_sexual_assault_white_male_admissions,robbery_black_female_admissions,robbery_black_male_admissions,robbery_hispanic_female_admissions,robbery_hispanic_male_admissions,robbery_other_or_unknown_female_admissions,robbery_other_or_unknown_male_admissions,robbery_white_female_admissions,robbery_white_male_admissions,theft_black_female_admissions,theft_black_male_admissions,theft_hispanic_female_admissions,theft_hispanic_male_admissions,theft_other_or_unknown_female_admissions,theft_other_or_unknown_male_admissions,theft_white_female_admissions,theft_white_male_admissions
2006,Wyoming,829,88,106,214,78,NA,18,2,52,8,33,63,83,23,61,6,82,5,101,40,174,28,50,NA,NA,5,13,NA,2,6,46,6,2,9,24,3,60,2,81,NA,23,15,46,8,11,9,60,3,9,6,88,11,44,11,148,2,7,3,66,NA,NA,NA,NA,1,2,4,11,NA,1,NA,1,2,6,2,42,1,1,NA,6,4,6,NA,23,3,4,10,46,4,13,4,62,3,4,3,13,1,2,4,54,NA,8,NA,11,1,8,5,55,NA,3,NA,9,NA,6,5,83,NA,11,1,43,4,7,35,113,1,1,6,1,2,1,19,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,3,8,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,6,NA,2,6,36,1,NA,NA,1,NA,NA,5,1,1,3,1,5,NA,NA,7,16,1,2,NA,4,NA,10,2,44,NA,4,NA,13,NA,4,2,60,NA,3,NA,4,NA,3,NA,13,NA,1,1,1,2,2,12,42
2007,Wyoming,750,87,90,182,85,NA,27,2,28,6,23,65,75,17,63,6,81,3,87,33,149,34,51,NA,NA,3,24,NA,2,4,24,6,NA,6,17,5,60,2,73,1,16,14,49,7,17,10,53,1,15,7,67,14,30,5,133,4,4,3,74,NA,NA,NA,NA,2,4,2,19,NA,1,NA,1,1,6,4,17,1,2,NA,3,1,2,2,18,4,7,3,51,1,7,4,63,1,NA,NA,16,1,5,1,56,NA,7,NA,17,2,8,4,49,NA,1,NA,15,NA,7,3,64,1,13,2,28,2,3,28,105,3,1,1,3,1,2,29,45,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,NA,2,1,18,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,6,2,2,2,15,1,NA,2,NA,NA,NA,3,NA,NA,1,NA,2,1,1,5,13,NA,4,NA,7,1,2,4,47,NA,1,NA,7,NA,4,2,61,NA,1,NA,NA,NA,NA,1,15,NA,1,1,4,NA,1,13,43
2008,Wyoming,766,77,102,188,59,NA,19,7,49,9,19,62,105,20,50,3,74,3,99,26,162,23,36,NA,NA,1,18,NA,7,4,45,3,6,3,16,10,52,1,104,2,18,7,43,13,12,2,50,4,6,7,85,13,24,11,140,2,1,3,53,NA,NA,NA,NA,1,3,1,14,NA,1,1,5,4,3,NA,42,1,1,NA,7,NA,3,NA,16,4,8,10,40,1,21,1,82,1,2,NA,17,1,3,4,42,NA,13,1,11,NA,2,2,48,NA,4,NA,6,NA,7,3,82,NA,13,4,20,4,7,18,122,2,NA,NA,1,1,2,20,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,1,13,NA,NA,NA,1,NA,1,NA,5,NA,4,NA,3,NA,NA,4,38,NA,1,NA,1,NA,NA,3,4,NA,NA,1,2,NA,NA,2,14,NA,4,1,7,5,5,4,36,NA,1,NA,21,NA,1,1,81,NA,1,NA,2,NA,NA,2,15,NA,1,NA,3,1,3,6,36
2009,Wyoming,830,71,119,193,69,NA,25,3,48,16,21,78,100,27,60,9,62,4,115,38,155,23,46,NA,NA,3,22,NA,3,4,44,10,6,6,15,8,70,1,99,1,26,8,52,6,18,6,41,2,18,10,89,6,36,4,147,1,NA,3,65,NA,NA,NA,NA,1,2,2,20,NA,NA,1,2,2,7,NA,39,2,4,1,9,NA,2,2,17,1,9,4,64,1,10,3,86,5,3,NA,19,3,6,1,50,1,5,NA,18,1,5,7,34,NA,2,NA,18,NA,10,4,85,1,5,4,32,1,3,32,115,NA,1,NA,NA,3,NA,20,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,3,17,NA,NA,NA,NA,NA,1,NA,2,NA,2,1,6,NA,NA,3,36,NA,2,1,3,1,NA,8,1,NA,NA,NA,2,NA,2,6,11,NA,1,1,8,NA,4,7,57,NA,1,NA,10,NA,3,1,85,1,4,NA,3,NA,NA,NA,19,NA,3,NA,6,NA,1,8,42
2010,Wyoming,838,79,143,177,64,NA,24,5,40,9,35,93,92,21,56,3,76,13,130,37,140,26,38,NA,NA,5,19,NA,5,1,39,5,4,7,28,7,86,1,91,1,20,10,46,11,12,13,43,6,12,8,117,12,20,8,137,4,4,4,52,NA,NA,NA,NA,1,1,4,18,NA,NA,NA,5,1,6,NA,33,NA,2,1,6,2,4,1,28,2,7,8,76,1,11,4,76,2,1,2,16,2,11,1,42,NA,11,NA,12,NA,13,3,40,NA,6,1,11,1,7,11,106,1,11,4,16,2,6,30,107,1,3,3,1,2,2,20,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,3,4,14,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,6,NA,NA,1,32,NA,NA,1,1,1,NA,3,3,NA,2,NA,4,NA,1,7,21,NA,2,2,5,1,7,4,72,NA,1,NA,11,NA,4,1,75,NA,2,1,NA,NA,2,NA,16,NA,2,2,9,NA,1,8,34
2011,Wyoming,856,72,134,224,46,NA,19,3,36,5,28,112,109,11,57,2,70,5,129,52,172,14,32,NA,NA,1,18,1,2,4,32,4,1,10,18,16,96,4,105,NA,11,7,50,4,14,11,43,3,13,7,111,15,19,8,182,2,5,3,36,NA,NA,NA,NA,NA,2,5,12,NA,NA,2,1,2,5,1,28,NA,NA,NA,5,2,1,1,24,3,14,18,77,1,13,6,89,2,1,NA,8,NA,7,2,48,NA,4,NA,14,NA,11,2,41,NA,3,NA,13,NA,7,5,106,3,12,2,17,5,3,42,140,1,1,2,3,1,2,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,11,NA,NA,NA,NA,1,1,NA,1,NA,2,NA,5,NA,1,4,24,NA,NA,NA,NA,NA,NA,4,1,NA,2,NA,1,1,NA,9,15,NA,3,1,13,3,15,12,65,NA,1,NA,13,NA,6,4,85,NA,2,NA,1,NA,NA,NA,8,NA,NA,2,5,NA,2,5,43
2012,Wyoming,915,82,108,230,47,NA,17,5,46,8,28,158,109,18,59,3,79,4,104,49,181,17,30,NA,NA,2,15,1,4,7,39,7,1,11,17,10,148,3,106,3,15,12,47,6,19,8,49,2,12,4,90,10,25,6,189,2,3,2,40,NA,NA,NA,NA,1,3,1,12,NA,1,NA,4,1,7,2,36,NA,2,2,4,4,2,1,21,4,19,17,118,6,11,1,91,4,2,2,10,2,2,5,50,NA,6,NA,19,NA,8,3,46,NA,2,1,11,NA,4,3,87,NA,10,4,21,1,5,44,145,NA,2,NA,3,1,1,16,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,1,2,10,NA,NA,NA,1,NA,NA,1,3,NA,1,NA,7,NA,2,7,29,NA,NA,2,NA,2,NA,3,1,3,1,NA,2,NA,1,8,13,NA,4,1,18,2,15,7,111,NA,6,NA,11,NA,1,3,88,NA,4,1,1,NA,2,2,8,NA,2,NA,2,3,2,9,41
2013,Wyoming,1015,92,127,258,48,NA,27,5,54,6,30,150,127,24,67,7,85,12,115,53,205,22,26,NA,NA,3,24,1,4,3,51,4,2,15,15,16,134,6,121,2,22,13,54,12,14,16,50,3,10,12,102,10,30,10,208,5,2,1,40,NA,NA,NA,NA,3,1,7,16,NA,1,1,3,1,6,3,44,NA,NA,NA,6,NA,2,3,25,7,22,15,106,4,14,7,102,5,6,2,11,NA,5,6,56,NA,12,1,13,1,15,5,45,NA,3,NA,10,1,11,11,91,NA,10,4,26,2,8,47,161,2,3,NA,2,1,NA,19,21,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,5,NA,16,NA,NA,NA,1,1,NA,NA,3,NA,1,NA,6,NA,3,3,41,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,2,2,1,13,12,NA,7,NA,22,4,11,12,94,NA,4,NA,14,NA,7,6,96,NA,5,NA,6,NA,2,2,9,NA,NA,1,4,1,5,11,45
2014,Wyoming,953,78,131,248,57,NA,24,6,42,5,24,124,132,34,48,6,72,6,125,56,192,17,40,NA,NA,5,19,NA,6,2,40,2,3,8,16,15,109,2,130,1,33,9,39,5,12,9,52,4,9,7,111,14,39,15,180,4,3,NA,50,NA,NA,NA,NA,1,4,3,16,NA,NA,3,3,NA,4,2,36,NA,1,1,3,1,1,2,20,4,16,8,96,4,24,1,103,4,3,1,26,1,3,2,42,NA,5,NA,12,2,7,4,48,NA,4,1,8,1,6,4,107,2,12,5,34,6,9,43,137,NA,4,2,1,NA,NA,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,3,5,11,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,4,NA,2,2,34,NA,NA,NA,1,1,NA,1,2,NA,1,1,NA,1,1,6,14,NA,4,2,14,2,6,11,85,NA,4,NA,24,NA,1,2,101,NA,4,NA,3,NA,1,1,25,NA,1,NA,3,NA,2,9,33
2015,Wyoming,948,115,122,271,32,NA,15,5,44,3,34,118,127,14,48,3,112,13,109,60,211,11,21,NA,NA,3,12,NA,5,6,38,2,1,12,22,16,102,3,124,1,13,6,42,13,15,15,72,5,14,6,97,13,38,9,211,4,4,NA,24,NA,NA,NA,NA,NA,2,4,9,NA,NA,3,2,4,3,2,35,NA,1,NA,2,1,1,1,31,7,19,8,84,3,16,2,106,1,2,1,10,3,4,3,38,NA,13,NA,15,1,14,2,70,1,4,1,13,NA,6,11,86,1,12,5,33,2,7,52,159,2,2,1,3,NA,NA,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,7,NA,NA,NA,NA,NA,3,NA,2,NA,4,1,2,NA,2,5,30,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,1,11,20,2,5,3,16,NA,8,11,73,NA,3,NA,16,NA,2,3,103,NA,1,NA,2,NA,1,1,9,NA,3,1,3,2,1,3,35
