state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Connecticut,2016,2827751,2292041,3576452,1830542,1745910,1464350,1363401,1159318,1132723,0,0,0,0,0,0,86,795,881,0,0,0,0,0,0,0,0,0,0,4,4,210,1774,1984,423,5349,5772,11,143,154,0,0,0,114,2619,2733
Connecticut,2015,2828634,2299206,3590886,1837230,1753656,1466377,1362257,1161631,1137575,0,0,0,0,0,0,60,627,687,0,0,0,0,0,0,0,0,0,0,0,0,210,1983,2193,410,5681,6091,10,144,154,0,0,0,129,2914,3043
Connecticut,2014,2823459,2307453,3596677,1843981,1752696,1464931,1358528,1169505,1137948,0,0,0,0,0,0,43,485,528,0,0,0,0,0,0,0,0,0,0,3,3,209,2280,2489,407,5721,6128,8,152,160,0,0,0,146,2790,2936
Connecticut,2013,2811600,2307112,3596080,1844231,1751849,1459733,1351867,1170603,1136509,16,183,199,0,0,0,45,707,752,0,0,0,0,0,0,0,0,0,0,0,0,128,1357,1485,444,5054,5498,8,114,122,0,0,0,242,2668,2910
Connecticut,2012,2796969,2307171,3590347,1843982,1746365,1454145,1342824,1172516,1134655,17,185,202,0,0,0,80,981,1061,0,0,0,0,0,0,0,0,0,0,0,0,196,1377,1573,547,5870,6417,7,194,201,0,0,0,247,3108,3355
Connecticut,2011,2777833,2295955,3580709,1837345,1743364,1446091,1331742,1165066,1130889,21,209,230,0,0,0,74,1066,1140,0,0,0,0,0,0,0,0,0,0,4,4,157,1314,1471,503,6321,6824,12,203,215,0,0,0,238,3499,3737
Connecticut,2010,2762028,2289579,3577073,1844880,1732193,1442197,1319831,1164882,1124697,11,211,222,0,0,0,108,1393,1501,0,0,0,0,0,0,0,0,0,0,2,2,186,1495,1681,547,5969,6516,7,192,199,0,0,0,234,2654,2888
Connecticut,2009,2710846,2255218,3518288,1801145,1717143,1408436,1302410,1140855,1114363,18,204,222,NA,NA,NA,128,1537,1665,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,194,1512,1706,630,6647,7277,9,196,205,NA,NA,NA,280,3166,3446
Connecticut,2008,2689215,2246294,3501252,1791958,1709294,1396007,1293208,1135148,1111146,9,244,253,NA,NA,NA,72,1061,1133,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,NA,189,1650,1839,572,6245,6817,11,149,160,NA,NA,NA,286,3117,3403
Connecticut,2007,2687835,2243777,3502309,1795389,1706920,1399869,1287966,1136682,1107095,21,321,342,NA,NA,NA,92,935,1027,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,NA,186,1835,2021,542,6035,6577,11,168,179,NA,NA,NA,231,2390,2621
