state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Utah,2016,2130119,1834043,3051217,1511732,1539485,1066e3,1064119,905760,928283,0,0,0,0,0,0,205,1278,1483,0,0,0,0,0,0,0,0,0,41,239,280,184,1346,1530,0,0,0,430,2869,3299,0,6,6
Utah,2015,2084167,1799650,2995919,1484834,1511085,1045462,1038705,892624,907026,0,0,0,0,0,0,199,1220,1419,0,0,0,0,0,0,0,0,0,36,192,228,174,982,1156,0,0,0,409,2400,2809,0,6,6
Utah,2014,2037753,1767048,2942902,1464140,1478762,1024043,1013710,876070,890978,0,0,0,0,0,0,268,1328,1596,0,0,0,0,0,0,0,0,0,27,213,240,219,867,1086,0,0,0,515,2416,2931,1,8,9
Utah,2013,2003461,1744933,2900872,1438422,1462450,1005827,997634,866879,878054,0,0,0,0,0,0,356,1607,1963,0,0,0,0,0,0,0,0,0,23,166,189,158,784,942,0,0,0,537,2562,3099,0,5,5
Utah,2012,1969769,1721756,2855287,1415657,1439630,988836,980933,854875,866881,0,0,0,0,0,0,352,1593,1945,0,0,0,0,0,0,0,0,0,24,170,194,163,840,1003,0,0,0,539,2607,3146,0,4,4
Utah,2011,1935858,1695679,2817222,1399754,1417468,971560,964298,839405,856274,0,0,0,0,0,0,315,1720,2035,0,0,0,0,0,0,0,0,0,43,228,271,170,782,952,0,0,0,528,2731,3259,0,1,1
Utah,2010,1904618,1672289,2776469,1379892,1396577,957896,946722,830960,841329,0,0,0,0,0,0,336,1729,2065,0,0,0,0,0,0,0,0,0,53,225,278,164,870,1034,0,0,0,554,2830,3384,NA,6,NA
Utah,2009,1917297,1686022,2784572,1376770,1407802,959375,957922,831255,854767,0,0,0,0,0,0,292,1659,1951,0,0,0,0,0,0,0,0,0,60,272,332,204,1096,1300,0,0,0,556,3034,3590,0,7,7
Utah,2008,1891024,1662116,2736424,1356509,1379915,952e3,939024,824682,837434,0,0,0,0,0,0,293,1484,1777,0,0,0,0,0,0,0,0,0,39,220,259,224,1134,1358,0,0,0,556,2845,3401,0,7,7
Utah,2007,1830635,1617817,2645330,1310877,1334453,913263,917372,795655,822162,0,0,0,0,0,0,299,1523,1822,0,0,0,0,0,0,0,0,0,54,270,324,197,1123,1320,0,0,0,550,2918,3468,0,2,2
