state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Louisiana,2016,3564536,2935832,4681666,2390206,2291460,1844753,1719783,1489542,1446290,0,0,0,20,208,228,44,280,324,7,89,96,10,26,36,2,46,48,0,0,0,1720,12753,14473,1846,14558,16404,0,0,0,0,0,0,41,1019,1060
Louisiana,2015,3555920,2948468,4670724,2383927,2286797,1844560,1711360,1499072,1449396,0,0,0,28,190,218,50,385,435,7,79,86,8,27,35,3,49,52,0,0,0,1772,14232,16004,1913,16144,18057,0,0,0,0,0,0,42,1042,1084
Louisiana,2014,3534984,2954086,4649676,2378697,2270979,1832919,1702065,1501257,1452829,0,0,0,23,206,229,72,458,530,3,80,83,12,44,56,1,42,43,0,0,0,1762,13895,15657,1927,16039,17966,0,1,1,0,0,0,52,1172,1224
Louisiana,2013,3515282,2957034,4625470,2367933,2257537,1819728,1695554,1501511,1455523,0,0,0,23,278,301,80,543,623,3,101,104,8,29,37,4,29,33,0,0,0,1680,13425,15105,1872,15878,17750,0,0,0,0,0,0,66,1294,1360
Louisiana,2012,3484029,2933137,4601893,2354322,2247571,1804690,1679339,1487436,1445701,0,0,0,31,216,247,121,743,864,5,118,123,12,20,32,6,80,86,0,0,0,1529,12747,14276,1776,15451,17227,0,0,0,0,0,0,66,1359,1425
Louisiana,2011,3456063,2926373,4574836,2334375,2240461,1792595,1663468,1484915,1441458,0,0,0,26,220,246,84,481,565,0,131,131,0,0,0,9,52,61,0,0,0,1586,12580,14166,1808,14903,16711,0,0,0,0,0,0,89,1276,1365
Louisiana,2010,3426437,2904926,4544228,2317994,2226234,1773050,1653387,1472606,1432320,0,0,0,43,266,309,118,490,608,4,103,107,0,0,0,10,36,46,0,0,0,1637,13291,14928,1894,15475,17369,0,0,0,0,0,0,75,1139,1214
Louisiana,2009,3369803,2854561,4492076,2307172,2184904,1758827,1610976,1457379,1397182,0,0,0,32,241,273,107,508,615,1,128,129,0,0,0,7,45,52,NA,NA,NA,1367,11399,12766,1587,13466,15053,0,0,0,0,0,0,61,994,1055
Louisiana,2008,3311064,2810356,4410796,2271185,2139611,1730461,1580603,1435650,1374706,0,0,0,22,189,211,130,702,832,3,151,154,0,0,0,5,56,61,NA,NA,NA,1370,11296,12666,1604,13541,15145,0,0,0,0,0,0,62,986,1048
Louisiana,2007,3210012,2726790,4293204,2205573,2087631,1678321,1531691,1394703,1332087,NA,NA,NA,23,182,205,201,1129,1330,6,129,135,NA,NA,NA,7,70,77,NA,NA,NA,1208,11045,12253,1517,13602,15119,0,0,0,0,0,0,63,913,976
Louisiana,2006,3211629,2719283,4287768,2209486,2078282,1678546,1533083,1385247,1334036,NA,NA,NA,18,195,213,175,1021,1196,3,148,151,NA,NA,NA,5,62,67,NA,NA,NA,1121,10921,12042,1396,13373,14769,0,0,0,0,0,0,61,893,954
Louisiana,2005,3245235,2786667,4387181,2266760,2120421,1708499,1536736,1441809,1344858,0,0,0,8,235,243,183,1051,1234,10,141,151,0,0,0,2,98,100,0,0,0,1279,10998,12277,1582,13544,15126,0,0,0,0,0,0,87,887,974
Louisiana,2004,3222315,2762696,4383224,2280739,2102485,1707266,1515049,1438831,1323865,0,0,0,19,285,304,205,1135,1340,5,103,108,0,0,0,8,84,92,0,0,0,1285,10851,12136,1655,13462,15117,0,0,0,0,0,0,119,855,974
Louisiana,2003,3194605,2737873,4364568,2262801,2101767,1692681,1501924,1421912,1315961,0,0,0,17,259,276,173,1354,1527,4,143,147,0,0,0,7,69,76,0,0,0,1034,9771,10805,1361,12627,13988,0,0,0,0,0,0,121,918,1039
Louisiana,2002,3172908,2715570,4348960,2266865,2082095,1685637,1487271,1415763,1299807,0,0,0,15,182,197,218,1393,1611,6,94,100,0,0,0,5,61,66,0,0,0,1083,10834,11917,1455,13493,14948,0,1,1,0,0,0,119,824,943
Louisiana,2001,3102174,2641419,4328743,2247191,2081552,1649113,1453061,1376861,1264558,0,0,0,2,27,29,82,1179,1261,8,109,117,0,0,0,4,56,60,0,0,0,831,11762,12593,1006,14247,15253,7,98,105,0,1,1,60,847,907
Louisiana,2000,3121107,2648498,4321694,2236215,2085479,1653932,1467175,1373980,1274518,0,0,0,2,49,51,166,950,1116,1,93,94,0,0,0,2,50,52,0,0,0,1231,11050,12281,1539,13135,14674,4,40,44,0,6,6,122,747,869
Louisiana,1999,3105716.1,2637100.5,4308365.4,2230446.6,2077918.8,1646341.8,1459374.3,1367983.5,1269117,NA,NA,NA,0,37,37,170,1007,1177,2,107,109,0,0,0,10,50,60,NA,NA,NA,1353,11884,13237,1606,13781,15387,1,36,37,0,2,2,63,571,634
Louisiana,1998,3090325.2,2625703,4295036.8,2224678.2,2070358.6,1638751.6,1451573.6,1361987,1263716,NA,NA,NA,3,40,43,125,853,978,NA,NA,NA,0,0,0,6,100,106,NA,NA,NA,1220,10938,12158,1428,12688,14116,8,68,76,0,0,0,60,505,565
Louisiana,1997,3074934.3,2614305.5,4281708.2,2218909.8,2062798.4,1631161.4,1443772.9,1355990.5,1258315,NA,NA,NA,42,418,460,119,827,946,NA,NA,NA,0,0,0,8,89,97,NA,NA,NA,1023,10011,11034,1237,11986,13223,2,33,35,0,0,0,42,426,468
Louisiana,1996,3059543.4,2602908,4268379.6,2213141.4,2055238.2,1623571.2,1435972.2,1349994,1252914,NA,NA,NA,38,445,483,186,1431,1617,NA,NA,NA,0,0,0,10,131,141,NA,NA,NA,826,8830,9656,1123,11468,12591,14,93,107,0,0,0,39,360,399
Louisiana,1995,3044152.5,2591510.5,4255051,2207373,2047678,1615981,1428171.5,1343997.5,1247513,NA,NA,NA,32,334,366,250,1651,1901,NA,NA,NA,0,0,0,6,124,130,NA,NA,NA,660,8165,8825,994,10759,11753,6,48,54,0,0,0,31,285,316
Louisiana,1994,3028761.6,2580113,4241722.4,2201604.6,2040117.8,1608390.8,1420370.8,1338001,1242112,NA,NA,NA,16,178,194,169,1558,1727,NA,NA,NA,0,0,0,10,199,209,NA,NA,NA,591,7468,8059,819,9922,10741,9,95,104,0,0,0,20,269,289
Louisiana,1993,3013370.7,2568715.5,4228393.8,2195836.2,2032557.6,1600800.6,1412570.1,1332004.5,1236711,NA,NA,NA,36,335,371,184,1568,1752,NA,NA,NA,0,0,0,4,228,232,6,64,70,514,6847,7361,773,9632,10405,6,67,73,NA,NA,NA,21,266,287
Louisiana,1992,2997979.8,2557318,4215065.2,2190067.8,2024997.4,1593210.4,1404769.4,1326008,1231310,NA,NA,NA,60,372,432,156,1800,1956,NA,NA,NA,2,11,13,3,222,225,4,53,57,470,5940,6410,722,8876,9598,1,70,71,0,0,0,23,282,305
