state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,0,0,0,182,697,879,1187,6551,7738,308,1466,1774,0,0,0,0,0,0,48,513,561,51,622,673,0,3,3,1776,9860,11636,0,8,8
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,0,0,0,127,670,797,1362,7145,8507,98,699,797,0,0,0,0,0,0,7,83,90,92,954,1046,4,7,11,1690,9567,11257,0,9,9
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,0,0,0,138,545,683,1333,7494,8827,91,834,925,0,0,0,0,0,0,11,79,90,82,965,1047,4,19,23,1660,9944,11604,1,8,9
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,0,0,0,98,542,640,1396,7795,9191,91,863,954,0,0,0,0,0,0,5,71,76,88,941,1029,2,13,15,1680,10233,11913,0,8,8
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,0,0,0,96,536,632,1331,7870,9201,94,765,859,0,0,0,0,0,0,7,93,100,82,934,1016,6,21,27,1619,10248,11867,3,29,32
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,0,0,0,94,439,533,1293,8009,9302,78,743,821,0,0,0,0,0,0,7,92,99,87,1056,1143,3,19,22,1564,10379,11943,2,21,23
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,0,0,0,63,307,370,1350,8263,9613,62,753,815,0,0,0,0,0,0,8,110,118,118,1203,1321,2,12,14,1603,10669,12272,NA,21,NA
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,NA,NA,NA,60,277,337,1447,9115,10562,75,879,954,NA,NA,NA,0,0,0,15,113,128,123,1288,1411,4,34,38,1727,11728,13455,3,22,25
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,0,0,0,41,228,269,1232,8395,9627,1,16,17,0,0,0,0,0,0,10,98,108,111,1174,1285,0,0,0,1396,9911,11307,1,0,1
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,0,0,0,28,158,186,1222,8025,9247,1,22,23,0,0,0,0,0,0,7,100,107,94,1235,1329,0,2,2,1352,9546,10898,0,4,4
Alabama,2006,3479514,2912653,4599030,2368281,2230749,1827557,1651957,1491481,1421172,0,0,0,40,140,180,1084,7470,8554,0,21,21,0,0,0,0,0,0,12,99,111,133,1220,1353,0,0,0,1270,8953,10223,1,3,4
Alabama,2005,3366418,2826299,4448075,2300418,2147657,1776246,1590172,1460745,1365554,0,0,0,32,150,182,1066,7208,8274,1,15,16,0,0,0,0,0,0,17,99,116,138,1178,1316,0,1,1,1254,8651,9905,0,0,0
Alabama,2004,3325616,2803953,4414559,2292525,2122034,1753802,1571814,1445210,1358743,14,57,71,8,34,42,958,6413,7371,32,429,461,0,0,0,0,1,1,1,1,2,33,400,433,0,10,10,1047,7353,8400,1,8,9
Alabama,2003,3285012,2758898,4385446,2278215,2107231,1737882,1547130,1426140,1332758,0,0,0,0,7,7,NA,9524,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13670,13670,0,4139,4139
Alabama,2002,3266513,2747647,4370221,2262994,2107227,1732415,1534098,1422822,1324825,0,0,0,35,127,162,696,5439,6135,0,0,0,0,0,0,0,0,0,3,57,60,53,722,775,10,53,63,798,6427,7225,1,29,30
Alabama,2001,3223010,2716855,4349601,2254779,2094822,1706680,1516330,1403650,1313205,0,0,0,18,143,161,679,5996,6675,9,52,61,0,0,0,0,0,0,2,50,52,37,529,566,12,62,74,760,6860,7620,3,28,31
Alabama,2000,3191816,2658473,4346948,2268640,2078308,1698345,1493471,1386053,1272420,0,0,0,23,138,161,603,4896,5499,3,41,44,0,0,0,0,0,0,5,59,64,44,562,606,9,74,83,690,5812,6502,3,42,45
Alabama,1999,3170568.6,2641956.1,4315552.4,2250954.3,2064598.1,1686946.3,1483622.3,1376011.3,1265944.8,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,7583,8498,NA,NA,NA
Alabama,1998,3149321.2,2625439.2,4284156.8,2233268.6,2050888.2,1675547.6,1473773.6,1365969.6,1259469.6,NA,NA,NA,NA,NA,NA,650,6014,6664,4,60,64,NA,NA,NA,NA,NA,NA,4,69,73,41,586,627,10,54,64,754,6996,7750,7,34,41
Alabama,1997,3128073.8,2608922.3,4252761.2,2215582.9,2037178.3,1664148.9,1463924.9,1355927.9,1252994.4,NA,NA,NA,NA,NA,NA,792,7004,7796,2,55,57,40,547,587,NA,NA,NA,5,56,61,74,648,722,7,71,78,953,8650,9603,4,33,37
Alabama,1996,3106826.4,2592405.4,4221365.6,2197897.2,2023468.4,1652750.2,1454076.2,1345886.2,1246519.2,NA,NA,NA,NA,NA,NA,716,6761,7477,1,62,63,34,474,508,NA,NA,NA,9,95,104,75,1153,1228,10,75,85,884,8866,9750,0,20,20
Alabama,1995,3085579,2575888.5,4189970,2180211.5,2009758.5,1641351.5,1444227.5,1335844.5,1240044,NA,NA,NA,NA,NA,NA,628,5999,6627,3,57,60,21,461,482,NA,NA,NA,8,101,109,73,1230,1303,14,97,111,772,8141,8913,1,26,27
Alabama,1994,3064331.6,2559371.6,4158574.4,2162525.8,1996048.6,1629952.8,1434378.8,1325802.8,1233568.8,NA,NA,NA,NA,NA,NA,604,5670,6274,8,65,73,32,414,446,NA,NA,NA,8,128,136,79,1195,1274,12,72,84,770,7754,8524,0,32,32
Alabama,1993,3043084.2,2542854.7,4127178.8,2144840.1,1982338.7,1618554.1,1424530.1,1315761.1,1227093.6,NA,NA,NA,NA,NA,NA,622,5869,6491,3,48,51,18,353,371,NA,NA,NA,8,121,129,70,1214,1284,20,108,128,779,7961,8740,5,43,48
Alabama,1992,3021836.8,2526337.8,4095783.2,2127154.4,1968628.8,1607155.4,1414681.4,1305719.4,1220618.4,NA,NA,NA,NA,NA,NA,605,5365,5970,1,51,52,18,337,355,NA,NA,NA,9,123,132,76,1220,1296,20,142,162,771,7448,8219,6,38,44
Alabama,1991,3000589.4,2509820.9,4064387.6,2109468.7,1954918.9,1595756.7,1404832.7,1295677.7,1214143.2,NA,NA,NA,NA,NA,NA,544,5177,5721,4,43,47,11,282,293,NA,NA,NA,12,124,136,68,1237,1305,32,149,181,711,7197,7908,3,48,51
Alabama,1990,2979342,2493304,4032992,2091783,1941209,1584358,1394984,1285636,1207668,NA,NA,NA,NA,NA,NA,389,4622,5011,2,52,54,NA,NA,NA,NA,NA,NA,9,178,187,67,1567,1634,18,127,145,510,6781,7291,3,48,51
Alabama,1989,2954735.8,2476783.6,4020474.8,2085862.7,1934612.1,1571748.2,1382987.6,1278230.4,1198553.2,NA,NA,NA,NA,NA,NA,520,4432,4952,4,48,52,NA,NA,NA,NA,NA,NA,16,141,157,73,1155,1228,16,105,121,671,6130,6801,4,47,51
Alabama,1988,2930129.6,2460263.2,4007957.6,2079942.4,1928015.2,1559138.4,1370991.2,1270824.8,1189438.4,NA,NA,NA,NA,NA,NA,388,3842,4230,1,29,30,NA,NA,NA,NA,NA,NA,8,91,99,27,618,645,9,88,97,455,4915,5370,3,35,38
Alabama,1987,2905523.4,2443742.8,3995440.4,2074022.1,1921418.3,1546528.6,1358994.8,1263419.2,1180323.6,NA,NA,NA,NA,NA,NA,277,3547,3824,2,41,43,NA,NA,NA,NA,NA,NA,3,62,65,28,477,505,17,89,106,344,4499,4843,2,47,49
Alabama,1986,2880917.2,2427222.4,3982923.2,2068101.8,1914821.4,1533918.8,1346998.4,1256013.6,1171208.8,NA,NA,NA,NA,NA,NA,249,3088,3337,1,29,30,NA,NA,NA,NA,NA,NA,5,49,54,19,396,415,15,111,126,311,3973,4284,3,38,41
Alabama,1985,2856311,2410702,3970406,2062181.5,1908224.5,1521309,1335002,1248608,1162094,NA,NA,NA,NA,NA,NA,338,3795,4133,7,90,97,NA,NA,NA,NA,NA,NA,3,49,52,NA,NA,NA,9,79,88,357,4050,4407,0,8,8
Alabama,1984,2831704.8,2394181.6,3957888.8,2056261.2,1901627.6,1508699.2,1323005.6,1241202.4,1152979.2,NA,NA,NA,NA,NA,NA,340,4108,4448,2,42,44,NA,NA,NA,NA,NA,NA,3,71,74,NA,NA,NA,14,121,135,362,4393,4755,0,10,10
