state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Washington,2016,5663243,4662065,7288e3,3651901,3636099,2857203,2806040,2308182,2353883,0,0,0,0,0,0,0,8,8,8,56,64,0,0,0,1,6,7,0,14,14,2525,20196,22721,2816,22188,25004,0,0,0,1,3,4,280,1878,2158
Washington,2015,5558571,4603853,7170351,3587267,3583084,2798430,2760141,2276053,2327800,0,0,0,0,0,0,0,12,12,10,44,54,0,0,0,0,12,12,0,4,4,2281,17252,19533,2588,19405,21993,0,0,0,0,1,1,295,2039,2334
Washington,2014,5460989,4551069,7061530,3529518,3532012,2753219,2707770,2253081,2297988,0,0,0,0,0,0,1,22,23,1,32,33,0,0,0,2,10,12,2,8,10,2041,16545,18586,2309,18622,20931,0,0,0,0,0,0,260,1961,2221
Washington,2013,5378895,4508105,6971406,3487837,3483569,2708948,2669947,2229008,2279097,0,0,0,0,0,0,0,23,23,4,38,42,0,0,0,1,18,19,1,6,7,2059,16376,18435,2337,18566,20903,0,0,0,0,1,1,269,2064,2333
Washington,2012,5316558,4488323,6897012,3458480,3438532,2686241,2630317,2233072,2255251,0,0,0,0,0,0,1,19,20,2,22,24,0,0,0,2,13,15,1,10,11,1729,14099,15828,1982,16223,18205,0,0,0,0,0,0,247,2023,2270
Washington,2011,5252763,4455487,6830038,3424895,3405143,2653627,2599136,2213952,2241535,0,0,0,0,0,0,3,36,39,2,27,29,0,0,0,0,15,15,4,7,11,1442,12714,14156,1699,14742,16441,0,0,0,0,2,2,247,1912,2159
Washington,2010,5162367,4392734,6744496,3385247,3359249,2615256,2547111,2184628,2208106,0,0,0,0,0,0,0,37,37,0,23,23,0,0,0,1,18,19,0,8,8,1479,13217,14696,1794,15289,17083,0,0,0,0,0,0,313,1947,2260
Washington,2009,5093031,4352845,6664195,3339270,3324925,2574991,2518040,2159660,2193185,NA,NA,NA,NA,NA,NA,2,36,38,3,41,44,0,0,0,2,23,25,2,10,12,1607,13227,14834,1885,15194,17079,0,0,0,0,3,3,269,1804,2073
Washington,2008,5001714,4279436,6549224,3281759,3267465,2518254,2483460,2111050,2168386,NA,NA,NA,NA,NA,NA,3,23,26,7,27,34,0,0,0,1,15,16,1,10,11,1511,11342,12853,1783,13312,15095,0,0,0,0,2,2,260,1855,2115
Washington,2007,4930120,4231658,6468424,3240820,3227604,2494650,2435470,2101864,2129794,NA,NA,NA,NA,NA,NA,1,30,31,2,51,53,0,0,0,0,0,0,0,2,2,1778,12463,14241,2075,14466,16541,0,0,0,0,0,0,290,1884,2174
Washington,2006,4859395,4171816,6395798,3210390,3185408,2459251,2400144,2069892,2101924,NA,NA,NA,NA,NA,NA,2,24,26,7,75,82,NA,NA,NA,1,6,7,0,3,3,1595,11054,12649,1901,13544,15445,0,0,0,0,0,0,277,2078,2355
Washington,2005,4676603,4030546,6157786,3095414,3062372,2375133,2301470,2015873,2014673,0,0,0,0,0,0,1,44,45,16,75,91,NA,NA,NA,0,19,19,0,7,7,1208,8333,9541,1515,10496,12011,0,2,2,0,0,0,290,1970,2260
Washington,2004,4581637,3957796,6071325,3062840,3008485,2336404,2245233,1983637,1974159,NA,NA,NA,0,0,0,1,35,36,9,103,112,NA,NA,NA,3,16,19,1,17,18,1203,7883,9086,1509,10151,11660,0,1,1,0,1,1,289,2061,2350
Washington,2003,4501566,3882202,5988638,3021529,2967109,2296410,2205156,1944825,1937377,0,0,0,0,0,0,4,45,49,11,88,99,0,0,0,1,18,19,0,20,20,861,5802,6663,1161,8009,9170,1,3,4,1,2,3,272,1901,2173
Washington,2002,4426673,3825364,5937852,2985345,2952507,2252514,2174159,1911251,1914113,0,0,0,0,0,0,1,33,34,16,73,89,1,10,11,3,17,20,2,17,19,712,4737,5449,915,6579,7494,0,4,4,0,1,1,173,1657,1830
Washington,2001,4331354,3732001,5852281,2956139,2896142,2213585,2117769,1873388,1858613,0,0,0,0,0,0,1,39,40,15,83,98,0,8,8,2,32,34,2,19,21,662,4121,4783,884,6174,7058,1,2,3,1,0,1,188,1799,1987
Washington,2000,4249005,3667693,5776726,2901145,2875581,2161191,2087814,1836278,1831415,0,0,0,0,0,0,3,38,41,21,116,137,0,3,3,4,20,24,3,11,14,595,3741,4336,877,6028,6905,0,4,4,0,3,3,251,2061,2312
Washington,1999,4183157.1,3606559.8,5683249.8,2854657.8,2828592,2128011.9,2055145.2,1804701.3,1801858.5,NA,NA,NA,NA,NA,NA,2,50,52,3,174,177,0,0,0,1,13,14,2,15,17,569,3485,4054,785,5746,6531,0,0,0,0,0,0,198,1963,2161
Washington,1998,4117309.2,3545426.6,5589773.6,2808170.6,2781603,2094832.8,2022476.4,1773124.6,1772302,NA,NA,NA,NA,NA,NA,2,61,63,NA,NA,NA,0,0,0,1,19,20,1,14,15,545,3375,3920,764,5440,6204,0,0,0,0,0,0,195,1822,2017
Washington,1997,4051461.3,3484293.4,5496297.4,2761683.4,2734614,2061653.7,1989807.6,1741547.9,1742745.5,NA,NA,NA,NA,NA,NA,2,58,60,NA,NA,NA,0,0,0,1,13,14,2,24,26,559,3398,3957,767,5307,6074,0,0,0,0,0,0,185,1651,1836
Washington,1996,3985613.4,3423160.2,5402821.2,2715196.2,2687625,2028474.6,1957138.8,1709971.2,1713189,NA,NA,NA,NA,NA,NA,3,85,88,NA,NA,NA,0,0,0,2,14,16,0,19,19,431,3114,3545,604,4939,5543,0,0,0,0,1,1,151,1552,1703
Washington,1995,3919765.5,3362027,5309345,2668709,2640636,1995295.5,1924470,1678394.5,1683632.5,NA,NA,NA,NA,NA,NA,3,117,120,NA,NA,NA,0,0,0,3,9,12,1,20,21,352,2908,3260,517,4877,5394,0,0,0,2,1,3,144,1657,1801
Washington,1994,3853917.6,3300893.8,5215868.8,2622221.8,2593647,1962116.4,1891801.2,1646817.8,1654076,NA,NA,NA,NA,NA,NA,5,188,193,NA,NA,NA,0,0,0,0,9,9,0,26,26,332,2864,3196,493,4844,5337,0,0,0,0,0,0,131,1591,1722
Washington,1993,3788069.7,3239760.6,5122392.6,2575734.6,2546658,1928937.3,1859132.4,1615241.1,1624519.5,NA,NA,NA,NA,NA,NA,8,339,347,NA,NA,NA,0,0,0,1,9,10,6,25,31,267,2461,2728,404,4561,4965,0,0,0,0,3,3,108,1573,1681
Washington,1992,3722221.8,3178627.4,5028916.4,2529247.4,2499669,1895758.2,1826463.6,1583664.4,1594963,NA,NA,NA,NA,NA,NA,22,516,538,NA,NA,NA,0,1,1,0,8,8,6,27,33,248,2046,2294,382,4291,4673,0,0,0,1,1,2,96,1510,1606
Washington,1991,3656373.9,3117494.2,4935440.2,2482760.2,2452680,1862579.1,1793794.8,1552087.7,1565406.5,NA,NA,NA,NA,NA,NA,11,277,288,NA,NA,NA,0,0,0,0,0,0,0,22,22,164,1546,1710,292,3452,3744,0,0,0,0,0,0,100,1464,1564
Washington,1990,3590526,3056361,4841964,2436273,2405691,1829400,1761126,1520511,1535850,NA,NA,NA,NA,NA,NA,13,340,353,NA,NA,NA,0,0,0,0,0,0,2,7,9,139,1073,1212,282,3248,3530,0,0,0,1,0,1,107,1692,1799
Washington,1989,3530561.4,3009820.9,4771583.6,2401595.7,2369987.9,1799384,1731177.4,1497927.9,1511893,NA,NA,NA,NA,NA,NA,28,613,641,NA,NA,NA,0,0,0,0,0,0,1,10,11,32,293,325,202,2841,3043,0,0,0,1,3,4,122,1781,1903
Washington,1988,3470596.8,2963280.8,4701203.2,2366918.4,2334284.8,1769368,1701228.8,1475344.8,1487936,NA,NA,NA,NA,NA,NA,64,1521,1585,NA,NA,NA,0,0,0,0,0,0,3,19,22,NA,NA,NA,193,3355,3548,0,0,0,0,7,7,100,1557,1657
Washington,1987,3410632.2,2916740.7,4630822.8,2332241.1,2298581.7,1739352,1671280.2,1452761.7,1463979,NA,NA,NA,NA,NA,NA,66,1781,1847,NA,NA,NA,0,0,0,0,0,0,2,11,13,NA,NA,NA,163,3212,3375,0,0,0,3,9,12,70,1016,1086
Washington,1986,3350667.6,2870200.6,4560442.4,2297563.8,2262878.6,1709336,1641331.6,1430178.6,1440022,NA,NA,NA,NA,NA,NA,114,1944,2058,NA,NA,NA,0,0,0,0,0,0,1,11,12,NA,NA,NA,154,2864,3018,0,0,0,0,20,20,22,590,612
Washington,1985,3290703,2823660.5,4490062,2262886.5,2227175.5,1679320,1611383,1407595.5,1416065,NA,NA,NA,NA,NA,NA,124,2110,2234,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,NA,NA,NA,155,2599,2754,0,21,21,0,19,19,10,137,147
Washington,1984,3230738.4,2777120.4,4419681.6,2228209.2,2191472.4,1649304,1581434.4,1385012.4,1392108,NA,NA,NA,NA,NA,NA,134,1828,1962,NA,NA,NA,0,26,26,1,0,1,0,9,9,NA,NA,NA,141,2221,2362,0,13,13,0,13,13,0,45,45
Washington,1983,3170773.8,2730580.3,4349301.2,2193531.9,2155769.3,1619288,1551485.8,1362429.3,1368151,NA,NA,NA,NA,NA,NA,110,1932,2042,NA,NA,NA,0,1,1,0,0,0,2,12,14,NA,NA,NA,127,2284,2411,0,2,2,0,0,0,2,36,38
Washington,1982,3110809.2,2684040.2,4278920.8,2158854.6,2120066.2,1589272,1521537.2,1339846.2,1344194,NA,NA,NA,0,0,0,96,1326,1422,NA,NA,NA,0,0,0,1,2,3,1,23,24,0,0,0,123,1740,1863,0,3,3,0,0,0,0,5,5
Washington,1981,3050844.6,2637500.1,4208540.4,2124177.3,2084363.1,1559256,1491588.6,1317263.1,1320237,NA,NA,NA,0,0,0,108,1292,1400,NA,NA,NA,0,0,0,0,3,3,0,17,17,0,0,0,145,1879,2024,0,0,0,0,1,1,0,3,3
Washington,1980,2990880,2590960,4138160,2089500,2048660,1529240,1461640,1294680,1296280,NA,NA,NA,0,0,0,130,1729,1859,NA,NA,NA,0,5,5,0,0,0,1,32,33,0,0,0,155,2258,2413,0,0,0,0,11,11,0,5,5
Washington,1979,2916282,2526744,4064484,2051270,2013214,1490796,1425486,1262902,1263842,NA,NA,NA,0,0,0,135,1761,1896,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,0,0,162,2100,2262,0,0,0,0,2,2,1,3,4
Washington,1978,2841684,2462528,3990808,2013040,1977768,1452352,1389332,1231124,1231404,17,174,191,0,0,0,140,1654,1794,4,102,106,0,4,4,0,0,0,0,0,0,0,0,0,161,1954,2115,0,0,0,0,3,3,0,3,3
