state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Connecticut,2016,2827751,2292041,3576452,1830542,1745910,1464350,1363401,1159318,1132723,0,0,0,NA,NA,NA,65,65,443,508,443,0,0,0,508,1e3,13449,14449,301,3e3,3301,1065,13892,14957
Connecticut,2015,2828634,2299206,3590886,1837230,1753656,1466377,1362257,1161631,1137575,0,0,0,NA,NA,NA,50,50,474,524,474,0,0,0,524,1071,14221,15292,366,2935,3301,1121,14695,15816
Connecticut,2014,2823459,2307453,3596677,1843981,1752696,1464931,1358528,1169505,1137948,0,0,0,NA,NA,NA,64,64,583,647,583,0,0,0,647,1062,14927,15989,318,3193,3511,1126,15510,16636
Connecticut,2013,2811600,2307112,3596080,1844231,1751849,1459733,1351867,1170603,1136509,0,0,0,NA,NA,NA,48,48,677,725,677,0,0,0,725,1187,15651,16838,324,3358,3682,1235,16328,17563
Connecticut,2012,2796969,2307171,3590347,1843982,1746365,1454145,1342824,1172516,1134655,0,0,0,NA,NA,NA,106,106,711,817,711,0,0,0,817,1112,15601,16713,343,3413,3756,1218,16312,17530
Connecticut,2011,2777833,2295955,3580709,1837345,1743364,1446091,1331742,1165066,1130889,0,0,0,NA,NA,NA,106,106,749,855,749,0,0,0,855,1128,16341,17469,281,3413,3694,1234,17090,18324
Connecticut,2010,2762028,2289579,3577073,1844880,1732193,1442197,1319831,1164882,1124697,0,0,0,NA,NA,NA,130,130,753,883,753,0,0,0,883,1116,17322,18438,305,3449,3754,1246,18075,19321
Connecticut,2009,2710846,2255218,3518288,1801145,1717143,1408436,1302410,1140855,1114363,NA,NA,NA,NA,NA,NA,115,115,770,885,770,0,0,0,885,1220,17611,18831,311,3483,3794,1335,18381,19716
Connecticut,2008,2689215,2246294,3501252,1791958,1709294,1396007,1293208,1135148,1111146,NA,NA,NA,NA,NA,NA,114,114,813,927,813,0,0,0,927,1388,18346,19734,354,3476,3830,1502,19159,20661
Connecticut,2007,2687835,2243777,3502309,1795389,1706920,1399869,1287966,1136682,1107095,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1496,19428,20924,339,3552,3891,1496,19428,20924
Connecticut,2006,2691893,2253246,3504809,1799814,1704995,1405976,1285917,1146481,1106765,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1594,18972,20566,395,3572,3967,1594,18972,20566
Connecticut,2005,2550309,2136722,3365768,1729313,1636455,1331878,1218431,1090545,1046177,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1489,17953,19442,370,3360,3730,1489,17953,19442
Connecticut,2004,2556258,2147466,3389483,1738966,1650517,1338169,1218089,1098419,1049047,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1488,18009,19497,364,3304,3668,1488,18009,19497
Connecticut,2003,2539350,2131137,3371241,1736293,1634948,1330300,1209050,1090659,1040478,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1548,18298,19846,352,3283,3635,1548,18298,19846
Connecticut,2002,2483379,2066299,3350345,1737413,1612932,1308443,1174936,1063060,1003239,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1694,19026,20720,323,3316,3639,1694,19026,20720
Connecticut,2001,2509829,2097982,3317131,1708570,1608561,1322814,1187015,1079452,1018530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,3152,3465,1447,17749,19196
Connecticut,2000,2448737,2027334,3294802,1706844,1587958,1301291,1147446,1049074,978260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,2731,3024,1406,16949,18355
Connecticut,1999,2456843.4,2036554.9,3293534.8,1705590.2,1587944.6,1303627,1153216.4,1051798.8,984756.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,17180,18639,318,2905,3223,1459,17180,18639
Connecticut,1998,2464949.8,2045775.8,3292267.6,1704336.4,1587931.2,1305963,1158986.8,1054523.6,991252.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,2877,3187,1357,16248,17605
Connecticut,1997,2473056.2,2054996.7,3291000.4,1703082.6,1587917.8,1308299,1164757.2,1057248.4,997748.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,2837,3109,1401,15840,17241
