state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
North Dakota,2000,455157,372544,609909,303685,306224,226381,228776,180457,192087,0,38,38,NA,NA,NA,0,0,0,0,96,0,96,96,96,68,912,980,NA,NA,NA,68,1008,1076
North Dakota,1999,455748.8,372823.1,612427.6,305093,307334.6,227124.4,228624.4,180795.8,192027.3,0,24,24,NA,24,NA,0,0,0,0,0,0,0,0,0,70,873,943,0,0,0,70,873,943
North Dakota,1998,456340.6,373102.2,614946.2,306501,308445.2,227867.8,228472.8,181134.6,191967.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,846,915
North Dakota,1997,456932.4,373381.3,617464.8,307909,309555.8,228611.2,228321.2,181473.4,191907.9,NA,NA,NA,6,73,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,735,797
North Dakota,1996,457524.2,373660.4,619983.4,309317,310666.4,229354.6,228169.6,181812.2,191848.2,NA,NA,NA,5,86,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,677,722
North Dakota,1995,458116,373939.5,622502,310725,311777,230098,228018,182151,191788.5,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,579,608
North Dakota,1994,458707.8,374218.6,625020.6,312133,312887.6,230841.4,227866.4,182489.8,191728.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,520,536
North Dakota,1993,459299.6,374497.7,627539.2,313541,313998.2,231584.8,227714.8,182828.6,191669.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,477,498
North Dakota,1992,459891.4,374776.8,630057.8,314949,315108.8,232328.2,227563.2,183167.4,191609.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,463,477
North Dakota,1991,460483.2,375055.9,632576.4,316357,316219.4,233071.6,227411.6,183506.2,191549.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,461,492
North Dakota,1990,461075,375335,635095,317765,317330,233815,227260,183845,191490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,463,483
North Dakota,1989,461097.5,376411.5,637201.5,318760.5,318441,233719.5,227378,184472.5,191939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,430,451
North Dakota,1988,461120,377488,639308,319756,319552,233624,227496,185100,192388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,458,466
North Dakota,1987,461142.5,378564.5,641414.5,320751.5,320663,233528.5,227614,185727.5,192837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,423,430
North Dakota,1986,461165,379641,643521,321747,321774,233433,227732,186355,193286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,410,421
North Dakota,1985,461187.5,380717.5,645627.5,322742.5,322885,233337.5,227850,186982.5,193735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,413,422
North Dakota,1984,461210,381794,647734,323738,323996,233242,227968,187610,194184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,420,432
North Dakota,1983,461232.5,382870.5,649840.5,324733.5,325107,233146.5,228086,188237.5,194633,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,400,410
North Dakota,1982,461255,383947,651947,325729,326218,233051,228204,188865,195082,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,312,322
North Dakota,1981,461277.5,385023.5,654053.5,326724.5,327329,232955.5,228322,189492.5,195531,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,277,280
North Dakota,1980,461300,386100,656160,327720,328440,232860,228440,190120,195980,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,251,253
North Dakota,1979,454090,380100,652324,325638,326686,229094,224996,187208,192892,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,184,186
North Dakota,1978,446880,374100,648488,323556,324932,225328,221552,184296,189804,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,196,200
