state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
North Dakota,2016,584891,480919,757953,367311,390642,284469,300422,227303,253616,5,13,18,NA,NA,NA,95,95,165,260,165,0,0,0,260,118,1413,1531,NA,NA,NA,213,1578,1791
North Dakota,2015,584774,482817,756928,368326,388602,284233,300541,227159,255658,2,35,37,NA,NA,NA,208,208,219,427,219,0,0,0,427,0,1368,1368,NA,NA,NA,208,1587,1795
North Dakota,2014,572255,474147,739482,362327,377155,281476,290779,227326,246821,2,10,12,NA,NA,NA,204,204,167,371,167,0,0,0,371,0,1347,1347,0,0,0,204,1514,1718
North Dakota,2013,563342,470064,723393,354742,368651,276354,286988,224507,245557,1,8,9,NA,NA,NA,157,157,162,319,162,0,0,0,319,0,1257,1257,0,0,0,157,1419,1576
North Dakota,2012,546266,452599,699628,340386,359242,265616,280650,212354,240245,7,99,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,171,1341,1512,0,0,0,171,1341,1512
North Dakota,2011,532740,438520,683932,338937,344995,264562,268178,212106,226414,1,54,55,NA,NA,NA,0,0,0,0,0,0,0,0,0,147,1276,1423,0,0,0,147,1276,1423
North Dakota,2010,524634,433967,674499,331184,343315,259417,265217,208430,225537,6,62,68,NA,NA,NA,0,0,0,0,0,0,0,0,0,179,1308,1487,0,0,0,179,1308,1487
North Dakota,2009,504757,415578,646844,325534,321310,255336,249421,204131,211447,0,47,47,NA,NA,NA,0,0,0,0,0,0,0,0,0,174,1312,1486,NA,NA,NA,174,1312,1486
North Dakota,2008,504597,419055,641481,318526,322955,255384,249213,204956,214099,1,70,71,NA,NA,NA,0,0,0,0,0,0,0,0,0,160,1292,1452,NA,NA,NA,160,1292,1452
North Dakota,2007,497018,412734,639715,317330,322385,247684,249334,198765,213969,0,48,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,147,1269,1416,NA,NA,NA,147,1269,1416
North Dakota,2006,493893,405285,635867,318440,317427,251386,242507,200585,204700,5,43,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,157,1206,1363,NA,NA,NA,157,1206,1363
North Dakota,2005,477908,397941,621063,315374,305689,243875,234033,196980,200961,0,45,45,NA,NA,NA,0,0,0,0,47,0,47,47,47,155,1183,1338,0,0,0,155,1230,1385
North Dakota,2004,472176,390994,609691,306842,302849,239698,232478,192567,198427,0,43,43,NA,NA,NA,0,0,0,0,35,0,35,35,35,129,1163,1292,0,0,0,129,1198,1327
North Dakota,2003,463605,383112,609236,305790,303446,234417,229188,188330,194782,0,44,44,NA,NA,NA,0,0,0,0,0,0,0,0,0,113,1126,1239,0,0,0,113,1126,1239
North Dakota,2002,463533,382827,610245,307685,302560,234859,228674,188632,194195,0,9,9,NA,NA,NA,0,0,0,0,23,0,23,23,23,103,986,1089,NA,NA,NA,103,1009,1112
North Dakota,2001,471608,391036,610793,306740,304053,238313,233295,192681,198355,3,18,21,NA,NA,NA,0,0,0,0,44,0,44,44,44,101,966,1067,NA,NA,NA,101,1010,1111
