state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Arkansas,2016,2282468,1831610,2988248,1517509,1470739,1177218,1105250,925184,906426,1325,14301,15626,1381,15068,16449,1381,15029,16410
Arkansas,2015,2271414,1827973,2978204,1517455,1460749,1174261,1097153,926094,901879,1228,14154,15382,1284,14949,16233,1284,14910,16194
Arkansas,2014,2259516,1825937,2966369,1512141,1454228,1166047,1093469,923302,902635,1090,14439,15529,1090,14339,15429,1090,14360,15450
Arkansas,2013,2249166,1831045,2959373,1498176,1461197,1158142,1091024,924608,906437,1085,12800,13885,1078,13401,14479,1078,13346,14424
Arkansas,2012,2238946,1828899,2949131,1501450,1447681,1156973,1081973,923513,905386,1078,12785,13863,1078,13384,14462,1078,13329,14407
Arkansas,2011,2226659,1824848,2937979,1484798,1453181,1144173,1082486,917622,907226,1212,12265,13477,1212,12829,14041,1212,12829,14041
Arkansas,2010,2212082,1817710,2921606,1490353,1431253,1140908,1071174,919210,898500,1212,12249,13461,1212,12813,14025,1212,12813,14025
Arkansas,2009,2181681,1793355,2889450,1478480,1410970,1130711,1050970,907891,885464,1117,12046,13163,1202,12710,13912,1117,12146,13263
Arkansas,2008,2156214,1773950,2855390,1456831,1398559,1111613,1044601,891985,881965,1117,12046,13163,1202,12610,13812,1117,12046,13163
Arkansas,2007,2135054,1760542,2834797,1447346,1387451,1106521,1028533,891266,869276,848,12015,12863,933,12677,13610,848,12113,12961
Arkansas,2006,2118675,1751944,2810872,1433812,1377060,1098641,1020034,883108,868836,876,11640,12516,961,12228,13189,876,11640,12516
Arkansas,2005,2025759,169e4,2694665,1373735,1320930,1049419,976340,854863,835137,600,12010,12610,685,12598,13283,685,12815,13500
Arkansas,2004,2001494,1667193,2668372,1362433,1305939,1039884,961610,847438,819755,673,11502,12175,758,12090,12848,758,12307,13065
Arkansas,2003,1975063,1635204,2650703,1357688,1293015,1027216,947847,833607,801597,869,11107,11976,857,11792,12649,857,12009,12866
Arkansas,2002,1961923,1631366,2638797,1355424,1283373,1031555,930368,838552,792814,700,10599,11299,785,11404,12189,785,11187,11972
Arkansas,2001,1930416,1598218,2618888,1350372,1268516,1007703,922713,814512,783706,662,9985,10647,755,10627,11382,747,11299,12046
Arkansas,2000,1891385,1566855,2581195,1322703,1258492,986023,905362,803352,763503,662,9914,10576,662,9914,10576,662,9914,10576
Arkansas,1999,1874918.9,1550333.2,2557496,1311410.4,1246085.6,978665.9,896253,795054.6,755278.6,662,9764,10426,662,9764,10426,662,9764,10426
Arkansas,1998,1858452.8,1533811.4,2533797,1300117.8,1233679.2,971308.8,887144,786757.2,747054.2,NA,NA,10208,NA,NA,10208,NA,NA,10208
Arkansas,1997,1841986.7,1517289.6,2510098,1288825.2,1221272.8,963951.7,878035,778459.8,738829.8,NA,NA,8760,NA,NA,8760,NA,NA,8760
Arkansas,1996,1825520.6,1500767.8,2486399,1277532.6,1208866.4,956594.6,868926,770162.4,730605.4,NA,NA,8160,NA,NA,8160,NA,NA,8160
Arkansas,1995,1809054.5,1484246,2462700,1266240,1196460,949237.5,859817,761865,722381,NA,NA,8060,NA,NA,8060,NA,NA,8060
Arkansas,1994,1792588.4,1467724.2,2439001,1254947.4,1184053.6,941880.4,850708,753567.6,714156.6,NA,NA,8044,NA,NA,8044,NA,NA,8044
Arkansas,1993,1776122.3,1451202.4,2415302,1243654.8,1171647.2,934523.3,841599,745270.2,705932.2,NA,NA,NA,NA,NA,8014,NA,NA,NA
Arkansas,1992,1759656.2,1434680.6,2391603,1232362.2,1159240.8,927166.2,832490,736972.8,697707.8,NA,NA,NA,NA,NA,7614,NA,NA,NA
Arkansas,1991,1743190.1,1418158.8,2367904,1221069.6,1146834.4,919809.1,823381,728675.4,689483.4,NA,NA,NA,NA,NA,7335,NA,NA,NA
Arkansas,1990,1726724,1401637,2344205,1209777,1134428,912452,814272,720378,681259,NA,NA,NA,NA,NA,6535,NA,NA,NA
Arkansas,1989,1715095.6,1393469.3,2338640.5,1207581.3,1131059.2,906682.8,808412.8,716998.2,676471.1,NA,NA,NA,NA,NA,5790,NA,NA,NA
Arkansas,1988,1703467.2,1385301.6,2333076,1205385.6,1127690.4,900913.6,802553.6,713618.4,671683.2,NA,NA,NA,NA,NA,5530,NA,NA,NA
Arkansas,1987,1691838.8,1377133.9,2327511.5,1203189.9,1124321.6,895144.4,796694.4,710238.6,666895.3,NA,NA,NA,NA,NA,5400,NA,NA,NA
Arkansas,1986,1680210.4,1368966.2,2321947,1200994.2,1120952.8,889375.2,790835.2,706858.8,662107.4,NA,NA,NA,NA,NA,4620,NA,NA,NA
Arkansas,1985,1668582,1360798.5,2316382.5,1198798.5,1117584,883606,784976,703479,657319.5,NA,NA,NA,NA,NA,4512,NA,NA,NA
Arkansas,1984,1656953.6,1352630.8,2310818,1196602.8,1114215.2,877836.8,779116.8,700099.2,652531.6,NA,NA,NA,NA,NA,4398,NA,NA,NA
Arkansas,1983,1645325.2,1344463.1,2305253.5,1194407.1,1110846.4,872067.6,773257.6,696719.4,647743.7,NA,NA,NA,NA,NA,4184,NA,NA,NA
