state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Virginia,2016,6547604,5404922,8411808,4275793,4136015,3365097,3182507,2725776,2679146,18647,9126,9521,15600,6858,8742,12263,5112,7151,533169,282543,250626,420362,228349,192013,370358,200847,169511,1575450,824773,750677,1212097,641550,570547,1042414,540330,502084,760097,367362,392735,515920,251655,264265,488662,234962,253700,288664,144533,144131,153951,79085,74866,142402,73254,69148,5235781,2647456,2588325,4229674,2157600,2072074,3348823,1671271,1677552,1,23,24,11,139,150,1066,20521,21587,24,953,977,0,0,0,2006,13054,15060
Virginia,2015,6513104,5420396,8382993,4264266,4118727,3348381,3164723,2735866,2684530,15712,9245,6467,12431,6934,5497,10727,6144,4583,527642,279815,247827,412870,223936,188934,368186,198344,169842,1581949,823666,758283,1208628,641949,566679,1047242,546248,500994,753718,366688,387030,511090,245015,266075,481763,227252,254511,262937,136078,126859,140631,73862,66769,130166,67923,62243,5241035,2648774,2592261,4227454,2156685,2070769,3382312,1689955,1692357,2,23,25,13,130,143,1139,20842,21981,25,936,961,0,0,0,2057,13219,15276
Virginia,2014,6459130,5407290,8326289,4231186,4095103,3319412,3139718,2725121,2682169,16532,7257,9275,14662,6291,8371,12511,5098,7413,511663,271005,240658,397126,211803,185323,355498,189148,166350,1576765,824283,752482,1200784,642350,558434,1043883,546304,497579,732435,355775,376660,496812,240370,256442,472295,225599,246696,245024,122383,122641,128146,65143,63003,119290,59811,59479,5243870,2650483,2593387,4221600,2153455,2068145,3403813,1699161,1704652,2,21,23,12,111,123,1113,20652,21765,22,805,827,0,0,0,1862,12845,14707
Virginia,2013,6397091,5383242,8260405,4204129,4056276,3287903,3109188,2713685,2669557,14447,7347,7100,11456,5729,5727,10195,5166,5029,485665,259974,225691,376402,204016,172386,338853,183017,155836,1564887,823933,740954,1189230,636553,552677,1036845,545944,490901,706965,335478,371487,481680,226080,255600,459005,212900,246105,240952,123611,117341,122844,62672,60172,114778,57578,57200,5247489,2653786,2593703,4215479,2152853,2062626,3423566,1709080,1714486,3,17,20,12,118,130,1098,20712,21810,20,813,833,0,0,0,1710,12361,14071
Virginia,2012,6330863,5357455,8185867,4176369,4009498,3269204,3061659,2712426,2645029,15957,8487,7470,13488,7209,6279,11184,6314,4870,473414,251512,221902,364641,198341,166300,328860,177078,151782,1552482,816049,736433,1172043,629126,542917,1027381,540435,486946,687008,336532,350476,464689,227989,236700,443308,214458,228850,220745,112393,108352,114326,59611,54715,105199,53837,51362,5236261,2651396,2584865,4201676,2146928,2054748,3441523,1720304,1721219,3,16,19,11,125,136,1091,21045,22136,22,735,757,0,0,0,1546,12236,13782
Virginia,2011,6243412,5304359,8096604,4113099,3983505,3214010,3029402,2678680,2625679,18921,8443,10478,16703,7800,8903,14356,6043,8313,455616,243071,212545,350778,188821,161957,319857,171111,148746,1558516,811325,747191,1162223,618865,543358,1022608,535576,487032,648663,308557,340106,438728,209198,229530,419053,197484,221569,206212,101875,104337,106252,54121,52131,98786,49929,48857,5208676,2639828,2568848,4168728,2135205,2033523,3429699,1718537,1711162,0,12,12,14,122,136,1175,21636,22811,14,884,898,0,0,0,1593,12416,14009
Virginia,2010,6171111,5261338,8024617,4081919,3942698,3181831,2989280,2659944,2601394,15684,7090,8594,13499,5935,7564,12287,5156,7131,437182,228673,208509,337567,180156,157411,306462,163119,143343,1547740,809530,738210,1155892,617393,538499,1023647,536059,487588,629768,301494,328274,426013,205173,220840,409452,194875,214577,199263,103725,95538,95371,51634,43737,87591,47361,40230,5194980,2631407,2563573,4142769,2121540,2021229,3421899,1713374,1708525,0,7,7,6,123,129,1259,21551,22810,20,874,894,0,0,0,1543,11859,13402
Virginia,2009,6036341,5149897,7882590,4010193,3872397,3110591,2925750,2596542,2553355,18372,8900,9472,13790,6504,7286,11752,5688,6064,395930,209451,186479,306478,165504,140974,277865,148682,129183,1514510,790077,724433,1128296,599995,528301,998596,519624,478972,563729,265769,297960,369267,173160,196107,350876,161709,189167,179552,90567,88985,88801,46027,42774,82790,42261,40529,5210497,2645429,2565068,4129709,2119401,2010308,3428018,1718578,1709440,0,20,20,NA,NA,NA,1249,22358,23607,20,775,795,1,15,16,1502,12020,13522
Virginia,2008,5941173,5074881,7769089,3946834,3822255,3060577,2880596,2556667,2518214,18713,10187,8526,14477,7911,6566,11414,6916,4498,375504,196197,179307,291388,156160,135228,265089,140800,124289,1514048,784330,729718,1121110,593514,527596,989001,514803,474198,528002,247292,280710,351065,162223,188842,336892,153048,183844,147889,75867,72022,70664,36431,34233,66889,34346,32543,5184933,2632961,2551972,4092469,2104338,1988131,3405596,1706754,1698842,1,7,8,NA,NA,NA,1385,22313,23698,14,599,613,2,7,9,1558,12196,13754
Virginia,2007,5878890,5034717,7712091,3922991,3789100,3031326,2847564,2534696,2500021,18974,11529,7445,14697,8576,6121,12672,7440,5232,376771,197334,179437,291984,153501,138483,266274,138928,127346,1494180,781838,712342,1089610,576971,512639,967823,501111,466712,488589,227001,261588,331367,154202,177165,315103,143561,171542,147599,69718,77881,73181,37855,35326,67506,34070,33436,5185978,2635571,2550407,4078051,2100221,1977830,3405339,1709586,1695753,1,9,10,7,140,147,1375,22127,23502,12,575,587,1,12,13,1532,12192,13724
