state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Washington,2016,5663243,4662065,7288e3,3651901,3636099,2857203,2806040,2308182,2353883,80234,41761,38473,57344,28959,28385,50760,25422,25338,628204,340353,287851,511728,283254,228474,444296,242998,201298,255873,119339,136534,195086,86859,108227,175449,75393,100056,905438,438285,467153,565013,272870,292143,533903,255350,278553,362521,177328,185193,208360,102390,105970,192634,94335,98299,5055730,2534835,2520895,4125712,2082871,2042841,3265023,1614684,1650339,114,763,877,66,652,718,177,3233,3410,191,2260,2451,12,44,56,1092,10394,11486
Washington,2015,5558571,4603853,7170351,3587267,3583084,2798430,2760141,2276053,2327800,82723,39460,43263,61755,29385,32370,54198,25486,28712,602999,324073,278926,492378,269111,223267,433666,233653,200013,254271,117106,137165,192345,87425,104920,176301,79758,96543,886521,429547,456974,549729,261788,287941,519314,246228,273086,345558,172772,172786,189541,97178,92363,173296,87043,86253,4998279,2504309,2493970,4072823,2053543,2019280,3247078,1603885,1643193,104,701,805,55,583,638,148,3089,3237,178,2159,2337,10,38,48,957,10154,11111
Washington,2014,5460989,4551069,7061530,3529518,3532012,2753219,2707770,2253081,2297988,78392,39134,39258,59510,30234,29276,53134,26673,26461,591331,314755,276576,472252,256586,215666,414194,221800,192394,237278,107358,129920,182944,82566,100378,165462,73754,91708,858440,412909,445531,529047,251191,277856,500846,235891,264955,335831,167656,168175,185762,97389,88373,174465,90811,83654,4960258,2487706,2472552,4031474,2035253,1996221,3242968,1604152,1638816,98,662,760,54,582,636,155,3080,3235,171,2093,2264,12,37,49,963,10103,11066
Washington,2013,5378895,4508105,6971406,3487837,3483569,2708948,2669947,2229008,2279097,80788,41125,39663,59375,30933,28442,52810,26999,25811,569165,303635,265530,450417,245070,205347,396669,212378,184291,245351,110051,135300,183640,80589,103051,168337,72776,95561,832729,399550,433179,511230,240140,271090,483563,225125,258438,302166,153533,148633,169835,86922,82913,158693,81695,76998,4941207,2479943,2461264,4004398,2025294,1979104,3248033,1610035,1637998,92,619,711,51,584,635,163,3142,3305,158,1999,2157,1,4,5,969,10053,11022
Washington,2012,5316558,4488323,6897012,3458480,3438532,2686241,2630317,2233072,2255251,79600,40325,39275,59574,31140,28434,54963,28249,26714,530423,289942,240481,426441,237123,189318,374533,206117,168416,244540,112705,131835,183425,83603,99822,169015,76221,92794,807998,388356,419642,493938,235679,258259,473023,225055,247968,302559,147003,155556,162931,78328,84603,154345,74250,80095,4931892,2480149,2451743,3990249,2020368,1969881,3262444,1623180,1639264,89,603,692,39,575,614,135,3041,3176,157,1883,2040,0,0,0,905,9727,10632
Washington,2011,5252763,4455487,6830038,3424895,3405143,2653627,2599136,2213952,2241535,82129,42727,39402,61301,32286,29015,55380,29001,26379,537412,288858,248554,421186,232117,189069,376088,205410,170678,229704,104962,124742,171005,76301,94704,156911,68563,88348,789769,377657,412112,481637,227081,254556,460592,215145,245447,275793,141165,134628,148878,77439,71439,139755,73378,66377,4915231,2469526,2445705,3968756,2008403,1960353,3266761,1622455,1644306,88,639,727,36,601,637,172,3167,3339,156,1910,2066,0,0,0,930,10044,10974
Washington,2010,5162367,4392734,6744496,3385247,3359249,2615256,2547111,2184628,2208106,86248,44431,41817,62139,32401,29738,55629,28696,26933,519206,280626,238580,400917,220992,179925,358950,194134,164816,229204,105256,123948,166955,75328,91627,151790,67267,84523,760228,363344,396884,459692,218182,241510,440052,206538,233514,261682,132275,129407,145475,75420,70055,135463,69317,66146,4887928,2459315,2428613,3927189,1992933,1934256,3250850,1618676,1632174,88,711,799,38,590,628,181,3259,3440,74,1397,1471,0,0,0,1005,10718,11723
Washington,2009,5093031,4352845,6664195,3339270,3324925,2574991,2518040,2159660,2193185,78539,37440,41099,56689,28089,28600,51727,25327,26400,469348,254122,215226,374017,204817,169200,334006,180369,153637,222978,102075,120903,160887,72287,88600,148457,66098,82359,687238,324493,362745,410225,189862,220363,391295,180068,211227,246991,123926,123065,130837,68529,62308,122883,63394,59489,4959101,2497214,2461887,3960376,2011407,1948969,3304477,1644404,1660073,65,706,771,31,566,597,197,3330,3527,89,1535,1624,NA,NA,NA,995,10594,11589
Washington,2008,5001714,4279436,6549224,3281759,3267465,2518254,2483460,2111050,2168386,82720,43395,39325,62185,32776,29409,55643,28842,26801,450829,238387,212442,357839,192476,165363,318793,168803,149990,215849,99458,116391,156753,70562,86191,143374,63833,79541,642959,299905,343054,387732,172807,214925,369608,162851,206757,234717,118710,116007,126531,64235,62296,119830,60180,59650,4922150,2481904,2440246,3910674,1985398,1925276,3272188,1626541,1645647,81,689,770,NA,NA,NA,186,3209,3395,127,1728,1855,NA,NA,NA,962,10253,11215
Washington,2007,4930120,4231658,6468424,3240820,3227604,2494650,2435470,2101864,2129794,77038,38119,38919,57356,29725,27631,52137,26782,25355,460454,242478,217976,359140,192890,166250,322971,171798,151173,214638,98877,115761,148571,66410,82161,137847,60410,77437,611369,286519,324850,376994,171554,205440,360522,161284,199238,215446,108518,106928,119452,64692,54760,112170,60545,51625,4889479,2466309,2423170,3868607,1969379,1899228,3246011,1621045,1624966,79,675,754,36,555,591,242,3280,3522,121,1708,1829,0,0,0,1025,9987,11012
