state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Idaho,2016,1246229,1010005,1683140,844378,838762,630499,615730,504933,505072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2015,1223903,997142,1654930,828210,826720,616624,607279,496399,500743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2014,1203127,988767,1634464,817767,816697,605966,597161,491214,497553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2013,1185459,979046,1612136,805049,807087,597699,587760,486677,492369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2012,1171205,980348,1595728,799183,796545,590860,580345,488333,492015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2011,1156880,967687,1584985,788285,796700,581729,575151,478587,489100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2010,1142553,959325,1571450,782752,788698,576221,566332,477192,482133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2009,1127e3,954946,1545801,769112,776689,566695,560305,473413,481533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2008,1110275,944999,1523816,757494,766322,555476,554799,465494,479505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2007,1086868,923832,1499402,747002,752400,546312,540556,457242,466590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2006,1073063,916276,1466465,730425,736040,537294,535769,450245,466031,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,4,14,18,0,0,0,0,2,2,4,16,20
Idaho,2005,1028287,882529,1408650,707457,701193,519797,508490,440221,442308,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,2,2,0,16,16
Idaho,2004,989067,847303,1360152,683077,677075,502110,486957,423262,424041,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,4,4,0,13,13
Idaho,2003,963572,824794,1333165,670396,662769,491981,471591,415933,408861,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0,1,12,13
Idaho,2002,945405,811531,1308320,650116,658204,475438,469967,400627,410904,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,2,2,0,9,9
Idaho,2001,915983,784558,1289492,651033,638459,464525,451458,390260,394298,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,1,0,18,18
Idaho,2000,913964,774152,1272112,650131,621981,467940,446024,390452,383700,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,7
Idaho,1999,891740,754785.6,1243992.4,635263.1,608729.3,456686,435054,380555.2,374230.4,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,1,0,16,16
Idaho,1998,869516,735419.2,1215872.8,620395.2,595477.6,445432,424084,370658.4,364760.8,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,8,8,NA,NA,NA,1,0,1,NA,NA,NA
Idaho,1997,847292,716052.8,1187753.2,605527.3,582225.9,434178,413114,360761.6,355291.2,0,0,0,0,0,0,0,2,2,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,1,0,1,NA,NA,NA
Idaho,1996,825068,696686.4,1159633.6,590659.4,568974.2,422924,402144,350864.8,345821.6,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA
Idaho,1995,802844,677320,1131514,575791.5,555722.5,411670,391174,340968,336352,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA
Idaho,1994,780620,657953.6,1103394.4,560923.6,542470.8,400416,380204,331071.2,326882.4,0,0,0,0,0,0,0,3,3,0,1,1,NA,NA,NA,0,8,8,NA,NA,NA,0,0,0,NA,NA,NA
Idaho,1993,758396,638587.2,1075274.8,546055.7,529219.1,389162,369234,321174.4,317412.8,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,4,4,NA,NA,NA
Idaho,1992,736172,619220.8,1047155.2,531187.8,515967.4,377908,358264,311277.6,307943.2,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,1,1,NA,NA,NA
Idaho,1991,713948,599854.4,1019035.6,516319.9,502715.7,366654,347294,301380.8,298473.6,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,2,2,NA,NA,NA
Idaho,1990,691724,580488,990916,501452,489464,355400,336324,291484,289004,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,1,1,NA,NA,NA
