state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
Louisiana,2016,3564536,2935832,4681666,2390206,2291460,1844753,1719783,1489542,1446290,24697,12416,12281,17444,8613,8831,14697,6994,7703,77897,40587,37310,61649,31657,29992,54127,27636,26491,1510134,791223,718911,1096824,587218,509606,945596,496413,449183,230625,107228,123397,159148,72969,86179,144705,65380,79325,82517,43021,39496,43291,23842,19449,38185,21678,16507,2755796,1395731,1360065,2186180,1120454,1065726,1738522,871441,867081,1,19,20,1,90,91,811,23084,23895,4,39,43,1,1,2,1163,10468,11631
Louisiana,2015,3555920,2948468,4670724,2383927,2286797,1844560,1711360,1499072,1449396,21070,10528,10542,16411,8659,7752,13953,7478,6475,78875,40933,37942,62802,32756,30046,55756,28243,27513,1503978,787659,716319,1087442,585197,502245,947080,501346,445734,227388,105554,121834,160811,75435,85376,145227,66897,78330,82698,42393,40305,43838,22473,21365,39017,19646,19371,2756715,1396860,1359855,2184616,1120040,1064576,1747435,875462,871973,1,19,20,2,81,83,861,23768,24629,0,47,47,1,1,2,1181,10415,11596
Louisiana,2014,3534984,2954086,4649676,2378697,2270979,1832919,1702065,1501257,1452829,23093,12505,10588,18014,9814,8200,16008,8292,7716,79746,42808,36938,61783,33356,28427,54959,29354,25605,1496424,787608,708816,1078628,580987,497641,944107,500294,443813,222183,100521,121662,157739,69860,87879,145996,63893,82103,74122,36089,38033,39313,20255,19058,33553,16764,16789,2754108,1399166,1354942,2179507,1118647,1060860,1759463,882660,876803,4,19,23,0,78,78,971,24812,25783,1,72,73,0,0,0,1099,10969,12068
Louisiana,2013,3515282,2957034,4625470,2367933,2257537,1819728,1695554,1501511,1455523,25092,11176,13916,18727,8560,10167,16783,7817,8966,73469,38699,34770,57747,30022,27725,52290,26551,25739,1485826,783002,702824,1067201,574284,492917,943468,498870,444598,218686,102137,116549,157247,70927,86320,145224,64955,80269,69196,35965,33231,38348,20632,17716,34011,18393,15618,2753201,1396954,1356247,2176012,1115303,1060709,1765258,884925,880333,2,17,19,2,74,76,1028,25788,26816,1,58,59,0,2,2,1195,11132,12327
Louisiana,2012,3484029,2933137,4601893,2354322,2247571,1804690,1679339,1487436,1445701,20901,10279,10622,15496,7917,7579,13537,6977,6560,74427,42019,32408,55494,31188,24306,51969,29292,22677,1474608,773217,701391,1054485,564630,489855,928869,488287,440582,207131,94547,112584,147850,65992,81858,132888,57689,75199,73889,38109,35780,42813,23698,19115,38584,21249,17335,2750937,1396151,1354786,2167891,1111265,1056626,1767290,883942,883348,3,15,18,2,92,94,1120,26454,27574,0,72,72,1,1,2,1263,11149,12412
Louisiana,2011,3456063,2926373,4574836,2334375,2240461,1792595,1663468,1484915,1441458,25244,14430,10814,18295,10581,7714,17122,9994,7128,75008,38766,36242,56153,28269,27884,51345,25287,26058,1468043,764401,703642,1048082,562390,485692,928972,490507,438465,197132,89952,107180,141105,62659,78446,128905,54911,73994,67224,34225,32999,35435,21115,14320,31655,18607,13048,2742185,1392601,1349584,2156993,1107581,1049412,1768374,885609,882765,2,11,13,2,77,79,1179,26250,27429,2,84,86,1,2,3,1198,10902,12100
Louisiana,2010,3426437,2904926,4544228,2317994,2226234,1773050,1653387,1472606,1432320,26089,13248,12841,18386,9063,9323,16464,7953,8511,70690,35137,35553,54815,27801,27014,50766,25752,25014,1449099,758152,690947,1024813,553402,471411,909689,483025,426664,193686,86517,107169,140236,60254,79982,128592,54112,74480,63669,32030,31639,34290,16984,17306,30869,15146,15723,2740995,1392910,1348085,2153897,1105546,1048351,1768546,886618,881928,1,10,11,2,65,67,1227,26294,27521,2,63,65,1,2,3,1175,10603,11778
Louisiana,2009,3369803,2854561,4492076,2307172,2184904,1758827,1610976,1457379,1397182,19217,9073,10144,14310,6452,7858,12818,5617,7201,63537,33165,30372,46420,25480,20940,42980,23349,19631,1430353,758886,671467,1012572,551318,461254,899055,481634,417421,162229,73149,89080,113512,50845,62667,102038,45109,56929,61767,28707,33060,31500,14884,16616,28437,13070,15367,2754973,1404192,1350781,2151489,1109848,1041641,1769233,888600,880633,1,14,15,4,68,72,1326,26378,27704,2,41,43,1,3,4,1282,10660,11942
Louisiana,2008,3311064,2810356,4410796,2271185,2139611,1730461,1580603,1435650,1374706,21581,10646,10935,16220,8253,7967,14363,7303,7060,64429,32050,32379,50267,25872,24395,46321,23803,22518,1391721,731852,659869,976741,530441,446300,868713,462827,405886,152781,76665,76116,105556,51999,53557,94106,44824,49282,51745,29669,22076,27851,15909,11942,24804,14401,10403,2728539,1390303,1338236,2134429,1097987,1036442,1762049,882492,879557,0,9,9,2,53,55,1287,25703,26990,1,40,41,1,6,7,1225,10054,11279
Louisiana,2007,3210012,2726790,4293204,2205573,2087631,1678321,1531691,1394703,1332087,18377,7985,10392,14326,6259,8067,12946,5876,7070,60525,31731,28794,46050,24157,21893,42620,22296,20324,1370855,721788,649067,954989,516899,438090,848137,449810,398327,135077,63801,71276,97522,45991,51531,84159,38053,46106,51076,24690,26386,25188,13037,12151,23074,11817,11257,2657294,1355578,1301716,2071937,1071978,999959,1715854,866851,849003,2,9,11,1,40,41,1219,25097,26316,2,29,31,1,3,4,1233,9904,11137
Louisiana,2006,3211629,2719283,4287768,2209486,2078282,1678546,1533083,1385247,1334036,22972,11524,11448,15633,8004,7629,14393,7400,6993,57153,29327,27826,42733,21255,21478,39645,19142,20503,1348498,712234,636264,939012,510229,428783,830424,441449,388975,118968,55160,63808,91854,41914,49940,82040,36123,45917,47984,24016,23968,27843,14971,12872,23911,12385,11526,2692193,1377225,1314968,2094554,1082173,1012381,1728870,868748,860122,1,8,9,2,48,50,1239,24627,25866,2,29,31,1,5,6,1132,9282,10414
