state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,1997,15905,17902,2661,17638,20299,1997,15905,17902
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,1997,14532,16529,2607,16890,19497,1997,14532,16529
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,1997,14532,16529,2397,16241,18638,1997,14532,16529
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,2328,16279,18607,2328,16279,18607,2328,16279,18607
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,NA,NA,NA,NA,NA,NA,2157,15973,18130
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,2328,16279,18607,2328,16279,18607,2328,16279,18607
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,2507,22845,25352,2507,22845,25352,2507,22845,25352
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,2624,22626,25250,2624,22626,25250,2624,22626,25250
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,2637,22675,25312,2637,22675,25312,2637,22675,25312
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,2684,22161,24845,2684,22161,24845,2684,22161,24845
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,2652,22267,24919,2652,22267,24919,2652,22267,24919
Oklahoma,2005,2588639,2173577,3429974,1748462,1681512,1336395,1252244,1100475,1073102,2656,21489,24145,2656,21489,24145,2656,21489,24145
