state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,4,9,13,NA,NA,NA,0,0,0,0,0,0,0,0,0,2274,48442,50716,0,0,0,2274,48442,50716
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,0,6,6,NA,NA,NA,0,0,0,0,0,0,0,0,0,2354,49373,51727,0,0,0,2354,49373,51727
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,1,7,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,2326,50192,52518,0,0,0,2326,50192,52518
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,0,10,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,2357,51193,53550,0,0,0,2357,51193,53550
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,2247,51963,54210,0,0,0,2247,51963,54210
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,0,14,14,NA,NA,NA,0,0,0,0,0,0,0,0,0,2312,53124,55436,0,0,0,2312,53124,55436
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,2,25,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,2218,54438,56656,0,0,0,2218,54438,56656
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,2,36,38,NA,NA,NA,0,0,0,0,0,0,0,0,0,2489,56198,58687,0,0,0,2489,56198,58687
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,2,9,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,2587,57760,60347,0,0,0,2587,57760,60347
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,0,21,21,NA,NA,NA,0,0,0,0,0,0,0,0,0,2754,59866,62620,0,0,0,2754,59866,62620
New York,2006,14791392,12429913,19306183,9955117,9351066,7754373,7037019,6350701,6079212,0,11,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,2859,60456,63315,0,0,0,2859,60456,63315
New York,2005,14140770,11922397,18679211,9674822,9004389,7449008,6691762,6134108,5788289,0,11,11,NA,NA,NA,0,0,0,0,0,0,0,0,0,2802,59941,62743,0,0,0,2802,59941,62743
New York,2004,14111809,11907590,18661943,9683075,8978868,7450309,6661500,6151958,5755632,0,52,52,NA,NA,NA,0,0,0,0,0,0,0,0,0,2789,60962,63751,0,0,0,2789,60962,63751
New York,2003,14084958,11899252,18601689,9660262,8941427,7447750,6637208,6152109,5747143,1,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,2914,62284,65198,0,0,0,2914,62284,65198
New York,2002,13982226,11796686,18529790,9639637,8890153,7409827,6572399,6110687,5685999,0,320,320,NA,NA,NA,0,0,0,0,0,0,0,0,0,2996,64069,67065,0,0,0,2996,64069,67065
