state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,population_american_indian,population_female_american_indian,population_male_american_indian,population_adult_american_indian,population_female_adult_american_indian,population_male_adult_american_indian,population_aged_18_65_american_indian,population_female_aged_18_65_american_indian,population_male_aged_18_65_american_indian,population_asian,population_female_asian,population_male_asian,population_adult_asian,population_female_adult_asian,population_male_adult_asian,population_aged_18_65_asian,population_female_aged_18_65_asian,population_male_aged_18_65_asian,population_black,population_female_black,population_male_black,population_adult_black,population_female_adult_black,population_male_adult_black,population_aged_18_65_black,population_female_aged_18_65_black,population_male_aged_18_65_black,population_hispanic,population_female_hispanic,population_male_hispanic,population_adult_hispanic,population_female_adult_hispanic,population_male_adult_hispanic,population_aged_18_65_hispanic,population_female_aged_18_65_hispanic,population_male_aged_18_65_hispanic,population_other_or_unknown,population_female_other_or_unknown,population_male_other_or_unknown,population_adult_other_or_unknown,population_female_adult_other_or_unknown,population_male_adult_other_or_unknown,population_aged_18_65_other_or_unknown,population_female_aged_18_65_other_or_unknown,population_male_aged_18_65_other_or_unknown,population_white,population_female_white,population_male_white,population_adult_white,population_female_adult_white,population_male_adult_white,population_aged_18_65_white,population_female_aged_18_65_white,population_male_aged_18_65_white,american_indian_female,american_indian_male,american_indian_total,asian_female,asian_male,asian_total,black_female,black_male,black_total,hispanic_or_latino_female,hispanic_or_latino_male,hispanic_or_latino_total,other_or_unknown_race_female,other_or_unknown_race_male,other_or_unknown_race_total,white_female,white_male,white_total
New York,2016,15572259,12754895,19745289,10153097,9592192,8119687,7452572,6503970,6250925,41218,22773,18445,32974,19014,13960,26918,15028,11890,1662419,870782,791637,1350234,717842,632392,1175525,623712,551813,2841644,1516133,1325511,2203763,1204786,998977,1874313,998049,876264,3749158,1893753,1855405,2723870,1394475,1329395,2417464,1211924,1205540,492299,253038,239261,303265,162266,140999,276510,146682,129828,10958551,5596618,5361933,8958153,4621304,4336849,6984165,3508575,3475590,26,420,446,11,253,264,827,23543,24370,308,11976,12284,21,642,663,1057,11334,12391
New York,2015,15592507,12847208,19795791,10178540,9617251,8132702,7459805,6548709,6298499,42789,21628,21161,35534,17959,17575,30892,15168,15724,1671250,869393,801857,1352127,717286,634841,1179340,623192,556148,2842224,1520800,1321424,2197388,1203497,993891,1875118,1001814,873304,3722097,1877201,1844896,2702502,1385360,1317142,2411082,1209983,1201099,455128,238957,216171,277188,149992,127196,255411,137355,118056,11062303,5650561,5411742,9027768,4658608,4369160,7095365,3561197,3534168,25,390,415,12,238,250,845,24300,25145,344,12049,12393,17,601,618,1094,11508,12602
New York,2014,15527616,12839942,19746227,10164843,9581384,8106141,7421475,6548422,6291520,46301,25728,20573,36445,19740,16705,31229,16300,14929,1592426,828611,763815,1292657,682679,609978,1137988,596972,541016,2846563,1528719,1317844,2194101,1206828,987273,1880299,1008609,871690,3668399,1856824,1811575,2661023,1365018,1296005,2382133,1197178,1184955,458458,234909,223549,275331,145589,129742,250960,130229,120731,11134080,5690052,5444028,9068059,4686287,4381772,7157333,3599134,3558199,27,364,391,17,226,243,885,24761,25646,364,12311,12675,12,575,587,1012,11616,12628
New York,2013,15421398,12813124,19651127,10109477,9541650,8050428,7370970,6533951,6279173,46880,24961,21919,35492,19181,16311,29015,15472,13543,1539104,800967,738137,1239803,655158,584645,1100132,578574,521558,2821910,1514933,1306977,2165583,1191958,973625,1869367,1005095,864272,3608581,1821676,1786905,2607360,1335652,1271708,2338756,1172432,1166324,447262,227210,220052,277983,146293,131690,251711,130509,121202,11187390,5719730,5467660,9095177,4702186,4392991,7224143,3631869,3592274,34,351,385,20,252,272,965,25419,26384,351,12534,12885,14,507,521,954,11803,12757
New York,2012,15314573,12786511,19570261,10081525,9488736,8005399,7309174,6528584,6257927,44045,22780,21265,34036,18636,15400,29127,16149,12978,1494701,783052,711649,1204659,641714,562945,1073109,569218,503891,2819495,1513136,1306359,2144308,1181654,962654,1852341,995015,857326,3553080,1799574,1753506,2563069,1315053,1248016,2315401,1165769,1149632,432439,217242,215197,268599,137152,131447,246239,125450,120789,11226501,5745741,5480760,9099902,4711190,4388712,7270294,3656983,3613311,30,331,361,10,259,269,965,25940,26905,366,12728,13094,8,397,405,853,11935,12788
New York,2011,15188834,12704132,19465197,10038274,9426923,7950682,7238152,6487116,6217016,47628,24827,22801,34600,18792,15808,29929,15291,14638,1443502,749448,694054,1156037,612530,543507,1033242,543251,489991,2815763,1515998,1299765,2136385,1181193,955192,1857375,1001260,856115,3497332,1775212,1722120,2514280,1292189,1222091,2270944,1142934,1128010,407155,208033,199122,249007,129741,119266,224561,116512,108049,11253817,5764756,5489061,9098525,4716237,4382288,7288081,3667868,3620213,22,303,325,13,238,251,937,26525,27462,417,13235,13652,7,314,321,899,11915,12814
New York,2010,15081689,12628407,19392283,10008101,9384182,7903260,7178429,6458018,6170389,46247,24723,21524,36168,19817,16351,32441,17858,14583,1428999,742314,686685,1142365,600879,541486,1023958,535122,488836,2802809,1513385,1289424,2110403,1172609,937794,1833611,997285,836326,3434485,1743612,1690873,2461848,1268208,1193640,2230760,1126279,1104481,388162,198037,190125,237496,123233,114263,217409,111919,105490,11291581,5786030,5505551,9093409,4718514,4374895,7290228,3669555,3620673,14,324,338,14,252,266,970,27658,28628,391,13707,14098,8,305,313,804,11863,12667
New York,2009,15119153,12667884,19541453,10041220,9500233,7887671,7231482,6440535,6227349,38994,21625,17369,30258,16610,13648,25868,13852,12016,1364632,691769,672863,1066683,551555,515128,952055,489629,462426,2855382,1531100,1324282,2118394,1167304,951090,1840585,990038,850547,3274572,1645786,1628786,2313829,1175509,1138320,2086872,1038351,1048521,344291,173129,171162,203690,105498,98192,186154,93846,92308,11663582,5977811,5685771,9386299,4871195,4515104,7576350,3814819,3761531,7,315,322,NA,NA,NA,1085,28821,29906,469,14187,14656,15,302,317,874,11982,12856
New York,2008,15093461,12675418,19490297,10028336,9461961,7874358,7219103,6441594,6233824,52937,27177,25760,41843,22150,19693,36925,18787,18138,1339331,674770,664561,1054716,538050,516666,943619,476864,466755,2861188,1538150,1323038,2129649,1174483,955166,1863865,1002022,861843,3232360,1634306,1598054,2308197,1178640,1129557,2089419,1046949,1042470,334826,170160,164666,203807,107662,96145,189521,99890,89631,11669655,5983773,5685882,9355249,4853373,4501876,7552069,3797082,3754987,6,300,306,NA,NA,NA,1170,29918,31088,513,14820,15333,28,274,302,836,11991,12827
New York,2007,14865399,12511238,19297729,9936561,9361168,7767093,7098306,6372378,6138860,50668,26654,24014,39278,20679,18599,32683,16439,16244,1313893,669062,644831,1033973,530350,503623,932184,472340,459844,2841427,1509944,1331483,2083068,1142456,940612,1822122,979174,842948,3146959,1597617,1549342,2238745,1152269,1086476,2033123,1026979,1006144,348465,178997,169468,212727,111620,101107,195288,100479,94809,11596317,5954287,5642030,9257608,4809719,4447889,7495838,3776967,3718871,5,279,284,NA,NA,NA,1260,30826,32086,582,15721,16303,23,292,315,846,12188,13034
