state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
North Carolina,2016,7852630,6399176,10146788,5214589,4932199,4096428,3756202,3273391,3125785,0,0,0,0,0,0,107,1198,1305,0,0,0,0,0,0,8,49,57,0,0,0,1436,11088,12524,1868,14809,16677,0,0,0,1,0,1,312,2358,2670
North Carolina,2015,7756383,6355726,10042802,5147754,4895048,4033138,3723245,3238551,3117175,0,0,0,0,0,0,64,1082,1146,0,0,0,0,0,0,9,61,70,0,0,0,1283,10546,11829,1715,14638,16353,0,0,0,0,0,0,355,2869,3224
North Carolina,2014,7654619,6310874,9943964,5106024,4837940,3986470,3668149,3220549,3090325,0,0,0,0,0,0,4,837,841,0,0,0,0,0,0,4,68,72,0,0,0,927,9003,9930,1432,13832,15264,0,0,0,0,0,0,493,3841,4334
North Carolina,2013,7564516,6272424,9848060,5047190,4800870,3937525,3626991,3203436,3068988,0,0,0,0,0,0,47,485,532,0,0,0,0,0,0,14,75,89,0,0,0,599,6281,6880,1239,12590,13829,0,0,0,0,0,0,575,5677,6252
North Carolina,2012,7469595,6241736,9752073,5000109,4751964,3886104,3583491,3179847,3061889,0,0,0,0,0,0,41,479,520,0,0,0,0,0,0,9,74,83,0,0,0,261,3351,3612,972,11355,12327,0,0,0,0,0,0,657,7379,8036
North Carolina,2011,7366132,6180022,9656401,4967977,4688424,3837059,3529073,3151287,3028735,0,0,0,0,0,0,37,600,637,0,0,0,0,0,0,4,76,80,0,0,0,176,2541,2717,990,10888,11878,0,0,0,0,1,1,771,7611,8382
North Carolina,2010,7278455,6123879,9561558,4905216,4656342,3792680,3485775,3123907,2999972,0,0,0,0,0,0,20,768,788,0,0,0,0,1,1,5,58,63,0,0,0,146,2342,2488,907,10632,11539,0,0,0,0,0,0,729,7392,8121
North Carolina,2009,7109245,6006438,9380884,4798761,4582123,3690019,3419226,3045585,2960853,NA,NA,NA,NA,NA,NA,11,739,750,NA,NA,NA,0,0,0,4,59,63,NA,NA,NA,166,2204,2370,967,10528,11495,NA,NA,NA,0,0,0,782,7449,8231
North Carolina,2008,6980674,5928762,9222414,4711359,4511055,3621428,3359246,3002054,2926708,NA,NA,NA,NA,NA,NA,3,581,584,NA,NA,NA,149,2181,2330,NA,NA,NA,NA,NA,NA,9,138,147,846,9771,10617,0,2,2,NA,NA,NA,674,6714,7388
North Carolina,2007,6855490,5825218,9061032,4637108,4423924,3554313,3301177,2945746,2879472,NA,NA,NA,NA,NA,NA,13,629,642,2,40,42,0,0,0,0,0,0,NA,NA,NA,128,2198,2326,828,9290,10118,NA,2,NA,0,0,0,676,6296,6972
