state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
South Carolina,2016,3861305,3093306,4961119,2554934,2406185,2017533,1843772,1587865,1505441,15,329,344,NA,NA,NA,3,3,9,12,9,0,0,0,12,1471,19375,20846,0,0,0,1474,19384,20858
South Carolina,2015,3807727,3072261,4896146,2511586,2384560,1983746,1823981,1575150,1497111,9,323,332,NA,NA,NA,4,4,10,14,10,0,0,0,14,1351,19564,20915,0,0,0,1355,19574,20929
South Carolina,2014,3751743,3052725,4832482,2479946,2352536,1952338,1799405,1560300,1492425,5,293,298,NA,NA,NA,5,5,10,15,10,0,0,0,15,1364,20022,21386,0,1,1,1369,20032,21401
South Carolina,2013,3696456,3032381,4774839,2455831,2319008,1925267,1771189,1550074,1482307,7,357,364,NA,NA,NA,3,3,12,15,12,0,0,0,15,1388,20657,22045,0,2,2,1391,20669,22060
South Carolina,2012,3642927,3012049,4723723,2427435,2296288,1898700,1744227,1542277,1469772,3,371,374,NA,NA,NA,2,2,14,16,14,0,0,0,16,1335,21037,22372,0,1,1,1337,21051,22388
South Carolina,2011,3598500,2986941,4679230,2406763,2272467,1874186,1724314,1526413,1460528,4,362,366,NA,NA,NA,5,5,15,20,15,0,0,0,20,1381,21513,22894,0,0,0,1386,21528,22914
South Carolina,2010,3555183,2969516,4636312,2385140,2251172,1850283,1704900,1514446,1455070,5,379,384,NA,NA,NA,2,2,15,17,15,0,0,0,17,1471,22090,23561,0,0,0,1473,22105,23578
South Carolina,2009,3482873,2908780,4561242,2344655,2216587,1817926,1664947,1482810,1425970,3,376,379,NA,NA,NA,1,1,13,14,13,0,0,0,14,1516,22758,24274,0,0,0,1517,22771,24288
South Carolina,2008,3416097,2867503,4479800,2300546,2179254,1788356,1627741,1470506,1396997,1,360,361,NA,NA,NA,2,2,10,12,10,0,0,0,12,1631,22683,24314,0,0,0,1633,22693,24326
South Carolina,2007,3346810,2815502,4407709,2267145,2140564,1745348,1601462,1434213,1381289,4,373,377,NA,NA,NA,1,1,8,9,8,0,0,0,9,1603,22627,24230,0,0,0,1604,22635,24239
South Carolina,2006,3286547,2768324,4321249,2218563,2102686,1712945,1573602,1406847,1361477,1,380,381,NA,NA,NA,1,1,12,13,12,0,0,0,13,1602,22001,23603,0,0,0,1603,22013,23616
South Carolina,2005,3094471,2627450,4127391,2132509,1994882,1624157,1470314,1352612,1274838,1,383,384,NA,NA,NA,4,4,10,14,10,0,0,0,14,1510,21636,23146,0,0,0,1514,21646,23160
South Carolina,2004,3044353,2588976,4059838,2092909,1966929,1599268,1445085,1335847,1253129,8,421,429,NA,NA,NA,0,0,6,6,6,0,0,0,6,1562,21860,23422,0,0,0,1562,21866,23428
South Carolina,2003,2992670,2540019,4008553,2077207,1931346,1579461,1413209,1315697,1224322,3,421,424,NA,NA,NA,12,12,32,44,32,0,0,0,44,1564,22111,23675,0,0,0,1576,22143,23719
South Carolina,2002,2999792,2567073,3971899,2058953,1912946,1583580,1416212,1327760,1239313,5,410,415,NA,NA,NA,4,4,17,21,17,0,0,0,21,1667,22027,23694,0,0,0,1671,22044,23715
South Carolina,2001,2906457,2474126,3927982,2034167,1893815,1536762,1369695,1284889,1189237,8,438,446,NA,NA,NA,2,2,4,6,4,0,0,0,6,1507,21063,22570,0,0,0,1509,21067,22576
South Carolina,2000,2858798,2433016,3847726,2008095,1839631,1518275,1340523,1279258,1153758,5,416,421,NA,NA,NA,2,2,11,13,11,0,0,0,13,1418,20347,21765,0,0,0,1420,20358,21778
South Carolina,1999,2829136.2,2409552.3,3811047,1987101.3,1823945.7,1501231.5,1327904.7,1263788.4,1145763.9,18,443,461,0,0,0,0,0,0,0,0,0,0,0,0,1447,20561,22008,0,0,0,1447,20561,22008
South Carolina,1998,2799474.4,2386088.6,3774368,1966107.6,1808260.4,1484188,1315286.4,1248318.8,1137769.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1383,20381,21764
South Carolina,1997,2769812.6,2362624.9,3737689,1945113.9,1792575.1,1467144.5,1302668.1,1232849.2,1129775.7,NA,NA,NA,29,371,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1302,19871,21173
South Carolina,1996,2740150.8,2339161.2,3701010,1924120.2,1776889.8,1450101,1290049.8,1217379.6,1121781.6,NA,NA,NA,23,390,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1202,19244,20446
South Carolina,1995,2710489,2315697.5,3664331,1903126.5,1761204.5,1433057.5,1277431.5,1201910,1113787.5,NA,NA,NA,22,377,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1045,18566,19611
South Carolina,1994,2680827.2,2292233.8,3627652,1882132.8,1745519.2,1416014,1264813.2,1186440.4,1105793.4,NA,NA,NA,27,332,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,17977,18999
South Carolina,1993,2651165.4,2268770.1,3590973,1861139.1,1729833.9,1398970.5,1252194.9,1170970.8,1097799.3,NA,NA,NA,4,412,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105,17599,18704
South Carolina,1992,2621503.6,2245306.4,3554294,1840145.4,1714148.6,1381927,1239576.6,1155501.2,1089805.2,NA,NA,NA,12,408,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,17516,18643
South Carolina,1991,2591841.8,2221842.7,3517615,1819151.7,1698463.3,1364883.5,1226958.3,1140031.6,1081811.1,NA,NA,NA,2,416,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,17224,18269
South Carolina,1990,2562180,2198379,3480936,1798158,1682778,1347840,1214340,1124562,1073817,NA,NA,NA,6,437,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,16266,17319
South Carolina,1989,2523670,2169921.1,3445460.4,1778968.2,1666492.2,1327278,1196392,1109979.8,1059941.3,NA,NA,NA,6,399,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,14791,15720
South Carolina,1988,2485160,2141463.2,3409984.8,1759778.4,1650206.4,1306716,1178444,1095397.6,1046065.6,NA,NA,NA,4,434,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,13089,13888
South Carolina,1987,2446650,2113005.3,3374509.2,1740588.6,1633920.6,1286154,1160496,1080815.4,1032189.9,NA,NA,NA,4,464,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,12003,12664
South Carolina,1986,2408140,2084547.4,3339033.6,1721398.8,1617634.8,1265592,1142548,1066233.2,1018314.2,NA,NA,NA,3,448,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,11075,11676
South Carolina,1985,2369630,2056089.5,3303558,1702209,1601349,1245030,1124600,1051651,1004438.5,NA,NA,NA,0,430,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,10009,10510
South Carolina,1984,2331120,2027631.6,3268082.4,1683019.2,1585063.2,1224468,1106652,1037068.8,990562.8,NA,NA,NA,0,474,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,9455,9892
South Carolina,1983,2292610,1999173.7,3232606.8,1663829.4,1568777.4,1203906,1088704,1022486.6,976687.1,NA,NA,NA,1,485,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,9150,9576
South Carolina,1982,2254100,1970715.8,3197131.2,1644639.6,1552491.6,1183344,1070756,1007904.4,962811.4,NA,NA,NA,5,493,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,405,8732,9137
South Carolina,1981,2215590,1942257.9,3161655.6,1625449.8,1536205.8,1162782,1052808,993322.2,948935.7,NA,NA,NA,2,547,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,19,361,8177,8538
South Carolina,1980,2177080,1913800,3126180,1606260,1519920,1142220,1034860,978740,935060,NA,NA,NA,0,609,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,327,7535,7862
South Carolina,1979,2121622,1867150,3072402,1578294,1494108,1112758,1008864,954826,912324,NA,NA,NA,0,630,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11,316,7327,7643
South Carolina,1978,2066164,1820500,3018624,1550328,1468296,1083296,982868,930912,889588,NA,NA,NA,5,719,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,302,7234,7536
