state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Texas,2016,20575820,17479567,27862596,14030277,13832319,10468399,10107421,8746275,8733292,0,0,0,0,0,0,7581,39626,47207,502,2153,2655,3,125,128,1,84,85,429,6428,6857,1811,17657,19468,109,876,985,10436,66949,77385,0,0,0
Texas,2015,20266702,17290729,27469114,13838345,13630769,10317227,9949475,8651462,8639267,0,0,0,0,0,0,7794,41838,49632,12,62,74,5,143,148,0,71,71,455,6373,6828,1499,15621,17120,119,859,978,9884,64967,74851,0,0,0
Texas,2014,19848130,16995961,26956958,13577055,13379903,10100730,9747400,8502271,8493690,0,0,0,0,0,0,7366,42459,49825,429,39,468,1,202,203,0,133,133,453,6575,7028,1363,15755,17118,90,706,796,9702,65869,75571,0,0,0
Texas,2013,19411995,16690924,26448193,13301940,13146253,9869633,9542362,8342191,8348733,0,0,0,0,0,0,7366,42459,49825,143,1536,1679,1,202,203,0,133,133,453,6575,7028,1325,15499,16824,90,706,796,9378,67110,76488,0,0,0
Texas,2012,19085346,16489296,26059203,13116525,12942678,9705362,9379984,8239103,8250193,0,0,0,0,0,0,7095,42976,50071,6,49,55,5,268,273,0,130,130,504,7016,7520,1235,15173,16408,112,809,921,8957,66421,75378,0,0,0
Texas,2011,18718067,16214248,25674681,12936916,12737765,9535376,9182691,8119279,8094969,0,0,0,0,3,3,6482,43154,49636,6,44,50,10,372,382,3,151,154,544,7814,8358,1076,13452,14528,21,315,336,8142,65305,73447,0,0,0
Texas,2010,18367869,15939112,25257114,12732957,12524157,9364638,9003231,7986618,7952494,0,0,0,0,1,1,6412,42058,48470,44,619,663,11,390,401,4,199,203,609,7928,8537,1065,13736,14801,88,802,890,8233,65733,73966,NA,0,NA
Texas,2009,17894570,15543713,24782302,12417800,12364502,9052687,8841883,7699361,7844352,0,0,0,0,3,3,5840,40600,46440,125,39,164,15,519,534,13,278,291,669,8342,9011,1032,13008,14040,100,909,1009,7794,63698,71492,0,0,0
Texas,2008,17594727,15296927,24326974,12179722,12147252,8899048,8695679,7569452,7727475,0,0,0,0,4,4,6223,40062,46285,7,748,755,27,671,698,2,372,374,611,8116,8727,1171,14480,15651,122,878,1e3,8163,65331,73494,0,0,0
Texas,2007,17305966,15069784,23904380,11988007,11916373,8756157,8549809,7462962,7606822,0,0,0,0,6,6,5895,38746,44641,17,78,95,30,1053,1083,14,529,543,745,8648,9393,1209,13971,15180,155,1435,1590,8065,64466,72531,0,0,0
