state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Mississippi,2016,2266009,1854304,2988726,1548961,1439765,1190833,1075176,955778,898526,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2015,2263210,1854997,2992333,1545520,1446813,1184452,1078758,950440,904557,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2014,2262018,1866896,2994079,1535297,1458782,1181829,1080189,954836,912060,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2013,2255085,1874672,2991207,1540005,1451202,1179436,1075649,959433,915239,NA,NA,NA,NA,25611,NA,NA,NA,NA
Mississippi,2012,2237499,1872898,2984926,1543407,1441519,1174754,1062745,964306,908592,NA,NA,NA,NA,25611,NA,NA,NA,NA
Mississippi,2011,2226732,1866434,2978512,1529416,1449096,1163599,1063133,955544,910890,NA,NA,NA,NA,24075,NA,NA,NA,NA
Mississippi,2010,2216967,1859102,2970036,1529348,1440688,1159524,1057443,950830,908272,NA,NA,NA,NA,24236,NA,NA,NA,NA
Mississippi,2009,2187529,1837819,2951996,1516807,1435189,1146501,1041028,937377,900442,NA,23795,NA,NA,23795,NA,NA,NA,NA
Mississippi,2008,2176235,1834136,2938618,1510775,1427843,1143846,1032389,939889,894247,NA,24019,NA,NA,24019,NA,NA,NA,NA
Mississippi,2007,2158909,1822318,2918785,1504875,1413910,1134121,1024788,930963,891355,NA,22725,NA,NA,22725,NA,NA,NA,NA
Mississippi,2006,2143688,1803877,2910540,1498459,1412081,1126318,1017370,923351,880526,NA,22116,NA,NA,22116,NA,NA,NA,NA
Mississippi,2005,2083984,1769966,2830388,1471475,1358913,1102491,981493,919106,850860,NA,NA,NA,NA,22403,NA,NA,NA,NA
Mississippi,2004,2062992,1756059,2807064,1460216,1346848,1090578,972414,912136,843923,NA,NA,NA,NA,22180,NA,NA,NA,NA
Mississippi,2003,2028803,1719007,2783594,1446938,1336656,1076018,952785,893285,825722,NA,21737,NA,NA,21737,NA,NA,21737,NA
Mississippi,2002,2020645,1718803,2774882,1445722,1329160,1072096,948549,892839,825964,NA,NA,NA,NA,21011,NA,NA,NA,NA
Mississippi,2001,1989223,1684403,2765210,1439855,1325355,1061710,927513,878368,806035,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2000,1963690,1673954,2714473,1437874,1276599,1047001,916689,869550,804404,NA,NA,NA,NA,16753,NA,NA,NA,NA
Mississippi,1999,1949112.6,1658581.2,2699045.1,1427870.4,1271174.7,1039578.6,909534,861743.4,796837.8,NA,NA,NA,NA,16728,NA,NA,NA,NA
Mississippi,1998,1934535.2,1643208.4,2683617.2,1417866.8,1265750.4,1032156.2,902379,853936.8,789271.6,NA,NA,14649,NA,NA,13916,NA,NA,NA
Mississippi,1997,1919957.8,1627835.6,2668189.3,1407863.2,1260326.1,1024733.8,895224,846130.2,781705.4,NA,NA,15187,NA,NA,14428,NA,NA,NA
Mississippi,1996,1905380.4,1612462.8,2652761.4,1397859.6,1254901.8,1017311.4,888069,838323.6,774139.2,NA,NA,12440,NA,NA,12440,NA,NA,12440
Mississippi,1995,1890803,1597090,2637333.5,1387856,1249477.5,1009889,880914,830517,766573,NA,NA,10535,NA,NA,10535,NA,NA,10535
Mississippi,1994,1876225.6,1581717.2,2621905.6,1377852.4,1244053.2,1002466.6,873759,822710.4,759006.8,NA,NA,9678,NA,NA,9678,NA,NA,9678
Mississippi,1993,1861648.2,1566344.4,2606477.7,1367848.8,1238628.9,995044.2,866604,814903.8,751440.6,NA,NA,9206,NA,NA,8746,NA,NA,NA
Mississippi,1992,1847070.8,1550971.6,2591049.8,1357845.2,1233204.6,987621.8,859449,807097.2,743874.4,NA,NA,9007,NA,NA,9083,NA,NA,8557
Mississippi,1991,1832493.4,1535598.8,2575621.9,1347841.6,1227780.3,980199.4,852294,799290.6,736308.2,NA,NA,8524,NA,NA,8098,NA,NA,8524
Mississippi,1990,1817916,1520226,2560194,1337838,1222356,972777,845139,791484,728742,NA,NA,8091,NA,NA,8594,NA,NA,8136
Mississippi,1989,1806638.4,1511551.4,2557210.6,1335448.2,1221762.4,966627.3,840011.1,787239.6,724311.8,NA,NA,7091,NA,NA,7657,NA,NA,7204
Mississippi,1988,1795360.8,1502876.8,2554227.2,1333058.4,1221168.8,960477.6,834883.2,782995.2,719881.6,NA,NA,6511,NA,NA,6318,NA,NA,6651
Mississippi,1987,1784083.2,1494202.2,2551243.8,1330668.6,1220575.2,954327.9,829755.3,778750.8,715451.4,NA,NA,NA,NA,NA,NA,NA,NA,6375
Mississippi,1986,1772805.6,1485527.6,2548260.4,1328278.8,1219981.6,948178.2,824627.4,774506.4,711021.2,NA,NA,NA,NA,NA,NA,NA,NA,5878
Mississippi,1985,1761528,1476853,2545277,1325889,1219388,942028.5,819499.5,770262,706591,NA,NA,NA,NA,NA,NA,NA,NA,5650
Mississippi,1984,1750250.4,1468178.4,2542293.6,1323499.2,1218794.4,935878.8,814371.6,766017.6,702160.8,NA,NA,NA,NA,NA,NA,NA,NA,4868
Mississippi,1983,1738972.8,1459503.8,2539310.2,1321109.4,1218200.8,929729.1,809243.7,761773.2,697730.6,NA,NA,NA,NA,NA,NA,NA,NA,4557
