state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Connecticut,2016,2827751,2292041,3576452,1830542,1745910,1464350,1363401,1159318,1132723,4,39,43,6,56,62,313,3689,4002,14,93,107,1,7,8,57,370,427,0,6,6,7,187,194,0,3,3,407,4510,4917,5,60,65
Connecticut,2015,2828634,2299206,3590886,1837230,1753656,1466377,1362257,1161631,1137575,0,31,31,6,79,85,257,4225,4482,12,73,85,0,3,3,59,507,566,0,4,4,10,226,236,0,1,1,350,5226,5576,6,77,83
Connecticut,2014,2823459,2307453,3596677,1843981,1752696,1464931,1358528,1169505,1137948,0,36,36,10,94,104,298,4234,4532,0,75,75,0,3,3,53,565,618,0,7,7,12,239,251,0,1,1,376,5325,5701,3,71,74
Connecticut,2013,2811600,2307112,3596080,1844231,1751849,1459733,1351867,1170603,1136509,1,21,22,11,123,134,359,4238,4597,18,49,67,1,12,13,64,537,601,0,3,3,8,202,210,0,1,1,465,5234,5699,3,48,51
Connecticut,2012,2796969,2307171,3590347,1843982,1746365,1454145,1342824,1172516,1134655,3,25,28,6,64,70,327,4384,4711,93,55,148,1,15,16,66,504,570,1,8,9,10,195,205,0,0,0,510,5319,5829,3,69,72
Connecticut,2011,2777833,2295955,3580709,1837345,1743364,1446091,1331742,1165066,1130889,3,39,42,7,63,70,349,4469,4818,83,71,154,1,9,10,54,563,617,2,12,14,14,253,267,0,1,1,517,5548,6065,4,68,72
Connecticut,2010,2762028,2289579,3577073,1844880,1732193,1442197,1319831,1164882,1124697,1,41,42,5,69,74,324,4673,4997,88,76,164,1,17,18,63,539,602,2,10,12,17,369,386,0,3,3,505,5853,6358,NA,56,NA
Connecticut,2009,2710846,2255218,3518288,1801145,1717143,1408436,1302410,1140855,1114363,3,41,44,8,70,78,344,4654,4998,102,67,169,3,11,14,54,668,722,0,14,14,22,352,374,0,2,2,539,5933,6472,3,54,57
Connecticut,2008,2689215,2246294,3501252,1791958,1709294,1396007,1293208,1135148,1111146,1,34,35,4,78,82,393,4942,5335,79,11,90,1,13,14,48,678,726,0,4,4,20,313,333,0,1,1,559,6132,6691,13,58,71
Connecticut,2007,2687835,2243777,3502309,1795389,1706920,1399869,1287966,1136682,1107095,5,69,74,9,96,105,411,5105,5516,50,5,55,1,7,8,57,765,822,1,11,12,19,548,567,1,1,2,559,6669,7228,5,62,67
