state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,2350,2350,4700,2350,2350,4700,228,2116,2344
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,199,2279,2478,199,2279,2478,200,2056,2256
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,167,2172,2339,145,1988,2133,167,2172,2339
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,167,2172,2339,45,1988,2033,167,2172,2339
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,167,2172,2339,145,1988,2133,167,2172,2339
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,167,2172,2339,145,1988,2133,167,2172,2339
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,167,2172,2339,145,1988,2133,167,2172,2339
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,167,2172,2339,145,1988,2133,167,2172,2339
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,70,1815,1885,70,1815,1885,70,1815,1885
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,70,1815,1885,70,1815,1885,70,1815,1885
Maine,2006,1045344,868110,1321574,675894,645680,540265,505079,437035,431075,70,1815,1885,70,1815,1885,70,1815,1885
Maine,2005,1015555,843359,1282474,659699,622775,527683,487872,431432,411927,82,1815,1897,82,1815,1897,82,1815,1897
Maine,2004,995714,828660,1278725,656259,622466,518143,477571,423297,405363,82,1697,1779,82,1697,1779,82,1697,1779
Maine,2003,985646,820008,1270602,651560,619042,511934,473712,416838,403170,82,1697,1779,82,1697,1779,82,1697,1779
Maine,2002,981538,818457,1259547,648733,610814,513353,468185,418198,400259,82,1697,1779,82,1697,1779,82,1697,1779
Maine,2001,979193,815811,1251745,641534,610211,507634,471559,412931,402880,53,1407,1460,68,1573,1641,47,1381,1428
Maine,2000,919688,754528,1225962,641845,584117,487918,431770,393475,361053,53,1407,1460,68,1573,1641,47,1381,1428
Maine,1999,919453.7,755839.9,1226056.2,640324.2,585732,486841.7,432612,392834.8,363005.1,53,1407,1460,58,1581,1639,53,1407,1460
Maine,1998,919219.4,757151.8,1226150.4,638803.4,587347,485765.4,433454,392194.6,364957.2,NA,NA,1460,NA,NA,1629,NA,NA,1460
Maine,1997,918985.1,758463.7,1226244.6,637282.6,588962,484689.1,434296,391554.4,366909.3,NA,NA,1437,NA,NA,1590,NA,NA,1437
Maine,1996,918750.8,759775.6,1226338.8,635761.8,590577,483612.8,435138,390914.2,368861.4,NA,NA,1490,NA,NA,1490,NA,NA,1490
Maine,1995,918516.5,761087.5,1226433,634241,592192,482536.5,435980,390274,370813.5,NA,NA,1353,NA,NA,1353,NA,NA,1353
Maine,1994,918282.2,762399.4,1226527.2,632720.2,593807,481460.2,436822,389633.8,372765.6,NA,NA,1353,NA,NA,1353,NA,NA,1353
Maine,1993,918047.9,763711.3,1226621.4,631199.4,595422,480383.9,437664,388993.6,374717.7,NA,NA,1353,NA,NA,1353,NA,NA,1353
Maine,1992,917813.6,765023.2,1226715.6,629678.6,597037,479307.6,438506,388353.4,376669.8,NA,NA,1353,NA,NA,1353,NA,NA,1353
Maine,1991,917579.3,766335.1,1226809.8,628157.8,598652,478231.3,439348,387713.2,378621.9,NA,NA,1193,NA,NA,1193,NA,NA,1193
Maine,1990,917345,767647,1226904,626637,600267,477155,440190,387073,380574,NA,NA,1193,NA,NA,1193,NA,NA,1193
Maine,1989,905796.5,757956.3,1216673.6,622067.3,594606.3,471805.5,433991,382747.7,375208.6,NA,NA,1049,NA,NA,1049,NA,NA,1049
Maine,1988,894248,748265.6,1206443.2,617497.6,588945.6,466456,427792,378422.4,369843.2,NA,NA,934,NA,NA,934,NA,NA,934
Maine,1987,882699.5,738574.9,1196212.8,612927.9,583284.9,461106.5,421593,374097.1,364477.8,NA,NA,934,NA,NA,1237,NA,NA,934
Maine,1986,871151,728884.2,1185982.4,608358.2,577624.2,455757,415394,369771.8,359112.4,NA,NA,1033,NA,NA,1033,NA,NA,1033
Maine,1985,859602.5,719193.5,1175752,603788.5,571963.5,450407.5,409195,365446.5,353747,NA,NA,1033,NA,NA,1033,NA,NA,1033
Maine,1984,848054,709502.8,1165521.6,599218.8,566302.8,445058,402996,361121.2,348381.6,NA,NA,NA,NA,NA,NA,NA,NA,951
Maine,1983,836505.5,699812.1,1155291.2,594649.1,560642.1,439708.5,396797,356795.9,343016.2,NA,NA,854,NA,NA,854,NA,NA,854
