state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Illinois,2016,9881135,8142022,12801539,6517472,6284067,5084387,4796748,4093545,4048477,1712,26066,27778,1630,24954,26584,1736,29925,31661
Illinois,2015,9904659,8209729,12859995,6558660,6301335,5102943,4801716,4132700,4077029,1758,26223,27981,1782,30082,31864,1782,30082,31864
Illinois,2014,9899818,8250437,12880580,6565618,6314962,5102668,4797150,4157752,4092685,1763,26449,28212,1787,30308,32095,1787,30308,32095
Illinois,2013,9861196,8251659,12882135,6560187,6321948,5085608,4775588,4156721,4094938,1764,26428,28192,1788,30287,32075,1788,30287,32075
Illinois,2012,9815754,8253846,12875255,6566528,6308727,5062116,4753638,4161965,4091881,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,2011,9776465,8247105,12869259,6562541,6306718,5043816,4732649,4155076,4092029,1839,27955,29794,1865,31838,33703,1865,31838,33703
Illinois,2010,9719409,8204134,12843166,6544230,6298936,5022427,4696982,4139515,4064619,1838,27953,29791,1864,31836,33700,1864,31836,33700
Illinois,2009,9740592,8252433,12910409,6550654,6359755,5004066,4736526,4126529,4125904,2039,28525,30564,2065,32408,34473,2065,32408,34473
Illinois,2008,9721792,8252264,12901564,6547874,6353690,5000451,4721341,4129705,4122559,2039,28352,30391,2065,32235,34300,2065,32235,34300
Illinois,2007,9649702,8195532,12852548,6518927,6333621,4948708,4700994,4087392,4108140,2039,28352,30391,2065,32235,34300,2065,32235,34300
Illinois,2006,9605280,8177418,12831970,6517276,6314694,4948594,4656686,4098613,4078805,31921,28038,59959,2050,31921,33971,2050,31921,33971
Illinois,2005,9203751,7858352,12441864,6346707,6095157,4765472,4438279,3977198,3881154,2024,27837,29861,2050,31751,33801,2050,31751,33801
Illinois,2004,9145046,7802115,12368348,6320929,6047419,4743960,4401086,3950102,3852013,2024,25315,27339,2050,30559,32609,2050,30559,32609
Illinois,2003,9106372,7784845,12338235,6290182,6048053,4718727,4387645,3945903,3838942,2024,25315,27339,2050,29384,31434,2050,29384,31434
Illinois,2002,9047270,7728908,12307e3,6297212,6009788,4704974,4342296,3926709,3802199,2024,25232,27256,2050,29301,31351,2050,29301,31351
Illinois,2001,9052944,7757582,12174337,6242572,5931765,4708328,4344616,3943326,3814256,2076,27715,29791,2102,32473,34575,2102,32473,34575
Illinois,2000,8875143,7542703,12123016,6145319,5977697,4588499,4286644,3808899,3733804,2247,25964,28211,2273,30722,32995,2273,30722,32995
Illinois,1999,8833346.7,7500989.1,12050094,6117930.3,5932163.7,4573220.4,4260126.3,3789594,3711395.1,1983,25546,27529,2009,30304,32313,2009,30304,32313
Illinois,1998,8791550.4,7459275.2,11977172,6090541.6,5886630.4,4557941.8,4233608.6,3770289,3688986.2,NA,NA,27342,NA,NA,32062,NA,NA,32062
Illinois,1997,8749754.1,7417561.3,11904250,6063152.9,5841097.1,4542663.2,4207090.9,3750984,3666577.3,NA,NA,25135,NA,NA,28797,NA,NA,28797
Illinois,1996,8707957.8,7375847.4,11831328,6035764.2,5795563.8,4527384.6,4180573.2,3731679,3644168.4,NA,NA,24538,NA,NA,28200,NA,NA,28200
Illinois,1995,8666161.5,7334133.5,11758406,6008375.5,5750030.5,4512106,4154055.5,3712374,3621759.5,NA,NA,23714,NA,NA,27376,NA,NA,27376
Illinois,1994,8624365.2,7292419.6,11685484,5980986.8,5704497.2,4496827.4,4127537.8,3693069,3599350.6,NA,NA,22641,NA,NA,26385,NA,NA,26385
Illinois,1993,8582568.9,7250705.7,11612562,5953598.1,5658963.9,4481548.8,4101020.1,3673764,3576941.7,NA,NA,22625,NA,NA,26369,NA,NA,26369
Illinois,1992,8540772.6,7208991.8,11539640,5926209.4,5613430.6,4466270.2,4074502.4,3654459,3554532.8,NA,NA,20818,NA,NA,24562,NA,NA,24562
Illinois,1991,8498976.3,7167277.9,11466718,5898820.7,5567897.3,4450991.6,4047984.7,3635154,3532123.9,NA,NA,20217,NA,NA,23961,NA,NA,23961
Illinois,1990,8457180,7125564,11393796,5871432,5522364,4435713,4021467,3615849,3509715,NA,NA,18987,NA,NA,22691,NA,NA,22691
Illinois,1989,8427712,7113659.6,11399822.4,5876192.8,5523629.6,4422727.7,4004984.3,3614138.1,3499521.5,NA,NA,18810,NA,NA,22514,NA,NA,22514
Illinois,1988,8398244,7101755.2,11405848.8,5880953.6,5524895.2,4409742.4,3988501.6,3612427.2,3489328,NA,NA,16492,NA,NA,20100,NA,NA,20100
Illinois,1987,8368776,7089850.8,11411875.2,5885714.4,5526160.8,4396757.1,3972018.9,3610716.3,3479134.5,NA,NA,16303,NA,NA,19911,NA,NA,19911
Illinois,1986,8339308,7077946.4,11417901.6,5890475.2,5527426.4,4383771.8,3955536.2,3609005.4,3468941,NA,NA,15943,NA,NA,19705,NA,NA,19705
Illinois,1985,8309840,7066042,11423928,5895236,5528692,4370786.5,3939053.5,3607294.5,3458747.5,NA,NA,15356,NA,NA,19118,NA,NA,19118
Illinois,1984,8280372,7054137.6,11429954.4,5899996.8,5529957.6,4357801.2,3922570.8,3605583.6,3448554,NA,NA,NA,NA,NA,NA,NA,NA,17392
Illinois,1983,8250904,7042233.2,11435980.8,5904757.6,5531223.2,4344815.9,3906088.1,3603872.7,3438360.5,NA,NA,11987,NA,NA,15318,NA,NA,15318
