state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Maryland,2016,4670079,3856774,6016447,3106577,2909870,2445415,2224664,1980791,1875983,0,0,0,0,18,18,588,5540,6128,0,3,3,4,172,176,30,1257,1287,9,192,201,94,954,1048,0,0,0,725,8147,8872,0,11,11
Maryland,2015,4660389,3881325,6006401,3102384,2904017,2439831,2220558,1992583,1888742,0,0,0,0,23,23,686,6025,6711,0,3,3,3,153,156,49,1507,1556,8,156,164,99,1148,1247,0,0,0,845,9022,9867,0,7,7
Maryland,2014,4629135,3876577,5976407,3075744,2900663,2421400,2207735,1990639,1885938,0,0,0,1,31,32,432,5147,5579,1,3,4,0,0,0,0,0,0,63,1354,1417,106,2117,2223,0,0,0,603,8656,9259,0,4,4
Maryland,2013,4584537,3855107,5928814,3048733,2880081,2394678,2189859,1978053,1877054,0,0,0,1,31,32,432,5147,5579,1,3,4,0,0,0,0,0,0,63,1354,1417,106,2117,2223,0,0,0,603,8656,9259,0,4,4
Maryland,2012,4542240,3844639,5884563,3037249,2847314,2378279,2163961,1978114,1866525,0,0,0,3,37,40,402,5457,5859,1,2,3,0,0,0,0,0,0,53,1322,1375,91,2068,2159,0,0,0,552,8890,9442,2,4,6
Maryland,2011,4482257,3802189,5828289,3010367,2817922,2347748,2134509,1953271,1848918,0,0,0,7,42,49,476,5738,6214,0,0,0,0,0,0,0,0,0,56,1344,1400,96,2101,2197,0,0,0,636,9229,9865,1,4,5
Maryland,2010,4435314,3774006,5785982,2983757,2802225,2325662,2109652,1942540,1831466,0,0,0,2,49,51,490,5638,6128,0,5,5,0,0,0,0,0,0,64,1373,1437,110,2148,2258,0,0,0,668,9214,9882,NA,1,NA
Maryland,2009,4349876,3702336,5699478,2934017,2765461,2275402,2074474,1896581,1805755,NA,NA,NA,3,88,91,511,5637,6148,2,2,4,0,0,0,0,0,0,61,1420,1481,105,2221,2326,NA,NA,NA,682,9368,10050,0,0,0
Maryland,2008,4298747,3667568,5633597,2905557,2728040,2254179,2044568,1886477,1781091,NA,NA,NA,6,129,135,512,6008,6520,0,1,1,0,0,0,0,0,0,79,1424,1503,146,2226,2372,NA,NA,NA,743,9788,10531,0,0,0
Maryland,2007,4254353,3641201,5618344,2902765,2715579,2230992,2023361,1869289,1771912,NA,NA,NA,9,161,170,608,6238,6846,0,4,4,0,0,0,0,0,0,84,1377,1461,143,2262,2405,NA,NA,NA,844,10044,10888,0,2,2
Maryland,2006,4253201,3651864,5615727,2900643,2715084,2234705,2018496,1882176,1769688,NA,NA,NA,8,192,200,563,6065,6628,0,15,15,0,0,0,0,0,0,86,1402,1488,139,2025,2164,NA,NA,NA,797,9732,10529,1,33,34
Maryland,2005,4064639,3498789,5453441,2820544,2632897,2142612,1922027,1815111,1683678,0,0,0,13,178,191,523,6006,6529,1,13,14,0,0,0,0,0,0,93,1408,1501,140,1929,2069,NA,NA,NA,772,9558,10330,2,24,26
Maryland,2004,4036800,3474970,5424648,2805891,2618757,2138682,1898118,1809034,1665936,0,0,0,7,132,139,635,6182,6817,2,10,12,0,0,0,0,0,0,97,1383,1480,155,1866,2021,NA,NA,NA,901,9606,10507,5,33,38
Maryland,2003,4006514,3451110,5380487,2797390,2583097,2118017,1888497,1793580,1657530,0,0,0,2,110,112,627,5966,6593,3,3,6,0,0,0,0,0,0,134,1405,1539,166,1866,2032,NA,NA,NA,938,9369,10307,6,19,25
Maryland,2002,3950234,3402432,5329992,2759027,2570965,2091828,1858406,1773481,1628951,0,0,0,6,117,123,633,6096,6729,2,7,9,0,0,0,0,0,0,88,1270,1358,133,1798,1931,0,0,0,865,9316,10181,3,28,31
Maryland,2001,3845370,3306163,5247157,2720491,2526666,2041140,1804230,1723282,1582881,0,0,0,10,116,126,643,5778,6421,1,4,5,0,0,0,0,0,0,91,1255,1346,185,2442,2627,0,0,0,931,9603,10534,1,8,9
Maryland,2000,3792153,3259443,5120923,2684195,2436728,2051425,1740728,1725905,1533538,0,0,0,8,105,113,641,6140,6781,1,8,9,0,0,0,0,0,0,82,970,1052,167,2318,2485,0,0,0,901,9556,10457,2,15,17
Maryland,1999,3774410.3,3247239,5086910.3,2661619.6,2425290.7,2035421.4,1738988.9,1713614.9,1533624.1,NA,NA,NA,4,84,88,627,6769,7396,1,8,9,0,0,0,0,0,0,97,1066,1163,201,2218,2419,NA,NA,NA,934,10150,11084,4,5,9
Maryland,1998,3756667.6,3235035,5052897.6,2639044.2,2413853.4,2019417.8,1737249.8,1701324.8,1533710.2,NA,NA,NA,NA,NA,NA,670,6882,7552,0,7,7,0,0,0,1,3,4,90,962,1052,176,2176,2352,NA,NA,NA,943,10135,11078,5,4,9
Maryland,1997,3738924.9,3222831,5018884.9,2616468.8,2402416.1,2003414.2,1735510.7,1689034.7,1533796.3,NA,NA,NA,NA,NA,NA,722,6541,7263,0,31,31,0,0,0,0,3,3,58,949,1007,114,1861,1975,NA,NA,NA,902,9503,10405,0,31,31
Maryland,1996,3721182.2,3210627,4984872.2,2593893.4,2390978.8,1987410.6,1733771.6,1676744.6,1533882.4,NA,NA,NA,NA,NA,NA,688,7286,7974,0,2,2,0,0,0,0,2,2,39,747,786,42,793,835,NA,NA,NA,778,8937,9715,4,9,13
Maryland,1995,3703439.5,3198423,4950859.5,2571318,2379541.5,1971407,1732032.5,1664454.5,1533968.5,NA,NA,NA,NA,NA,NA,676,7450,8126,0,7,7,0,0,0,0,2,2,39,686,725,37,671,708,NA,NA,NA,758,8923,9681,0,11,11
Maryland,1994,3685696.8,3186219,4916846.8,2548742.6,2368104.2,1955403.4,1730293.4,1652164.4,1534054.6,NA,NA,NA,NA,NA,NA,593,7161,7754,0,0,0,0,0,0,0,6,6,48,884,932,38,696,734,NA,NA,NA,680,8850,9530,1,0,1
Maryland,1993,3667954.1,3174015,4882834.1,2526167.2,2356666.9,1939399.8,1728554.3,1639874.3,1534140.7,NA,NA,NA,NA,NA,NA,540,6583,7123,0,0,0,0,0,0,0,1,1,49,882,931,32,582,614,NA,NA,NA,627,8173,8800,0,4,4
Maryland,1992,3650211.4,3161811,4848821.4,2503591.8,2345229.6,1923396.2,1726815.2,1627584.2,1534226.8,NA,NA,NA,NA,NA,NA,571,6901,7472,0,0,0,0,0,0,0,0,0,31,819,850,25,672,697,NA,NA,NA,629,8495,9124,0,2,2
Maryland,1991,3632468.7,3149607,4814808.7,2481016.4,2333792.3,1907392.6,1725076.1,1615294.1,1534312.9,NA,NA,NA,NA,NA,NA,509,6499,7008,0,0,0,0,0,0,0,0,0,46,1039,1085,14,323,337,NA,NA,NA,570,7991,8561,0,3,3
Maryland,1990,3614726,3137403,4780796,2458441,2322355,1891389,1723337,1603004,1534399,NA,NA,NA,NA,NA,NA,549,6393,6942,1,3,4,0,0,0,0,3,3,45,939,984,6,122,128,NA,NA,NA,601,7592,8193,0,8,8
Maryland,1989,3557175.4,3090990.7,4724354.4,2430210.9,2294143.5,1862082.1,1695093.3,1580199.6,1510791.1,NA,NA,NA,NA,NA,NA,472,6004,6476,0,0,0,0,0,0,0,3,3,15,700,715,2,93,95,NA,NA,NA,496,6905,7401,2,20,22
Maryland,1988,3499624.8,3044578.4,4667912.8,2401980.8,2265932,1832775.2,1666849.6,1557395.2,1487183.2,NA,NA,NA,NA,NA,NA,336,4701,5037,0,22,22,0,1,1,0,11,11,10,374,384,2,78,80,NA,NA,NA,352,5283,5635,1,14,15
Maryland,1987,3442074.2,2998166.1,4611471.2,2373750.7,2237720.5,1803468.3,1638605.9,1534590.8,1463575.3,NA,NA,NA,NA,NA,NA,267,4104,4371,0,0,0,0,0,0,0,22,22,5,331,336,1,71,72,NA,NA,NA,279,4650,4929,2,24,26
Maryland,1986,3384523.6,2951753.8,4555029.6,2345520.6,2209509,1774161.4,1610362.2,1511786.4,1439967.4,NA,NA,NA,NA,NA,NA,238,3745,3983,0,0,0,0,1,1,0,9,9,9,300,309,1,63,64,NA,NA,NA,252,4243,4495,1,29,30
Maryland,1985,3326973,2905341.5,4498588,2317290.5,2181297.5,1744854.5,1582118.5,1488982,1416359.5,NA,NA,NA,NA,NA,NA,198,3366,3564,0,2,2,0,1,1,0,5,5,8,286,294,2,69,71,NA,NA,NA,214,3837,4051,5,22,27
Maryland,1984,3269422.4,2858929.2,4442146.4,2289060.4,2153086,1715547.6,1553874.8,1466177.6,1392751.6,NA,NA,NA,NA,NA,NA,216,3371,3587,0,0,0,0,0,0,0,10,10,13,311,324,3,84,87,NA,NA,NA,245,3929,4174,8,24,32
Maryland,1983,3211871.8,2812516.9,4385704.8,2260830.3,2124874.5,1686240.7,1525631.1,1443373.2,1369143.7,NA,NA,NA,NA,NA,NA,220,3763,3983,0,0,0,0,0,0,0,3,3,13,297,310,3,83,86,NA,NA,NA,261,4294,4555,14,29,43
Maryland,1982,3154321.2,2766104.6,4329263.2,2232600.2,2096663,1656933.8,1497387.4,1420568.8,1345535.8,NA,NA,NA,NA,NA,NA,198,3972,4170,0,3,3,0,0,0,0,0,0,8,330,338,2,83,85,0,0,0,232,4994,5226,15,386,401
Maryland,1981,3096770.6,2719692.3,4272821.6,2204370.1,2068451.5,1627626.9,1469143.7,1397764.4,1321927.9,NA,NA,NA,NA,NA,NA,291,4459,4750,0,16,16,0,0,0,0,0,0,0,0,0,11,412,423,0,0,0,328,5635,5963,7,272,279
Maryland,1980,3039220,2673280,4216380,2176140,2040240,1598320,1440900,1374960,1298320,NA,NA,NA,NA,NA,NA,255,3891,4146,0,0,0,0,0,0,0,0,0,0,0,0,11,369,380,0,0,0,295,5012,5307,6,240,246
Maryland,1979,2989148,2631612,4186272,2160866,2025406,1572038,1417110,1354044,1277568,NA,NA,NA,NA,NA,NA,260,3783,4043,0,0,0,0,0,0,0,0,0,0,0,0,13,397,410,0,0,0,291,4946,5237,7,267,274
Maryland,1978,2939076,2589944,4156164,2145592,2010572,1545756,1393320,1333128,1256816,0,0,0,8,347,355,258,3721,3979,0,0,0,0,0,0,0,0,0,0,0,0,12,345,357,0,0,0,285,4647,4932,7,234,241
