state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Alabama,2016,3764841,3037574,4863300,2502802,2360498,1976894,1787947,1561951,1475623,0,0,0,573,3657,4230,460,2630,3090,169,741,910,38,398,436,13,110,123,0,5,5,0,0,0,1986,11639,13625,1,3,4,0,0,0,546,3243,3789
Alabama,2015,3751787,3041803,4858979,2508497,2350482,1966748,1785039,1559466,1482337,0,0,0,697,4021,4718,275,2307,2582,157,760,917,0,0,0,14,77,91,1,8,9,0,0,0,1702,10665,12367,0,4,4,0,0,0,548,3319,3867
Alabama,2014,3743355,3051977,4849377,2498961,2350416,1961551,1781804,1568039,1483938,0,0,0,701,4092,4793,379,2256,2635,142,592,734,0,0,0,22,69,91,3,15,18,0,0,0,1800,10527,12327,1,7,8,0,0,0,547,3364,3911
Alabama,2013,3723333,3058166,4833722,2492548,2341174,1946337,1776996,1562843,1495323,0,0,0,657,4228,4885,331,2281,2612,122,565,687,0,1,1,13,60,73,3,13,16,0,0,0,1628,10553,12181,1,5,6,0,0,0,494,3273,3767
Alabama,2012,3696370,3057134,4822023,2489964,2332059,1938393,1757977,1567915,1489219,0,0,0,610,4073,4683,359,2316,2675,103,581,684,0,0,0,5,52,57,4,12,16,0,0,0,1567,10391,11958,5,16,21,0,0,0,471,3212,3683
Alabama,2011,3679096,3054392,4802740,2486530,2316210,1929412,1749684,1567729,1486663,0,0,0,589,3969,4558,301,1976,2277,110,462,572,0,0,0,11,63,74,6,27,33,0,0,0,1536,10110,11646,3,19,22,0,0,0,503,3428,3931
Alabama,2010,3649882,3033805,4785298,2461913,2323385,1909749,1740133,1553525,1480280,0,0,0,582,4046,4628,405,2651,3056,68,328,396,0,0,0,10,78,88,2,16,18,0,0,0,1566,10922,12488,0,22,22,0,0,0,486,3657,4143
Alabama,2009,3583043,2975424,4708708,2425474,2283234,1876818,1706225,1517971,1457453,NA,NA,NA,502,3736,4238,448,3134,3582,66,297,363,NA,NA,NA,19,88,107,1,26,27,NA,NA,NA,1570,11074,12644,3,47,50,NA,NA,NA,518,3582,4100
Alabama,2008,3538230,2948913,4661900,2402969,2258931,1851861,1686369,1503825,1445088,0,0,0,496,3596,4092,450,2738,3188,41,236,277,0,0,0,9,76,85,1,33,34,0,0,0,1477,10388,11865,8,24,32,0,0,0,463,3535,3998
Alabama,2007,3505909,2926834,4627851,2389504,2238347,1835152,1670757,1493340,1433494,0,0,0,513,3539,4052,339,2529,2868,32,160,192,0,0,0,16,93,109,4,26,30,0,0,0,1435,9880,11315,3,41,44,0,0,0,520,3371,3891
