state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Indiana,2016,5057836,4137541,6633053,3370413,3262640,2600621,2457215,2081024,2056517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2015,5041017,4144444,6619680,3363981,3255699,2591946,2449071,2081569,2062875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2014,5014663,4147984,6596855,3351790,3245065,2579126,2435537,2083538,2064446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2013,4985428,4144789,6570902,3343036,3227866,2565305,2420123,2087230,2057559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2012,4947700,4134790,6537334,3316338,3220996,2543650,2404050,2077863,2056927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2011,4921885,4121239,6516922,3311101,3205821,2530713,2391172,2067393,2053846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2010,4886036,4098945,6490621,3293027,3197594,2513274,2372762,2058811,2040134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2009,4836993,4067156,6423113,3266309,3156804,2488631,2348362,2035075,2032081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2008,4794072,4034513,6376792,3240709,3136083,2464646,2329426,2016536,2017977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2007,4751401,4018322,6345289,3219474,3125815,2439279,2312122,2007160,2011162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2006,4728787,4004157,6313520,3209437,3104083,2432776,2296011,2005047,1999110,NA,NA,NA,0,1,1,0,0,0,0,1,1,0,0,0,2,61,63,0,1,1,0,4,4,2,68,70
Indiana,2005,4483771,3805819,6081212,3088367,2992845,2310691,2173080,1916143,1889676,NA,NA,NA,0,0,0,0,2,2,0,5,5,0,2,2,2,36,38,0,0,0,0,2,2,2,48,50
Indiana,2004,4458244,3786739,6058172,3081262,2976910,2305886,2152358,1912890,1873849,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,2,51,53,0,0,0,0,3,3,2,55,57
Indiana,2003,4419110,3752996,6021480,3079814,2941666,2289946,2129164,1897880,1855116,NA,NA,NA,0,2,2,0,1,1,0,2,2,0,1,1,1,49,50,0,0,0,0,4,4,1,59,60
Indiana,2002,4401277,3731166,5985228,3043809,2941419,2273009,2128268,1878923,1852243,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,2,44,46,0,0,0,0,3,3,2,48,50
Indiana,2001,4452695,3800964,5934871,3028199,2906672,2306480,2146215,1922907,1878057,NA,NA,NA,0,0,0,1,1,2,0,2,2,0,1,1,2,42,44,0,0,0,0,1,1,3,47,50
Indiana,2000,4294738,3641917,5839634,2989490,2850144,2234554,2060184,1850873,1791044,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,3,41,44,0,0,0,0,1,1,3,43,46
Indiana,1999,4273798.4,3621784.8,5810503.5,2976967.3,2833536.2,2225989.7,2047808.7,1841041.7,1780743.1,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,0,0,0,2,41,43,0,0,0,0,3,3,2,45,47
Indiana,1998,4252858.8,3601652.6,5781373,2964444.6,2816928.4,2217425.4,2035433.4,1831210.4,1770442.2,0,NA,NA,0,NA,NA,0,NA,NA,0,1,1,NA,NA,NA,0,45,45,NA,NA,NA,0,NA,NA,NA,NA,NA
Indiana,1997,4231919.2,3581520.4,5752242.5,2951921.9,2800320.6,2208861.1,2023058.1,1821379.1,1760141.3,0,0,0,0,0,0,0,1,1,0,1,1,NA,NA,NA,1,40,41,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1996,4210979.6,3561388.2,5723112,2939399.2,2783712.8,2200296.8,2010682.8,1811547.8,1749840.4,0,0,0,0,0,0,0,2,2,0,1,1,NA,NA,NA,0,34,34,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1995,4190040,3541256,5693981.5,2926876.5,2767105,2191732.5,1998307.5,1801716.5,1739539.5,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,3,37,40,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1994,4169100.4,3521123.8,5664851,2914353.8,2750497.2,2183168.2,1985932.2,1791885.2,1729238.6,0,1,1,0,1,1,0,2,2,0,1,1,NA,NA,NA,0,30,30,NA,NA,NA,0,1,1,NA,NA,NA
Indiana,1993,4148160.8,3500991.6,5635720.5,2901831.1,2733889.4,2174603.9,1973556.9,1782053.9,1718937.7,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,26,26,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1992,4127221.2,3480859.4,5606590,2889308.4,2717281.6,2166039.6,1961181.6,1772222.6,1708636.8,0,1,1,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,33,34,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1991,4106281.6,3460727.2,5577459.5,2876785.7,2700673.8,2157475.3,1948806.3,1762391.3,1698335.9,0,0,0,0,0,0,0,5,5,0,0,0,NA,NA,NA,0,20,20,NA,NA,NA,0,2,2,NA,NA,NA
Indiana,1990,4085342,3440595,5548329,2864263,2684066,2148911,1936431,1752560,1688035,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,0,0,NA,NA,NA
Indiana,1989,4063843.8,3429201.5,5542780.1,2860790.7,2681989.4,2137919.9,1925923.9,1748088,1681113.5,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,6,7,NA,NA,NA,0,1,1,NA,NA,NA
Indiana,1988,4042345.6,3417808,5537231.2,2857318.4,2679912.8,2126928.8,1915416.8,1743616,1674192,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,1,1,NA,NA,NA
Indiana,1987,4020847.4,3406414.5,5531682.3,2853846.1,2677836.2,2115937.7,1904909.7,1739144,1667270.5,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,12,13,NA,NA,NA,0,1,1,NA,NA,NA
Indiana,1986,3999349.2,3395021,5526133.4,2850373.8,2675759.6,2104946.6,1894402.6,1734672,1660349,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,1,1,NA,NA,NA
