state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Texas,2016,20575820,17479567,27862596,14030277,13832319,10468399,10107421,8746275,8733292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2015,20266702,17290729,27469114,13838345,13630769,10317227,9949475,8651462,8639267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2014,19848130,16995961,26956958,13577055,13379903,10100730,9747400,8502271,8493690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2013,19411995,16690924,26448193,13301940,13146253,9869633,9542362,8342191,8348733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2012,19085346,16489296,26059203,13116525,12942678,9705362,9379984,8239103,8250193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2011,18718067,16214248,25674681,12936916,12737765,9535376,9182691,8119279,8094969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2010,18367869,15939112,25257114,12732957,12524157,9364638,9003231,7986618,7952494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2009,17894570,15543713,24782302,12417800,12364502,9052687,8841883,7699361,7844352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2008,17594727,15296927,24326974,12179722,12147252,8899048,8695679,7569452,7727475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2007,17305966,15069784,23904380,11988007,11916373,8756157,8549809,7462962,7606822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,2006,17007346,14831195,23507783,11802478,11705305,8629501,8377845,7363234,7467961,NA,NA,NA,0,3,3,0,6,6,0,24,24,0,6,6,19,379,398,0,0,0,1,29,30,20,447,467
Texas,2005,15951322,13968799,22250152,11282675,10967477,8195556,7755766,7062657,6906142,NA,NA,NA,0,4,4,0,10,10,1,18,19,0,3,3,18,284,302,0,0,0,1,21,22,20,351,371
Texas,2004,15673529,13723603,21890579,11088092,10802487,8051240,7622289,6935409,6788194,NA,NA,NA,0,3,3,0,12,12,0,23,23,0,3,3,15,337,352,0,0,0,2,22,24,17,400,417
Texas,2003,15332952,13426631,21575409,10909366,10666043,7861600,7471352,6780666,6645965,NA,NA,NA,0,0,0,1,22,23,0,24,24,0,1,1,17,325,342,0,0,0,1,16,17,19,388,407
Texas,2002,15181549,13281594,21288789,10780768,10508021,7811541,7370008,6713321,6568273,NA,NA,NA,0,1,1,1,21,22,0,32,32,0,6,6,16,321,337,0,0,0,3,28,31,20,409,429
Texas,2001,14697368,12836797,20773439,10577771,10195668,7579766,7117602,6508686,6328111,NA,NA,NA,0,3,3,1,31,32,0,17,17,0,4,4,10,339,349,0,0,0,2,19,21,13,413,426
Texas,2000,14475893,12674756,20433842,10407035,10026807,7469667,7006226,6423919,6250837,NA,NA,NA,0,0,0,0,0,0,1,39,40,0,8,8,16,389,405,0,0,0,1,30,31,20,474,494
Texas,1999,14241263.6,12462444.5,20085596,10226778.6,9858817.4,7348573.7,6892689.9,6312658.1,6149786.4,NA,NA,NA,0,5,5,NA,NA,NA,1,34,35,0,7,7,13,362,375,0,0,0,1,21,22,15,429,444
Texas,1998,14006634.2,12250133,19737350,10046522.2,9690827.8,7227480.4,6779153.8,6201397.2,6048735.8,0,6,6,0,6,6,4,54,58,1,19,20,NA,NA,NA,9,161,170,NA,NA,NA,0,22,22,NA,NA,NA
Texas,1997,13772004.8,12037821.5,19389104,9866265.8,9522838.2,7106387.1,6665617.7,6090136.3,5947685.2,0,9,9,0,3,3,5,51,56,0,37,37,NA,NA,NA,13,201,214,NA,NA,NA,1,16,17,NA,NA,NA
Texas,1996,13537375.4,11825510,19040858,9686009.4,9354848.6,6985293.8,6552081.6,5978875.4,5846634.6,0,5,5,0,3,3,4,118,122,0,3,3,NA,NA,NA,10,210,220,NA,NA,NA,0,20,20,NA,NA,NA
Texas,1995,13302746,11613198.5,18692612,9505753,9186859,6864200.5,6438545.5,5867614.5,5745584,0,5,5,0,5,5,8,66,74,0,19,19,NA,NA,NA,17,256,273,NA,NA,NA,1,18,19,NA,NA,NA
Texas,1994,13068116.6,11400887,18344366,9325496.6,9018869.4,6743107.2,6325009.4,5756353.6,5644533.4,0,6,6,NA,NA,NA,8,79,87,0,14,14,NA,NA,NA,17,176,193,NA,NA,NA,1,12,13,NA,NA,NA
Texas,1993,12833487.2,11188575.5,17996120,9145240.2,8850879.8,6622013.9,6211473.3,5645092.7,5543482.8,0,2,2,NA,NA,NA,1,78,79,0,17,17,NA,NA,NA,3,126,129,NA,NA,NA,1,16,17,NA,NA,NA
Texas,1992,12598857.8,10976264,17647874,8964983.8,8682890.2,6500920.6,6097937.2,5533831.8,5442432.2,0,NA,NA,NA,NA,NA,0,54,54,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
