state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Pennsylvania,2016,10119261,8048754,12784227,6524274,6259953,5219757,4899504,4039947,4008807,2723,44901,47624,2723,44901,47624,2723,44901,47624
Pennsylvania,2015,10116359,8083089,12802503,6545794,6256709,5230031,4886328,4065590,4017499,2734,45291,48025,2734,45291,48025,2734,45291,48025
Pennsylvania,2014,10098269,8112593,12787209,6528001,6259208,5217314,4880955,4079610,4032983,2757,45188,47945,2757,45188,47945,2757,45188,47945
Pennsylvania,2013,10064792,8130010,12773801,6534366,6239435,5208898,4855894,4097145,4032865,2730,45050,47780,2730,45050,47780,2730,45050,47780
Pennsylvania,2012,10031170,8146059,12763536,6527184,6236352,5199136,4832034,4104268,4041791,2795,45784,48579,2795,45784,48579,2795,45784,48579
Pennsylvania,2011,9984572,8122136,12742886,6532395,6210491,5190611,4793961,4104405,4017731,2773,45603,48376,2773,45603,48376,2773,45603,48376
Pennsylvania,2010,9924558,8074859,12709630,6528412,6181218,5160353,4764205,4078808,3996051,2615,41222,43837,2615,41222,43837,2615,41222,43837
Pennsylvania,2009,9833768,8008609,12604767,6472777,6131990,5118730,4715038,4038752,3969857,2577,41007,43584,2577,41007,43584,2577,41007,43584
Pennsylvania,2008,9694803,7910971,12448279,6392051,6056228,5047321,4647482,3988968,3922003,2769,40529,43298,2769,40529,43298,2769,40529,43298
Pennsylvania,2007,9631293,7852567,12432792,6379253,6053539,5021606,4609687,3966648,3885919,2280,39412,41692,2280,39412,41692,2280,39412,41692
Pennsylvania,2006,9614874,7839414,12440621,6398155,6042466,5007770,4607104,3952622,3886792,2090,36457,38547,2090,36457,38547,2090,36457,38547
Pennsylvania,2005,9169144,7509685,11948862,6175614,5773248,4821875,4347269,3847228,3662457,2090,36257,38347,2090,36257,38347,2090,36257,38347
Pennsylvania,2004,9143952,7471991,11971696,6195130,5776566,4799782,4344170,3815551,3656440,2162,35408,37570,2162,35408,37570,2162,35408,37570
Pennsylvania,2003,9118093,7458852,11935566,6164726,5770840,4791056,4327037,3813310,3645542,1497,24996,26493,1754,32486,34240,1754,32486,34240
Pennsylvania,2002,9063268,7388686,11913892,6174132,5739760,4780742,4282526,3796610,3592076,1478,25635,27113,1734,32849,34583,1734,32849,34583
Pennsylvania,2001,9061561,7385893,11856640,6136030,5720610,4784308,4277253,3788856,3597037,1538,24648,26186,1802,31955,33757,1802,31955,33757
Pennsylvania,2000,8928607,7240949,11790241,6090895,5699346,4721705,4206902,3729266,3511683,1459,24321,25780,1723,31457,33180,1459,24231,25690
Pennsylvania,1999,8942820,7253907.9,11796561.9,6098775.2,5697786.7,4731064.5,4211755.5,3733447.5,3520460.4,1279,23949,25228,1464,30920,32384,1279,23949,25228
Pennsylvania,1998,8957033,7266866.8,11802882.8,6106655.4,5696227.4,4740424,4216609,3737629,3529237.8,NA,NA,24247,NA,NA,30992,NA,NA,24247
Pennsylvania,1997,8971246,7279825.7,11809203.7,6114535.6,5694668.1,4749783.5,4221462.5,3741810.5,3538015.2,NA,NA,23156,NA,NA,22875,NA,NA,NA
Pennsylvania,1996,8985459,7292784.6,11815524.6,6122415.8,5693108.8,4759143,4226316,3745992,3546792.6,NA,NA,22170,NA,NA,21740,NA,NA,NA
Pennsylvania,1995,8999672,7305743.5,11821845.5,6130296,5691549.5,4768502.5,4231169.5,3750173.5,3555570,NA,NA,NA,NA,NA,20970,NA,NA,NA
Pennsylvania,1994,9013885,7318702.4,11828166.4,6138176.2,5689990.2,4777862,4236023,3754355,3564347.4,NA,NA,20455,NA,NA,20455,NA,NA,20455
Pennsylvania,1993,9028098,7331661.3,11834487.3,6146056.4,5688430.9,4787221.5,4240876.5,3758536.5,3573124.8,NA,NA,18844,NA,NA,NA,NA,NA,NA
Pennsylvania,1992,9042311,7344620.2,11840808.2,6153936.6,5686871.6,4796581,4245730,3762718,3581902.2,NA,NA,16713,NA,NA,NA,NA,NA,NA
Pennsylvania,1991,9056524,7357579.1,11847129.1,6161816.8,5685312.3,4805940.5,4250583.5,3766899.5,3590679.6,NA,NA,15915,NA,NA,NA,NA,NA,NA
Pennsylvania,1990,9070737,7370538,11853450,6169697,5683753,4815300,4255437,3771081,3599457,NA,NA,14338,NA,NA,NA,NA,NA,NA
Pennsylvania,1989,9035763.3,7364384.2,11855579,6171779.3,5683799.7,4799090,4236673.3,3773488.9,3590895.3,NA,NA,13616,NA,NA,NA,NA,NA,NA
Pennsylvania,1988,9000789.6,7358230.4,11857708,6173861.6,5683846.4,4782880,4217909.6,3775896.8,3582333.6,NA,NA,12972,NA,NA,NA,NA,NA,NA
Pennsylvania,1987,8965815.9,7352076.6,11859837,6175943.9,5683893.1,4766670,4199145.9,3778304.7,3573771.9,NA,NA,12447,NA,NA,NA,NA,NA,NA
Pennsylvania,1986,8930842.2,7345922.8,11861966,6178026.2,5683939.8,4750460,4180382.2,3780712.6,3565210.2,NA,NA,11048,NA,NA,NA,NA,NA,NA
Pennsylvania,1985,8895868.5,7339769,11864095,6180108.5,5683986.5,4734250,4161618.5,3783120.5,3556648.5,NA,NA,10690,NA,NA,NA,NA,NA,NA
Pennsylvania,1984,8860894.8,7333615.2,11866224,6182190.8,5684033.2,4718040,4142854.8,3785528.4,3548086.8,NA,NA,10025,NA,NA,NA,NA,NA,NA
Pennsylvania,1983,8825921.1,7327461.4,11868353,6184273.1,5684079.9,4701830,4124091.1,3787936.3,3539525.1,NA,NA,9517,NA,NA,NA,NA,NA,NA
