state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Iowa,1990,2048970,1649782,2766658,1430487,1336171,1080381,968589,837365,812417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,3755,3967
Iowa,1989,2052287,1657121.8,2781782.2,1437524.3,1344257.9,1081614.9,970672.1,841174.5,815947.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,3405,3584
Iowa,1988,2055604,1664461.6,2796906.4,1444561.6,1352344.8,1082848.8,972755.2,844984,819477.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,2894,3034
Iowa,1987,2058921,1671801.4,2812030.6,1451598.9,1360431.7,1084082.7,974838.3,848793.5,823007.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2729,2851
Iowa,1986,2062238,1679141.2,2827154.8,1458636.2,1368518.6,1085316.6,976921.4,852603,826538.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2653,2777
Iowa,1985,2065555,1686481,2842279,1465673.5,1376605.5,1086550.5,979004.5,856412.5,830068.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2577,2687
Iowa,1984,2068872,1693820.8,2857403.2,1472710.8,1384692.4,1087784.4,981087.6,860222,833598.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2733,2836
Iowa,1983,2072189,1701160.6,2872527.4,1479748.1,1392779.3,1089018.3,983170.7,864031.5,837129.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2700,2814
Iowa,1982,2075506,1708500.4,2887651.6,1486785.4,1400866.2,1090252.2,985253.8,867841,840659.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,121,2708,2829
Iowa,1981,2078823,1715840.2,2902775.8,1493822.7,1408953.1,1091486.1,987336.9,871650.5,844189.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2556,2670
Iowa,1980,2082140,1723180,2917900,1500860,1417040,1092720,989420,875460,847720,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,93,2388,2481
Iowa,1979,2057646,1701112,2908530,1496094,1412436,1080698,976948,865794,835318,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,96,2176,2272
Iowa,1978,2033152,1679044,2899160,1491328,1407832,1068676,964476,856128,822916,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,73,1909,1982
