state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Tennessee,2016,5148517,4183750,6651194,3407234,3243960,2677859,2470658,2136097,2047653,NA,NA,NA,2088,21030,23118,2141,21744,23885
Tennessee,2015,5107242,4167751,6600299,3384403,3215896,2653185,2454057,2125461,2042290,NA,NA,NA,1540,18999,20539,1571,19684,21255
Tennessee,2014,5055916,4148978,6549352,3358123,3191229,2628449,2427467,2120344,2028634,NA,NA,NA,1540,19986,21526,1571,20692,22263
Tennessee,2013,5003829,4130937,6495978,3319592,3176386,2595951,2407878,2103298,2027639,NA,NA,NA,1541,19987,21528,1572,20692,22264
Tennessee,2012,4964231,4120756,6456243,3310883,3145360,2581330,2382901,2099108,2021648,NA,NA,NA,1234,19007,20241,1259,19503,20762
Tennessee,2011,4913801,4096470,6403353,3283234,3120119,2554260,2359541,2084724,2011746,NA,NA,NA,1225,18952,20177,1245,19378,20623
Tennessee,2010,4857780,4052305,6356897,3264746,3092151,2530442,2327338,2067100,1985205,NA,NA,NA,1196,19302,20498,1215,19731,20946
Tennessee,2009,4806513,4029150,6296254,3221660,3074594,2500155,2306358,2049940,1979210,NA,NA,NA,1196,19302,20498,1215,19731,20946
Tennessee,2008,4746414,3993007,6214888,3188226,3026662,2470444,2275970,2026138,1966869,NA,NA,NA,1180,18769,19949,1215,19193,20408
Tennessee,2007,4692049,3957214,6156719,3149566,3007153,2439462,2252587,2008003,1949211,NA,NA,NA,1180,18624,19804,1215,19043,20258
Tennessee,2006,4591673,3879032,6038803,3089436,2949367,2385001,2206672,1959969,1919063,NA,NA,NA,1180,18490,19670,1215,18907,20122
Tennessee,2005,4435990,3775441,5816359,2981559,2834800,2313069,2122921,1929638,1845803,NA,NA,NA,1180,18490,19670,1215,18907,20122
Tennessee,2004,4364238,3706655,5743167,2953347,2789820,2274247,2089991,1895020,1811635,NA,NA,NA,1180,18490,19670,1215,18907,20122
Tennessee,2003,4302590,3673393,5695563,2921430,2774133,2247652,2054938,1879457,1793936,NA,NA,NA,1180,18490,19670,1215,18907,20122
Tennessee,2002,4262511,3625311,5656036,2911582,2744454,2228425,2034086,1853003,1772308,NA,NA,NA,1180,17511,18691,1215,17923,19138
Tennessee,2001,4194532,3568925,5596837,2880235,2716602,2195320,1999212,1823871,1745054,NA,NA,NA,963,16766,17729,991,17171,18162
Tennessee,2000,4117680,3481151,5467299,2805942,2661357,2175399,1942281,1807227,1673924,NA,NA,NA,963,16592,17555,991,16967,17958
Tennessee,1999,4071060,3441063.6,5406712.8,2777169.6,2629543.2,2151028.8,1920031.2,1784661,1656402.6,NA,NA,NA,963,16164,17127,991,16531,17522
Tennessee,1998,4024440,3400976.2,5346126.6,2748397.2,2597729.4,2126658.6,1897781.4,1762095,1638881.2,NA,NA,NA,NA,NA,15778,NA,NA,16130
Tennessee,1997,3977820,3360888.8,5285540.4,2719624.8,2565915.6,2102288.4,1875531.6,1739529,1621359.8,NA,NA,NA,NA,NA,15808,NA,NA,16150
Tennessee,1996,3931200,3320801.4,5224954.2,2690852.4,2534101.8,2077918.2,1853281.8,1716963,1603838.4,NA,NA,14095,NA,NA,13811,NA,NA,NA
Tennessee,1995,3884580,3280714,5164368,2662080,2502288,2053548,1831032,1694397,1586317,NA,NA,NA,NA,NA,13328,NA,NA,13605
Tennessee,1994,3837960,3240626.6,5103781.8,2633307.6,2470474.2,2029177.8,1808782.2,1671831,1568795.6,NA,NA,NA,NA,NA,12654,NA,NA,12919
Tennessee,1993,3791340,3200539.2,5043195.6,2604535.2,2438660.4,2004807.6,1786532.4,1649265,1551274.2,NA,NA,NA,NA,NA,11720,NA,NA,11967
Tennessee,1992,3744720,3160451.8,4982609.4,2575762.8,2406846.6,1980437.4,1764282.6,1626699,1533752.8,NA,NA,11463,NA,NA,10837,NA,NA,11119
Tennessee,1991,3698100,3120364.4,4922023.2,2546990.4,2375032.8,1956067.2,1742032.8,1604133,1516231.4,NA,NA,9642,NA,NA,9349,NA,NA,9409
Tennessee,1990,3651480,3080277,4861437,2518218,2343219,1931697,1719783,1581567,1498710,NA,NA,NA,NA,NA,8803,NA,NA,NA
Tennessee,1989,3614456,3052521.3,4834339.3,2504662.2,2329677.1,1912615.3,1701840.7,1568550.3,1483971,NA,NA,NA,NA,NA,8387,NA,NA,NA
Tennessee,1988,3577432,3024765.6,4807241.6,2491106.4,2316135.2,1893533.6,1683898.4,1555533.6,1469232,NA,NA,NA,NA,NA,7754,NA,NA,NA
Tennessee,1987,3540408,2997009.9,4780143.9,2477550.6,2302593.3,1874451.9,1665956.1,1542516.9,1454493,NA,NA,NA,NA,NA,7744,NA,NA,NA
Tennessee,1986,3503384,2969254.2,4753046.2,2463994.8,2289051.4,1855370.2,1648013.8,1529500.2,1439754,NA,NA,NA,NA,NA,NA,NA,NA,7801
Tennessee,1985,3466360,2941498.5,4725948.5,2450439,2275509.5,1836288.5,1630071.5,1516483.5,1425015,NA,NA,NA,NA,NA,7664,NA,NA,7664
Tennessee,1984,3429336,2913742.8,4698850.8,2436883.2,2261967.6,1817206.8,1612129.2,1503466.8,1410276,NA,NA,7686,NA,NA,NA,NA,NA,NA
Tennessee,1983,3392312,2885987.1,4671753.1,2423327.4,2248425.7,1798125.1,1594186.9,1490450.1,1395537,NA,NA,6544,NA,NA,7982,NA,NA,NA
