state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
Oklahoma,2016,2961420,2413263,3923561,1978805,1944756,1513239,1448181,1205155,1208108,0,0,0,1,11,12,1062,5321,6383,0,0,0,244,1115,1359,258,725,983,1,38,39,0,14,14,0,0,0,1566,7224,8790,0,0,0
Oklahoma,2015,2952178,2419235,3911338,1973432,1937906,1506427,1445751,1207665,1211570,0,0,0,3,14,17,1049,6047,7096,0,0,0,244,1212,1456,258,890,1148,3,12,15,1,18,19,0,0,0,1558,8193,9751,0,0,0
Oklahoma,2014,2928028,2405714,3878051,1961682,1916369,1497353,1430675,1205223,1200491,0,0,0,2,12,14,987,5956,6943,0,0,0,181,1441,1622,249,1169,1418,4,39,43,9,60,69,0,0,0,1432,8677,10109,0,0,0
Oklahoma,2013,2903408,2398380,3850568,1946121,1904447,1485874,1417534,1204246,1194134,0,0,0,9,12,21,848,4770,5618,0,0,0,171,1063,1234,237,848,1085,1,32,33,4,45,49,0,0,0,1270,6771,8041,0,1,1
Oklahoma,2012,2878098,2385029,3814820,1925565,1889255,1468663,1409435,1190027,1195002,0,0,0,10,50,60,742,4493,5235,0,0,0,141,1150,1291,220,827,1047,4,60,64,7,53,60,0,0,0,1124,6634,7758,0,1,1
Oklahoma,2011,2857499,2372689,3791508,1911580,1879928,1460194,1397305,1185472,1187217,0,0,0,6,15,21,656,4443,5099,0,0,0,148,1115,1263,206,766,972,4,65,69,8,45,53,0,0,0,1028,6449,7477,0,0,0
Oklahoma,2010,2828979,2356115,3761702,1907e3,1854702,1448681,1380298,1179363,1176752,0,0,0,0,23,23,732,4775,5507,0,36,36,243,1326,1569,140,606,746,13,72,85,9,69,78,0,0,0,1137,6907,8044,NA,0,NA
Oklahoma,2009,2765355,2300136,3687050,1869124,1817926,1418798,1346557,1150743,1149393,NA,NA,NA,3,17,20,754,4646,5400,10,97,107,206,1233,1439,216,828,1044,7,86,93,13,24,37,NA,NA,NA,1209,6939,8148,0,8,8
Oklahoma,2008,2737608,2282061,3642361,1847435,1794926,1402723,1334885,1137949,1144112,NA,NA,NA,0,23,23,859,4671,5530,16,70,86,140,911,1051,212,857,1069,9,83,92,13,94,107,NA,NA,NA,1249,6712,7961,0,3,3
Oklahoma,2007,2710383,2267547,3617316,1824714,1792602,1379464,1330919,1122804,1144743,NA,NA,NA,0,13,13,912,5486,6398,0,0,0,149,911,1060,203,893,1096,2,99,101,43,97,140,NA,NA,NA,1310,7505,8815,1,6,7
Oklahoma,2006,2688345,2244041,3579212,1815993,1763219,1380090,1308255,1120728,1123313,NA,NA,NA,32,129,161,796,5295,6091,NA,NA,NA,140,840,980,186,916,1102,25,108,133,35,167,202,NA,NA,NA,1215,7456,8671,1,1,2
Oklahoma,2005,2588639,2173577,3429974,1748462,1681512,1336395,1252244,1100475,1073102,0,0,0,11,115,126,953,5388,6341,0,0,0,128,759,887,220,1027,1247,43,124,167,22,92,114,0,0,0,1377,7505,8882,0,0,0
Oklahoma,2004,2558940,2147155,3412202,1729868,1682334,1314751,1244189,1078834,1068321,0,0,0,2,15,17,866,5041,5907,194,774,968,129,697,826,184,921,1105,33,81,114,13,70,83,NA,NA,NA,1422,7606,9028,1,7,8
Oklahoma,2003,2519290,2120092,3396794,1737919,1658875,1315134,1204156,1087133,1032959,0,0,0,4,8,12,864,5124,5988,NA,2,NA,121,636,757,176,869,1045,17,80,97,50,200,250,0,0,0,1233,6925,8158,1,6,7
Oklahoma,2002,2511143,2106111,3379515,1737877,1641638,1307960,1203183,1072390,1033721,48,95,143,0,7,7,1045,6342,7387,0,0,0,123,563,686,0,0,0,14,75,89,22,85,107,0,0,0,1253,7177,8430,1,10,11
Oklahoma,2001,2476237,2068748,3347660,1711024,1636636,1287589,1188648,1050754,1017994,26,59,85,0,8,8,1072,6125,7197,0,0,0,33,167,200,46,303,349,21,76,97,5,24,29,0,0,0,1203,6762,7965,0,0,0
Oklahoma,2000,2455010,2059902,3330738,1722543,1608195,1307876,1147134,1070827,989075,10,56,66,0,4,4,996,6258,7254,0,0,0,0,0,0,0,0,0,18,90,108,11,53,64,0,0,0,1035,6461,7496,0,0,0
Oklahoma,1999,2439428.3,2044606.2,3311376.1,1711113.9,1600262.2,1297333.8,1142094.5,1060313.7,984292.5,11,45,56,0,3,3,1066,5493,6559,0,0,0,79,455,534,50,350,400,16,73,89,6,47,53,0,0,0,1228,6466,7694,0,0,0
Oklahoma,1998,2423846.6,2029310.4,3292014.2,1699684.8,1592329.4,1286791.6,1137055,1049800.4,979510,NA,NA,NA,NA,NA,NA,1001,5301,6302,0,0,0,51,389,440,35,242,277,22,75,97,12,53,65,0,0,0,1137,6160,7297,0,0,0
Oklahoma,1997,2408264.9,2014014.6,3272652.3,1688255.7,1584396.6,1276249.4,1132015.5,1039287.1,974727.5,NA,NA,NA,NA,NA,NA,1047,6164,7211,0,0,0,NA,NA,NA,NA,NA,NA,20,103,123,12,47,59,0,0,0,1113,6491,7604,0,0,0
Oklahoma,1996,2392683.2,1998718.8,3253290.4,1676826.6,1576463.8,1265707.2,1126976,1028773.8,969945,NA,NA,NA,NA,NA,NA,936,5931,6867,0,0,0,NA,NA,NA,NA,NA,NA,27,111,138,12,75,87,0,0,0,1037,6396,7433,0,0,0
Oklahoma,1995,2377101.5,1983423,3233928.5,1665397.5,1568531,1255165,1121936.5,1018260.5,965162.5,NA,NA,NA,NA,NA,NA,952,5990,6942,0,0,0,NA,NA,NA,NA,NA,NA,34,175,209,6,56,62,0,0,0,1075,6651,7726,0,0,0
Oklahoma,1994,2361519.8,1968127.2,3214566.6,1653968.4,1560598.2,1244622.8,1116897,1007747.2,960380,NA,NA,NA,NA,NA,NA,837,5615,6452,0,0,0,NA,NA,NA,NA,NA,NA,23,139,162,9,54,63,0,0,0,954,6213,7167,0,0,0
Oklahoma,1993,2345938.1,1952831.4,3195204.7,1642539.3,1552665.4,1234080.6,1111857.5,997233.9,955597.5,NA,NA,NA,NA,NA,NA,774,5511,6285,0,0,0,NA,NA,NA,NA,NA,NA,18,195,213,11,116,127,0,0,0,848,6201,7049,0,0,0
Oklahoma,1992,2330356.4,1937535.6,3175842.8,1631110.2,1544732.6,1223538.4,1106818,986720.6,950815,NA,NA,NA,NA,NA,NA,790,5748,6538,0,0,0,NA,NA,NA,NA,NA,NA,3,24,27,23,253,276,0,0,0,869,6359,7228,0,0,0
Oklahoma,1991,2314774.7,1922239.8,3156480.9,1619681.1,1536799.8,1212996.2,1101778.5,976207.3,946032.5,NA,NA,NA,NA,NA,NA,739,4979,5718,0,0,0,NA,NA,NA,NA,NA,NA,1,22,23,26,180,206,0,0,0,785,5458,6243,0,2,2
Oklahoma,1990,2299193,1906944,3137119,1608252,1528867,1202454,1096739,965694,941250,NA,NA,NA,NA,NA,NA,684,5181,5865,0,0,0,NA,NA,NA,NA,NA,NA,8,127,135,7,62,69,0,0,0,731,5701,6432,0,1,1
Oklahoma,1989,2285801.7,1897837.6,3126003.1,1602352.8,1523650.3,1195350.6,1090451.1,961318.6,936519,NA,NA,NA,NA,NA,NA,838,5647,6485,0,0,0,NA,NA,NA,NA,NA,NA,2,13,15,3,80,83,0,0,0,885,6112,6997,0,2,2
Oklahoma,1988,2272410.4,1888731.2,3114887.2,1596453.6,1518433.6,1188247.2,1084163.2,956943.2,931788,NA,NA,NA,NA,NA,NA,467,5072,5539,1,4,5,NA,NA,NA,NA,NA,NA,9,65,74,5,44,49,1,NA,NA,523,5507,6030,1,5,6
Oklahoma,1987,2259019.1,1879624.8,3103771.3,1590554.4,1513216.9,1181143.8,1077875.3,952567.8,927057,NA,NA,NA,NA,NA,NA,394,4691,5085,0,9,9,NA,NA,NA,NA,NA,NA,12,55,67,4,37,41,0,1,1,437,5132,5569,0,5,5
Oklahoma,1986,2245627.8,1870518.4,3092655.4,1584655.2,1508000.2,1174040.4,1071587.4,948192.4,922326,NA,NA,NA,NA,NA,NA,382,3916,4298,0,0,0,16,158,174,2,26,28,8,96,104,3,35,38,0,0,0,444,4638,5082,0,23,23
Oklahoma,1985,2232236.5,1861412,3081539.5,1578756,1502783.5,1166937,1065299.5,943817,917595,NA,NA,NA,NA,NA,NA,256,3741,3997,0,0,0,NA,NA,NA,NA,NA,NA,1,25,26,3,45,48,0,0,0,278,4076,4354,0,8,8
Oklahoma,1984,2218845.2,1852305.6,3070423.6,1572856.8,1497566.8,1159833.6,1059011.6,939441.6,912864,NA,NA,NA,NA,NA,NA,313,3604,3917,0,0,0,NA,NA,NA,NA,NA,NA,3,56,59,2,39,41,0,1,1,337,4006,4343,3,11,14
Oklahoma,1983,2205453.9,1843199.2,3059307.7,1566957.6,1492350.1,1152730.2,1052723.7,935066.2,908133,NA,NA,NA,NA,NA,NA,301,3535,3836,0,0,0,NA,NA,NA,NA,NA,NA,6,110,116,3,81,84,NA,NA,NA,333,4180,4513,0,10,10
Oklahoma,1982,2192062.6,1834092.8,3048191.8,1561058.4,1487133.4,1145626.8,1046435.8,930690.8,903402,NA,NA,NA,NA,NA,NA,211,3166,3377,0,0,0,0,0,0,0,0,0,1,79,80,5,35,40,0,0,0,234,3609,3843,0,0,0
Oklahoma,1981,2178671.3,1824986.4,3037075.9,1555159.2,1481916.7,1138523.4,1040147.9,926315.4,898671,NA,NA,NA,NA,NA,NA,208,2338,2546,2,47,49,0,0,0,0,0,0,6,102,108,3,22,25,1,4,5,229,2656,2885,0,0,0
Oklahoma,1980,2165280,1815880,3025960,1549260,1476700,1131420,1033860,921940,893940,NA,NA,NA,NA,NA,NA,200,2204,2404,0,0,0,2,20,22,2,40,42,0,2,2,1,58,59,0,3,3,219,2444,2663,0,0,0
Oklahoma,1979,2120052,1777322,2978784,1525314,1453470,1108288,1011764,903446,873876,NA,NA,NA,NA,NA,NA,166,2516,2682,0,0,0,0,0,0,0,0,0,4,74,78,0,0,0,0,0,0,177,2673,2850,0,0,0
Oklahoma,1978,2074824,1738764,2931608,1501368,1430240,1085156,989668,884952,853812,0,0,0,4,86,90,90,2049,2139,18,0,18,0,0,0,0,0,0,2,51,53,0,0,0,0,0,0,114,2186,2300,0,0,0
