state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Florida,2016,16469863,12643937,20612439,10539818,10072621,8519783,7950080,6407821,6236116,0,0,0,588,4373,4961,1,24,25,0,0,0,373,833,1206,0,0,0,1,15,16,220,5183,5403,3611,27555,31166,0,0,0,1,1,2,2411,16780,19191
Florida,2015,16169195,12477531,20271272,10382856,9888416,8367041,7802154,6331651,6145880,0,0,0,582,4531,5113,4,26,30,0,0,0,456,942,1398,2,3,5,3,12,15,223,5199,5422,3956,28734,32690,0,0,0,0,1,1,2666,17683,20349
Florida,2014,15841290,12295546,19893297,10168487,9724810,8192489,7648801,6233737,6061809,0,0,0,667,4408,5075,2,23,25,0,0,0,370,906,1276,0,3,3,2,19,21,212,5085,5297,3856,28898,32754,0,0,0,0,0,0,2583,18113,20696
Florida,2013,15527750,12147079,19552860,9989240,9563620,8029986,7497764,6158702,5988377,0,0,0,576,4519,5095,2,26,28,0,0,0,315,935,1250,0,5,5,4,23,27,206,5197,5403,3674,29181,32855,0,0,0,0,1,1,2547,18183,20730
Florida,2012,15319646,12075844,19317568,9872388,9445180,7914287,7405359,6120609,5955235,0,0,0,589,4656,5245,2,44,46,0,0,0,572,6006,6578,0,8,8,7,20,27,1,9,10,3795,29866,33661,0,0,0,0,0,0,2610,18808,21418
Florida,2011,15064805,11920860,19057542,9734516,9323026,7787443,7277362,6039605,5881255,0,0,0,622,4833,5455,4,71,75,0,0,0,650,5725,6375,2,12,14,3,15,18,1,8,9,3964,30709,34673,0,0,0,2,0,2,2664,19760,22424
Florida,2010,14844082,11770156,18843326,9632568,9210758,7681e3,7163082,5971996,5798160,3,116,119,549,4379,4928,3,33,36,0,0,0,607,5565,6172,3,27,30,7,16,23,0,0,0,3639,29129,32768,0,0,0,2,2,4,2454,18756,21210
Florida,2009,14481613,11469445,18537969,9428709,9109260,7448300,7033313,5751115,5718330,NA,NA,NA,543,4803,5346,3,43,46,NA,NA,NA,769,6637,7406,26,175,201,NA,NA,NA,0,6,6,4131,33036,37167,NA,NA,NA,1,1,2,2777,21082,23859
Florida,2008,14319373,11338333,18328340,9331646,8996694,7374758,6944615,5697257,5641076,NA,NA,NA,478,4286,4764,1,41,42,NA,NA,NA,825,7038,7863,47,221,268,NA,NA,NA,0,9,9,4327,32950,37277,NA,NA,NA,0,2,2,2959,21074,24033
Florida,2007,14226790,1131e4,18251243,9286018,8965225,7325100,6901690,5680476,5629524,NA,NA,NA,353,3431,3784,0,20,20,NA,NA,NA,0,8,8,58,855,913,0,4,4,425,3633,4058,3218,25487,28705,NA,NA,NA,1,3,4,2250,16257,18507
Florida,2006,14078580,11225111,18089889,9215642,8874247,7265570,6813010,5641206,5583905,NA,NA,NA,453,4235,4688,NA,NA,NA,6,104,110,387,1232,1619,67,840,907,NA,NA,NA,236,5016,5252,3925,31673,35598,3,30,33,2,2,4,2713,19432,22145
Florida,2005,13332515,10626339,17363653,8878880,8484773,6921363,6411152,5405674,5220665,NA,NA,NA,428,4204,4632,6,80,86,11,96,107,461,6090,6551,23,187,210,NA,NA,NA,NA,5,NA,4296,38052,42348,NA,NA,NA,NA,1,NA,2463,18031,20494
Florida,2004,13008222,10350413,16957665,8716875,8240790,6778774,6229448,5290302,5060111,0,0,0,387,3968,4355,155,671,826,7,104,111,239,4659,4898,12,154,166,1,9,10,0,0,0,3702,33342,37044,2,23,25,0,4,4,2063,15272,17335
Florida,2003,12737441,10120019,16667245,8581299,8085946,6643544,6093897,5180173,4939846,0,0,0,374,3991,4365,88,393,481,6,76,82,195,4237,4432,5,39,44,0,7,7,0,0,0,3319,31466,34785,1,23,24,0,1,1,1817,13861,15678
Florida,2002,12453721,9883800,16342243,8411951,7930292,6517175,5936546,5070279,4813521,0,0,0,396,3717,4113,15,118,133,3,60,63,207,4183,4390,36,222,258,2,5,7,0,0,0,3095,30732,33827,1,35,36,1,1,2,1623,13125,14748
Florida,2001,12196801,9615245,16017780,8247388,7770392,6400800,5796001,4939562,4675683,0,0,0,354,3630,3984,1,92,93,1,68,69,233,4391,4624,38,274,312,1,9,10,0,0,0,3062,31057,34119,4,31,35,9,31,40,1533,12941,14474
Florida,2000,11994570,9397345,15587105,8020973,7566132,6267199,5727371,4805192,4592153,0,0,0,302,3572,3874,7,100,107,5,79,84,193,4248,4441,40,280,320,0,10,10,0,0,0,2872,31255,34127,2,47,49,3,16,19,1367,12503,13870
Florida,1999,11800885.1,9242397.2,15320684.8,7886769.4,7433915.4,6168487.4,5632397.7,4724993.5,4517403.7,NA,NA,NA,270,3553,3823,8,129,137,10,127,137,187,4322,4509,39,277,316,3,13,16,NA,NA,NA,2329,27742,30071,5,40,45,16,55,71,1204,11784,12988
Florida,1998,11607200.2,9087449.4,15054264.6,7752565.8,7301698.8,6069775.8,5537424.4,4644795,4442654.4,NA,NA,NA,273,3625,3898,6,154,160,NA,NA,NA,203,4413,4616,51,379,430,0,1,1,NA,NA,NA,1858,21047,22905,4,93,97,23,87,110,1237,11727,12964
Florida,1997,11413515.3,8932501.6,14787844.4,7618362.2,7169482.2,5971064.2,5442451.1,4564596.5,4367905.1,NA,NA,NA,296,3885,4181,3,131,134,NA,NA,NA,203,4500,4703,20,301,321,2,26,28,NA,NA,NA,1908,22952,24860,10,147,157,7,46,53,1295,13167,14462
Florida,1996,11219830.4,8777553.8,14521424.2,7484158.6,7037265.6,5872352.6,5347477.8,4484398,4293155.8,NA,NA,NA,310,3571,3881,4,68,72,NA,NA,NA,272,4111,4383,8,301,309,NA,NA,NA,NA,NA,NA,2214,22115,24329,4,152,156,5,16,21,1584,13466,15050
Florida,1995,11026145.5,8622606,14255004,7349955,6905049,5773641,5252504.5,4404199.5,4218406.5,NA,NA,NA,191,2590,2781,10,114,124,NA,NA,NA,417,4651,5068,0,0,0,NA,NA,NA,NA,NA,NA,1767,17859,19626,12,159,171,1,40,41,1098,9784,10882
Florida,1994,10832460.6,8467658.2,13988583.8,7215751.4,6772832.4,5674929.4,5157531.2,4324001,4143657.2,NA,NA,NA,109,1759,1868,7,218,225,NA,NA,NA,1884,14831,16715,55,472,527,NA,NA,NA,NA,NA,NA,2462,23161,25623,3,199,202,2,28,30,383,5094,5477
Florida,1993,10638775.7,8312710.4,13722163.6,7081547.8,6640615.8,5576217.8,5062557.9,4243802.5,4068907.9,NA,NA,NA,76,1633,1709,8,215,223,NA,NA,NA,1936,15700,17636,525,2219,2744,NA,NA,NA,NA,NA,NA,3055,24633,27688,6,190,196,2,3,5,319,4159,4478
Florida,1992,10445090.8,8157762.6,13455743.4,6947344.2,6508399.2,5477506.2,4967584.6,4163604,3994158.6,NA,NA,NA,66,1577,1643,8,182,190,NA,NA,NA,2186,17661,19847,854,4748,5602,NA,NA,NA,NA,NA,NA,3430,29442,32872,2,32,34,0,3,3,284,4504,4788
Florida,1991,10251405.9,8002814.8,13189323.2,6813140.6,6376182.6,5378794.6,4872611.3,4083405.5,3919409.3,NA,NA,NA,90,1953,2043,13,308,321,NA,NA,NA,2040,16943,18983,1051,5776,6827,NA,NA,NA,NA,NA,NA,3674,31615,35289,3,26,29,1,1,2,453,6186,6639
Florida,1990,10057721,7847867,12922903,6678937,6243966,5280083,4777638,4003207,3844660,NA,NA,NA,491,5032,5523,15,231,246,NA,NA,NA,2349,17688,20037,174,884,1058,NA,NA,NA,NA,NA,NA,4100,35055,39155,5,41,46,1,1,2,993,10229,11222
Florida,1989,9789654.9,7644042.3,12607470.7,6520065.3,6087405.4,5144216.7,4645438.2,3905668.3,3738374,NA,NA,NA,324,3654,3978,12,336,348,NA,NA,NA,1379,13758,15137,15,326,341,NA,NA,NA,NA,NA,NA,3695,36631,40326,1,30,31,1,3,4,1871,17162,19033
Florida,1988,9521588.8,7440217.6,12292038.4,6361193.6,5930844.8,5008350.4,4513238.4,3808129.6,3632088,NA,NA,NA,208,2077,2285,18,426,444,NA,NA,NA,752,7476,8228,16,364,380,NA,NA,NA,NA,NA,NA,2753,31582,34335,3,51,54,1,0,1,1643,19535,21178
Florida,1987,9253522.7,7236392.9,11976606.1,6202321.9,5774284.2,4872484.1,4381038.6,3710590.9,3525802,NA,NA,NA,223,1556,1779,30,676,706,NA,NA,NA,501,7275,7776,17,274,291,NA,NA,NA,NA,NA,NA,1996,25462,27458,3,70,73,0,3,3,1140,14146,15286
Florida,1986,8985456.6,7032568.2,11661173.8,6043450.2,5617723.6,4736617.8,4248838.8,3613052.2,3419516,NA,NA,NA,81,946,1027,67,1364,1431,NA,NA,NA,193,3180,3373,20,328,348,NA,NA,NA,NA,NA,NA,1071,16062,17133,4,98,102,0,1,1,657,9003,9660
Florida,1985,8717390.5,6828743.5,11345741.5,5884578.5,5461163,4600751.5,4116639,3515513.5,3313230,NA,NA,NA,70,1056,1126,191,1703,1894,NA,NA,NA,0,0,0,18,202,220,NA,NA,NA,NA,NA,NA,1002,13691,14693,1,27,28,1,12,13,690,9654,10344
Florida,1984,8449324.4,6624918.8,11030309.2,5725706.8,5304602.4,4464885.2,3984439.2,3417974.8,3206944,NA,NA,NA,72,916,988,165,2717,2882,NA,NA,NA,0,0,0,26,306,332,NA,NA,NA,NA,NA,NA,763,11610,12373,5,30,35,0,2,2,483,6950,7433
Florida,1983,8181258.3,6421094.1,10714876.9,5566835.1,5148041.8,4329018.9,3852239.4,3320436.1,3100658,NA,NA,NA,64,1160,1224,184,3924,4108,NA,NA,NA,0,0,0,21,386,407,221,4121,4342,NA,NA,NA,1063,18519,19582,5,53,58,1,2,3,535,7951,8486
Florida,1982,7913192.2,6217269.4,10399444.6,5407963.4,4991481.2,4193152.6,3720039.6,3222897.4,2994372,NA,NA,NA,69,830,899,188,3205,3393,NA,NA,NA,15,320,335,11,186,197,68,946,1014,0,0,0,651,10310,10961,0,0,0,2,3,5,269,3947,4216
Florida,1981,7645126.1,6013444.7,10084012.3,5249091.7,4834920.6,4057286.3,3587839.8,3125358.7,2888086,NA,NA,NA,62,552,614,188,3667,3855,NA,NA,NA,12,270,282,18,363,381,36,979,1015,33,951,984,515,10075,10590,0,0,0,1,4,5,156,2477,2633
Florida,1980,7377060,5809620,9768580,5090220,4678360,3921420,3455640,3027820,2781800,NA,NA,NA,43,344,387,226,4472,4698,NA,NA,NA,6,229,235,22,283,305,29,460,489,32,924,956,466,8965,9431,0,0,0,0,3,3,91,1520,1611
Florida,1979,7104164,5602528,9470802,4932068,4538734,3774808,3329356,2921498,2681030,NA,NA,NA,5,96,101,319,5657,5976,NA,NA,NA,0,3,3,3,56,59,30,472,502,104,1849,1953,558,9904,10462,0,0,0,0,4,4,70,1250,1320
Florida,1978,6831268,5395436,9173024,4773916,4399108,3628196,3203072,2815176,2580260,0,0,0,0,0,0,176,2893,3069,29,481,510,0,0,0,0,0,0,52,695,747,102,1686,1788,450,7291,7741,0,0,0,0,1,1,66,1087,1153
