state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Missouri,2016,4703576,3794795,6093e3,3093350,2999650,2422259,2281317,1912445,1882350,NA,NA,NA,3100,29123,32223,NA,NA,NA
Missouri,2015,4696210,3811896,6083672,3100719,2982953,2426191,2270019,1925822,1886074,NA,NA,NA,3100,29141,32241,NA,NA,NA
Missouri,2014,4671311,3808067,6063589,3091668,2971921,2413978,2257333,1926332,1881735,NA,NA,NA,2900,28773,31673,NA,NA,NA
Missouri,2013,4645397,3799537,6044171,3081854,2962317,2400636,2244761,1921089,1878448,NA,NA,NA,2837,28844,31681,NA,NA,NA
Missouri,2012,4621004,3801285,6021988,3071065,2950923,2391311,2229693,1924900,1876385,NA,NA,NA,2724,28662,31386,NA,NA,NA
Missouri,2011,4599862,3796549,6010688,3066021,2944667,2377125,2222737,1919676,1876873,NA,NA,NA,2724,28607,31331,NA,NA,NA
Missouri,2010,4579206,3785676,5996231,3064200,2932031,2374284,2204922,1917418,1868258,NA,NA,NA,2756,28667,31423,NA,NA,NA
Missouri,2009,4556338,3788356,5987580,3060821,2926759,2361893,2194445,1916797,1871559,NA,NA,NA,2756,28403,31159,NA,NA,NA
Missouri,2008,4499981,3750818,5911605,3026019,2885586,2340169,2159812,1901972,1848846,NA,NA,NA,3155,28141,31296,NA,NA,NA
Missouri,2007,4461852,3727675,5878415,3011497,2866918,2318313,2143539,1890155,1837520,NA,NA,NA,2425,28363,30788,NA,NA,NA
Missouri,2006,4412152,3673915,5842713,2991397,2851316,2294403,2117749,1863976,1809939,NA,NA,NA,2500,28297,30797,NA,NA,NA
Missouri,2005,4251865,3578420,5632603,2878899,2753704,2210022,2041843,1829602,1748818,NA,NA,NA,2425,28363,30788,NA,NA,NA
Missouri,2004,4214477,3542551,5587906,2874522,2713384,2196153,2018324,1810643,1731908,NA,NA,NA,2401,29791,32192,NA,NA,NA
Missouri,2003,4136522,3470964,5537884,2842486,2695398,2160569,1975953,1773591,1697373,NA,NA,NA,2411,29089,31500,NA,NA,NA
Missouri,2002,4123339,3457423,5506873,2847611,2659262,2161271,1962068,1773631,1683792,NA,NA,NA,2411,28169,30580,NA,NA,NA
Missouri,2001,4053988,3396237,5471085,2816975,2654110,2127290,1926698,1741398,1654839,NA,NA,NA,2273,26889,29162,NA,NA,NA
Missouri,2000,3976371,3311194,5449651,2789214,2660437,2085817,1890554,1700617,1610577,NA,NA,NA,2145,26353,28498,NA,NA,NA
Missouri,1999,3958270.1,3292867.6,5414878,2774403.3,2640474.7,2078003.4,1880266.7,1690470.1,1602397.5,NA,NA,NA,2145,25271,27416,NA,NA,NA
Missouri,1998,3940169.2,3274541.2,5380105,2759592.6,2620512.4,2070189.8,1869979.4,1680323.2,1594218,NA,NA,NA,NA,NA,26302,NA,NA,NA
Missouri,1997,3922068.3,3256214.8,5345332,2744781.9,2600550.1,2062376.2,1859692.1,1670176.3,1586038.5,NA,NA,NA,NA,NA,22317,NA,NA,NA
Missouri,1996,3903967.4,3237888.4,5310559,2729971.2,2580587.8,2054562.6,1849404.8,1660029.4,1577859,NA,NA,NA,NA,NA,20611,NA,NA,NA
Missouri,1995,3885866.5,3219562,5275786,2715160.5,2560625.5,2046749,1839117.5,1649882.5,1569679.5,NA,NA,NA,NA,NA,19132,NA,NA,NA
Missouri,1994,3867765.6,3201235.6,5241013,2700349.8,2540663.2,2038935.4,1828830.2,1639735.6,1561500,NA,NA,NA,NA,NA,18162,NA,NA,NA
Missouri,1993,3849664.7,3182909.2,5206240,2685539.1,2520700.9,2031121.8,1818542.9,1629588.7,1553320.5,NA,NA,NA,NA,NA,15832,NA,NA,15911
Missouri,1992,3831563.8,3164582.8,5171467,2670728.4,2500738.6,2023308.2,1808255.6,1619441.8,1545141,NA,NA,NA,NA,NA,16187,NA,NA,15630
Missouri,1991,3813462.9,3146256.4,5136694,2655917.7,2480776.3,2015494.6,1797968.3,1609294.9,1536961.5,NA,NA,NA,NA,NA,15411,NA,NA,15056
Missouri,1990,3795362,3127930,5101921,2641107,2460814,2007681,1787681,1599148,1528782,NA,NA,NA,NA,NA,14893,NA,NA,14822
Missouri,1989,3770683.8,3109289,5083004.9,2632508.3,2450496.6,1995790.9,1774892.9,1591273.2,1518015.8,NA,NA,NA,NA,NA,15121,NA,NA,15121
Missouri,1988,3746005.6,3090648,5064088.8,2623909.6,2440179.2,1983900.8,1762104.8,1583398.4,1507249.6,NA,NA,NA,NA,NA,12800,NA,NA,NA
Missouri,1987,3721327.4,3072007,5045172.7,2615310.9,2429861.8,1972010.7,1749316.7,1575523.6,1496483.4,NA,NA,NA,NA,NA,11357,NA,NA,NA
Missouri,1986,3696649.2,3053366,5026256.6,2606712.2,2419544.4,1960120.6,1736528.6,1567648.8,1485717.2,NA,NA,NA,NA,NA,11588,NA,NA,NA
Missouri,1985,3671971,3034725,5007340.5,2598113.5,2409227,1948230.5,1723740.5,1559774,1474951,NA,NA,NA,NA,NA,10191,NA,NA,NA
Missouri,1984,3647292.8,3016084,4988424.4,2589514.8,2398909.6,1936340.4,1710952.4,1551899.2,1464184.8,NA,NA,NA,NA,NA,8833,NA,NA,NA
Missouri,1983,3622614.6,2997443,4969508.3,2580916.1,2388592.2,1924450.3,1698164.3,1544024.4,1453418.6,NA,NA,NA,NA,NA,8855,NA,NA,NA
