state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Ohio,2016,9007798,7256258,11614373,5916782,5697591,4646129,4361669,3652007,3604251,0,0,0,NA,NA,NA,332,332,5927,6259,5927,0,0,0,6259,4262,41654,45916,0,0,0,4594,47581,52175
Ohio,2015,8990472,7285422,11613423,5927762,5685661,4650254,4340218,3682828,3602594,0,0,0,NA,NA,NA,213,213,5837,6050,5837,0,0,0,6050,4217,41966,46183,0,0,0,4430,47803,52233
Ohio,2014,8960023,7291280,11594163,5914477,5679686,4633724,4326299,3677577,3613703,0,0,0,NA,NA,NA,117,117,5253,5370,5253,0,0,0,5370,4091,42058,46149,0,0,0,4208,47311,51519
Ohio,2013,8928373,7314167,11570808,5915372,5655436,4621997,4306376,3696276,3617891,0,0,0,NA,NA,NA,128,128,5359,5487,5359,0,0,0,5487,4022,42220,46242,0,0,0,4150,47579,51729
Ohio,2012,8892056,7320406,11544225,5909185,5635040,4610639,4281417,3705936,3614470,0,0,0,NA,NA,NA,109,109,5234,5343,5234,0,0,0,5343,3759,41774,45533,0,0,0,3868,47008,50876
Ohio,2011,8858876,7309982,11544951,5902189,5642762,4592349,4266527,3694669,3615313,0,0,0,NA,NA,NA,91,91,2913,3004,2913,0,0,0,3004,3812,44148,47960,0,0,0,3903,47061,50964
Ohio,2010,8817345,7291841,11536182,5903619,5632563,4572775,4244570,3689020,3602821,0,0,0,NA,NA,NA,104,104,2934,3038,2934,0,0,0,3038,3888,44786,48674,0,0,0,3992,47720,51712
Ohio,2009,8829355,7328849,11542645,5915287,5627358,4582432,4246923,3698320,3630529,0,0,0,NA,NA,NA,0,0,2195,2195,2195,0,0,0,2195,3989,45422,49411,NA,NA,NA,3989,47617,51606
Ohio,2008,8750083,7288692,11485910,5885902,5600008,4539121,4210962,3675992,3612700,0,0,0,NA,NA,NA,0,0,2133,2133,2133,0,0,0,2133,3913,45640,49553,NA,NA,NA,3913,47773,51686
Ohio,2007,8726992,7282406,11466917,5877307,5589610,4536213,4190779,3682812,3599594,0,0,0,NA,NA,NA,0,0,2138,2138,2138,0,0,0,2138,3822,44771,48593,NA,NA,NA,3822,46909,50731
Ohio,2006,8695512,7265029,11478006,5884983,5593023,4515315,4180197,3666784,3598245,0,0,0,NA,NA,NA,0,0,2080,2080,2080,0,0,0,2080,3701,43385,47086,NA,NA,NA,3701,45465,49166
Ohio,2005,8405709,7061024,11146050,5721926,5424124,4384055,4021654,3594707,3466317,0,0,0,NA,NA,NA,0,0,2075,2075,2075,0,0,0,2075,3260,40519,43779,0,0,0,3260,42594,45854
Ohio,2004,8397018,7060876,11172251,5735109,5437142,4375872,4021146,3598076,3462800,0,0,0,NA,NA,NA,0,0,1929,1929,1929,0,0,0,1929,3185,39692,42877,0,0,0,3185,41621,44806
Ohio,2003,8313492,6980600,11131980,5731640,5400340,4360079,3953413,3577580,3403020,0,0,0,NA,NA,NA,0,0,1901,1901,1901,0,0,0,1901,2897,39980,42877,0,0,0,2897,41881,44778
Ohio,2002,8255118,6904082,11106524,5730149,5376375,4331842,3923276,3541697,3362385,0,0,0,NA,NA,NA,0,0,1927,1927,1927,0,0,0,1927,2929,40790,43719,NA,NA,NA,2929,42717,45646
Ohio,2001,8331665,6994432,11066289,5711097,5355192,4380290,3951375,3590428,3404004,0,0,0,NA,NA,NA,0,0,1924,1924,1924,0,0,0,1924,2829,40528,43357,NA,NA,NA,2829,42452,45281
Ohio,2000,8181891,6834334,11052389,5721491,5330898,4309578,3872313,3516925,3317409,0,0,0,NA,NA,NA,0,0,1918,1918,1918,0,0,0,1918,2808,41107,43915,NA,NA,NA,2808,43025,45833
Ohio,1999,8166966.6,6823433.7,11030378.5,5710444.1,5319934.4,4303565,3863401.6,3510631.3,3312802.4,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,2841,44001,46842,0,0,0,2841,44001,46842
Ohio,1998,8152042.2,6812533.4,11008368,5699397.2,5308970.8,4297552,3854490.2,3504337.6,3308195.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912,45538,48450
Ohio,1997,8137117.8,6801633.1,10986357.5,5688350.3,5298007.2,4291539,3845578.8,3498043.9,3303589.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842,45174,48016
Ohio,1996,8122193.4,6790732.8,10964347,5677303.4,5287043.6,4285526,3836667.4,3491750.2,3298982.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805,43369,46174
Ohio,1995,8107269,6779832.5,10942336.5,5666256.5,5276080,4279513,3827756,3485456.5,3294376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2793,41870,44663
Ohio,1994,8092344.6,6768932.2,10920326,5655209.6,5265116.4,4273500,3818844.6,3479162.8,3289769.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595,39313,41908
Ohio,1993,8077420.2,6758031.9,10898315.5,5644162.7,5254152.8,4267487,3809933.2,3472869.1,3285162.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584,38057,40641
Ohio,1992,8062495.8,6747131.6,10876305,5633115.8,5243189.2,4261474,3801021.8,3466575.4,3280556.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2419,35959,38378
Ohio,1991,8047571.4,6736231.3,10854294.5,5622068.9,5232225.6,4255461,3792110.4,3460281.7,3275949.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293,33451,35744
Ohio,1990,8032647,6725331,10832284,5611022,5221262,4249448,3783199,3453988,3271343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,29875,31822
Ohio,1989,7998444.3,6713783.9,10829131.6,5608037.8,5221093.8,4231147.2,3767297.1,3449421.2,3264362.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,28543,30538
