state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,asymptomatic_hiv_positive_female,asymptomatic_hiv_positive_male,asymptomatic_hiv_positive_total,confirmed_to_have_aids_female,confirmed_to_have_aids_male,confirmed_to_have_aids_total,infected_with_lesser_forms_of_symptomatic_hiv_disease_female,infected_with_lesser_forms_of_symptomatic_hiv_disease_male,infected_with_lesser_forms_of_symptomatic_hiv_disease_total,total_in_custody_hiv_positive_or_with_aids_female,total_in_custody_hiv_positive_or_with_aids_male,total_in_custody_hiv_positive_or_with_aids_total
Florida,2016,16469863,12643937,20612439,10539818,10072621,8519783,7950080,6407821,6236116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,2015,16169195,12477531,20271272,10382856,9888416,8367041,7802154,6331651,6145880,217,2354,2571,NA,NA,NA,NA,NA,NA,217,2354,2571
Florida,2014,15841290,12295546,19893297,10168487,9724810,8192489,7648801,6233737,6061809,224,2332,2556,NA,NA,NA,NA,NA,NA,224,2332,2556
Florida,2013,15527750,12147079,19552860,9989240,9563620,8029986,7497764,6158702,5988377,247,2588,2835,NA,NA,NA,NA,NA,NA,247,2588,2835
Florida,2012,15319646,12075844,19317568,9872388,9445180,7914287,7405359,6120609,5955235,226,2357,2583,NA,NA,NA,NA,NA,NA,226,2357,2583
Florida,2011,15064805,11920860,19057542,9734516,9323026,7787443,7277362,6039605,5881255,244,2435,2679,NA,NA,NA,NA,NA,NA,244,2435,2679
Florida,2010,14844082,11770156,18843326,9632568,9210758,7681e3,7163082,5971996,5798160,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,2636,2920
Florida,2009,14481613,11469445,18537969,9428709,9109260,7448300,7033313,5751115,5718330,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,2749,3082
Florida,2008,14319373,11338333,18328340,9331646,8996694,7374758,6944615,5697257,5641076,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,2918,3250
Florida,2007,14226790,1131e4,18251243,9286018,8965225,7325100,6901690,5680476,5629524,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,2820,3136
Florida,2006,14078580,11225111,18089889,9215642,8874247,7265570,6813010,5641206,5583905,NA,NA,NA,NA,NA,454,NA,NA,NA,371,3041,3412
Florida,2005,13332515,10626339,17363653,8878880,8484773,6921363,6411152,5405674,5220665,NA,NA,NA,12,633,645,330,2421,2751,342,3054,3396
Florida,2004,13008222,10350413,16957665,8716875,8240790,6778774,6229448,5290302,5060111,316,2213,2529,23,698,721,NA,NA,NA,339,2911,3250
Florida,2003,12737441,10120019,16667245,8581299,8085946,6643544,6093897,5180173,4939846,349,2052,2401,19,692,711,NA,NA,NA,368,2744,3112
Florida,2002,12453721,9883800,16342243,8411951,7930292,6517175,5936546,5070279,4813521,322,2006,2328,18,502,520,NA,NA,NA,340,2508,2848
Florida,2001,12196801,9615245,16017780,8247388,7770392,6400800,5796001,4939562,4675683,363,1562,1925,36,641,677,NA,NA,NA,399,2203,2602
Florida,2000,11994570,9397345,15587105,8020973,7566132,6267199,5727371,4805192,4592153,312,1560,1872,59,709,768,NA,NA,NA,371,2269,2640
Florida,1999,11800885.1,9242397.2,15320684.8,7886769.4,7433915.4,6168487.4,5632397.7,4724993.5,4517403.7,156,1673,1829,38,766,804,NA,NA,NA,194,2439,2633
Florida,1998,11607200.2,9087449.4,15054264.6,7752565.8,7301698.8,6069775.8,5537424.4,4644795,4442654.4,NA,NA,1681,NA,NA,780,NA,NA,NA,254,2207,2461
Florida,1997,11413515.3,8932501.6,14787844.4,7618362.2,7169482.2,5971064.2,5442451.1,4564596.5,4367905.1,NA,NA,1499,NA,NA,826,NA,NA,NA,243,2082,2325
Florida,1996,11219830.4,8777553.8,14521424.2,7484158.6,7037265.6,5872352.6,5347477.8,4484398,4293155.8,NA,NA,1279,NA,NA,873,NA,NA,NA,223,1929,2152
Florida,1995,11026145.5,8622606,14255004,7349955,6905049,5773641,5252504.5,4404199.5,4218406.5,NA,NA,1501,NA,NA,692,NA,NA,NA,222,1971,2193
Florida,1994,10832460.6,8467658.2,13988583.8,7215751.4,6772832.4,5674929.4,5157531.2,4324001,4143657.2,NA,NA,1367,NA,NA,619,NA,NA,NA,187,1799,1986
Florida,1993,10638775.7,8312710.4,13722163.6,7081547.8,6640615.8,5576217.8,5062557.9,4243802.5,4068907.9,NA,NA,1345,NA,NA,435,NA,NA,NA,161,1619,1780
Florida,1992,10445090.8,8157762.6,13455743.4,6947344.2,6508399.2,5477506.2,4967584.6,4163604,3994158.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616
Florida,1991,10251405.9,8002814.8,13189323.2,6813140.6,6376182.6,5378794.6,4872611.3,4083405.5,3919409.3,NA,NA,1015,NA,NA,90,NA,NA,0,NA,NA,1105
