year,state,total_releases,aggravated_or_simple_assault_total_total_releases,burglary_total_total_releases,drugs_total_total_releases,fraud_total_total_releases,motor_vehicle_theft_total_total_releases,murder_total_total_releases,negligent_manslaughter_total_total_releases,other_property_offenses_total_total_releases,other_unknown_total_total_releases,other_violent_offenses_total_total_releases,public_order_total_total_releases,rape_or_sexual_assault_total_total_releases,robbery_total_total_releases,theft_total_total_releases,aggravated_or_simple_assault_total_female_releases,aggravated_or_simple_assault_total_male_releases,burglary_total_female_releases,burglary_total_male_releases,drugs_total_female_releases,drugs_total_male_releases,fraud_total_female_releases,fraud_total_male_releases,motor_vehicle_theft_total_female_releases,motor_vehicle_theft_total_male_releases,murder_total_female_releases,murder_total_male_releases,negligent_manslaughter_total_female_releases,negligent_manslaughter_total_male_releases,other_property_offenses_total_female_releases,other_property_offenses_total_male_releases,other_unknown_total_female_releases,other_unknown_total_male_releases,other_violent_offenses_total_female_releases,other_violent_offenses_total_male_releases,public_order_total_female_releases,public_order_total_male_releases,rape_or_sexual_assault_total_female_releases,rape_or_sexual_assault_total_male_releases,robbery_total_female_releases,robbery_total_male_releases,theft_total_female_releases,theft_total_male_releases,aggravated_or_simple_assault_black_total_releases,aggravated_or_simple_assault_hispanic_total_releases,aggravated_or_simple_assault_other_or_unknown_total_releases,aggravated_or_simple_assault_white_total_releases,burglary_black_total_releases,burglary_hispanic_total_releases,burglary_other_or_unknown_total_releases,burglary_white_total_releases,drugs_black_total_releases,drugs_hispanic_total_releases,drugs_other_or_unknown_total_releases,drugs_white_total_releases,fraud_black_total_releases,fraud_hispanic_total_releases,fraud_other_or_unknown_total_releases,fraud_white_total_releases,motor_vehicle_theft_black_total_releases,motor_vehicle_theft_hispanic_total_releases,motor_vehicle_theft_other_or_unknown_total_releases,motor_vehicle_theft_white_total_releases,murder_black_total_releases,murder_hispanic_total_releases,murder_other_or_unknown_total_releases,murder_white_total_releases,negligent_manslaughter_black_total_releases,negligent_manslaughter_hispanic_total_releases,negligent_manslaughter_other_or_unknown_total_releases,negligent_manslaughter_white_total_releases,other_property_offenses_black_total_releases,other_property_offenses_hispanic_total_releases,other_property_offenses_other_or_unknown_total_releases,other_property_offenses_white_total_releases,other_unknown_black_total_releases,other_unknown_hispanic_total_releases,other_unknown_other_or_unknown_total_releases,other_unknown_white_total_releases,other_violent_offenses_black_total_releases,other_violent_offenses_hispanic_total_releases,other_violent_offenses_other_or_unknown_total_releases,other_violent_offenses_white_total_releases,public_order_black_total_releases,public_order_hispanic_total_releases,public_order_other_or_unknown_total_releases,public_order_white_total_releases,rape_or_sexual_assault_black_total_releases,rape_or_sexual_assault_hispanic_total_releases,rape_or_sexual_assault_other_or_unknown_total_releases,rape_or_sexual_assault_white_total_releases,robbery_black_total_releases,robbery_hispanic_total_releases,robbery_other_or_unknown_total_releases,robbery_white_total_releases,theft_black_total_releases,theft_hispanic_total_releases,theft_other_or_unknown_total_releases,theft_white_total_releases,aggravated_or_simple_assault_black_female_releases,aggravated_or_simple_assault_black_male_releases,aggravated_or_simple_assault_hispanic_female_releases,aggravated_or_simple_assault_hispanic_male_releases,aggravated_or_simple_assault_other_or_unknown_female_releases,aggravated_or_simple_assault_other_or_unknown_male_releases,aggravated_or_simple_assault_white_female_releases,aggravated_or_simple_assault_white_male_releases,burglary_black_female_releases,burglary_black_male_releases,burglary_hispanic_female_releases,burglary_hispanic_male_releases,burglary_other_or_unknown_female_releases,burglary_other_or_unknown_male_releases,burglary_white_female_releases,burglary_white_male_releases,drugs_black_female_releases,drugs_black_male_releases,drugs_hispanic_female_releases,drugs_hispanic_male_releases,drugs_other_or_unknown_female_releases,drugs_other_or_unknown_male_releases,drugs_white_female_releases,drugs_white_male_releases,fraud_black_female_releases,fraud_black_male_releases,fraud_hispanic_female_releases,fraud_hispanic_male_releases,fraud_other_or_unknown_female_releases,fraud_other_or_unknown_male_releases,fraud_white_female_releases,fraud_white_male_releases,motor_vehicle_theft_black_female_releases,motor_vehicle_theft_black_male_releases,motor_vehicle_theft_hispanic_female_releases,motor_vehicle_theft_hispanic_male_releases,motor_vehicle_theft_other_or_unknown_female_releases,motor_vehicle_theft_other_or_unknown_male_releases,motor_vehicle_theft_white_female_releases,motor_vehicle_theft_white_male_releases,murder_black_female_releases,murder_black_male_releases,murder_hispanic_female_releases,murder_hispanic_male_releases,murder_other_or_unknown_female_releases,murder_other_or_unknown_male_releases,murder_white_female_releases,murder_white_male_releases,negligent_manslaughter_black_female_releases,negligent_manslaughter_black_male_releases,negligent_manslaughter_hispanic_female_releases,negligent_manslaughter_hispanic_male_releases,negligent_manslaughter_other_or_unknown_female_releases,negligent_manslaughter_other_or_unknown_male_releases,negligent_manslaughter_white_female_releases,negligent_manslaughter_white_male_releases,other_property_offenses_black_female_releases,other_property_offenses_black_male_releases,other_property_offenses_hispanic_female_releases,other_property_offenses_hispanic_male_releases,other_property_offenses_other_or_unknown_female_releases,other_property_offenses_other_or_unknown_male_releases,other_property_offenses_white_female_releases,other_property_offenses_white_male_releases,other_unknown_black_female_releases,other_unknown_black_male_releases,other_unknown_hispanic_female_releases,other_unknown_hispanic_male_releases,other_unknown_other_or_unknown_female_releases,other_unknown_other_or_unknown_male_releases,other_unknown_white_female_releases,other_unknown_white_male_releases,other_violent_offenses_black_female_releases,other_violent_offenses_black_male_releases,other_violent_offenses_hispanic_female_releases,other_violent_offenses_hispanic_male_releases,other_violent_offenses_other_or_unknown_female_releases,other_violent_offenses_other_or_unknown_male_releases,other_violent_offenses_white_female_releases,other_violent_offenses_white_male_releases,public_order_black_female_releases,public_order_black_male_releases,public_order_hispanic_female_releases,public_order_hispanic_male_releases,public_order_other_or_unknown_female_releases,public_order_other_or_unknown_male_releases,public_order_white_female_releases,public_order_white_male_releases,rape_or_sexual_assault_black_female_releases,rape_or_sexual_assault_black_male_releases,rape_or_sexual_assault_hispanic_female_releases,rape_or_sexual_assault_hispanic_male_releases,rape_or_sexual_assault_other_or_unknown_female_releases,rape_or_sexual_assault_other_or_unknown_male_releases,rape_or_sexual_assault_white_female_releases,rape_or_sexual_assault_white_male_releases,robbery_black_female_releases,robbery_black_male_releases,robbery_hispanic_female_releases,robbery_hispanic_male_releases,robbery_other_or_unknown_female_releases,robbery_other_or_unknown_male_releases,robbery_white_female_releases,robbery_white_male_releases,theft_black_female_releases,theft_black_male_releases,theft_hispanic_female_releases,theft_hispanic_male_releases,theft_other_or_unknown_female_releases,theft_other_or_unknown_male_releases,theft_white_female_releases,theft_white_male_releases
1991,Tennessee,7974,554,1648,1397,431,11,240,49,258,1447,84,175,241,956,483,36,518,44,1604,157,1240,83,348,1,10,19,221,4,45,19,239,262,1185,6,78,9,166,3,238,50,906,57,426,NA,NA,554,NA,NA,NA,1648,NA,NA,NA,1397,NA,NA,NA,431,NA,NA,NA,11,NA,NA,NA,240,NA,NA,NA,49,NA,NA,NA,258,NA,NA,NA,1447,NA,NA,NA,84,NA,NA,NA,175,NA,NA,NA,241,NA,NA,NA,956,NA,NA,NA,483,NA,NA,NA,NA,NA,36,518,NA,NA,NA,NA,NA,NA,44,1604,NA,NA,NA,NA,NA,NA,157,1240,NA,NA,NA,NA,NA,NA,83,348,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,19,221,NA,NA,NA,NA,NA,NA,4,45,NA,NA,NA,NA,NA,NA,19,239,NA,NA,NA,NA,NA,NA,262,1185,NA,NA,NA,NA,NA,NA,6,78,NA,NA,NA,NA,NA,NA,9,166,NA,NA,NA,NA,NA,NA,3,238,NA,NA,NA,NA,NA,NA,50,906,NA,NA,NA,NA,NA,NA,57,426,NA,NA
1992,Tennessee,9851,717,2155,2870,580,10,258,49,234,173,141,177,329,1192,966,41,676,72,2083,272,2598,122,458,NA,10,10,248,8,41,20,214,10,163,8,133,15,162,NA,329,57,1135,104,862,NA,NA,717,NA,NA,NA,2155,NA,NA,NA,2870,NA,NA,NA,580,NA,NA,NA,10,NA,NA,NA,258,NA,NA,NA,49,NA,NA,NA,234,NA,NA,NA,173,NA,NA,NA,141,NA,NA,NA,177,NA,NA,NA,329,NA,NA,NA,1192,NA,NA,NA,966,NA,NA,NA,NA,NA,41,676,NA,NA,NA,NA,NA,NA,72,2083,NA,NA,NA,NA,NA,NA,272,2598,NA,NA,NA,NA,NA,NA,122,458,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,10,248,NA,NA,NA,NA,NA,NA,8,41,NA,NA,NA,NA,NA,NA,20,214,NA,NA,NA,NA,NA,NA,10,163,NA,NA,NA,NA,NA,NA,8,133,NA,NA,NA,NA,NA,NA,15,162,NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,57,1135,NA,NA,NA,NA,NA,NA,104,862,NA,NA
1993,Tennessee,10257,823,2121,2594,756,6,218,36,189,230,247,196,391,1142,1308,49,774,58,2063,286,2308,137,619,NA,6,18,200,3,33,12,177,25,205,18,229,9,187,6,385,68,1074,138,1170,NA,NA,823,NA,NA,NA,2121,NA,NA,NA,2594,NA,NA,NA,756,NA,NA,NA,6,NA,NA,NA,218,NA,NA,NA,36,NA,NA,NA,189,NA,NA,NA,230,NA,NA,NA,247,NA,NA,NA,196,NA,NA,NA,391,NA,NA,NA,1142,NA,NA,NA,1308,NA,NA,NA,NA,NA,49,774,NA,NA,NA,NA,NA,NA,58,2063,NA,NA,NA,NA,NA,NA,286,2308,NA,NA,NA,NA,NA,NA,137,619,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,18,200,NA,NA,NA,NA,NA,NA,3,33,NA,NA,NA,NA,NA,NA,12,177,NA,NA,NA,NA,NA,NA,25,205,NA,NA,NA,NA,NA,NA,18,229,NA,NA,NA,NA,NA,NA,9,187,NA,NA,NA,NA,NA,NA,6,385,NA,NA,NA,NA,NA,NA,68,1074,NA,NA,NA,NA,NA,NA,138,1170,NA,NA
1994,Tennessee,9774,754,1910,2220,851,3,183,47,158,455,265,240,388,961,1339,47,707,80,1830,266,1954,160,691,NA,3,10,173,1,46,16,142,66,389,18,247,26,214,3,385,58,903,155,1184,NA,NA,754,NA,NA,NA,1910,NA,NA,NA,2220,NA,NA,NA,851,NA,NA,NA,3,NA,NA,NA,183,NA,NA,NA,47,NA,NA,NA,158,NA,NA,NA,455,NA,NA,NA,265,NA,NA,NA,240,NA,NA,NA,388,NA,NA,NA,961,NA,NA,NA,1339,NA,NA,NA,NA,NA,47,707,NA,NA,NA,NA,NA,NA,80,1830,NA,NA,NA,NA,NA,NA,266,1954,NA,NA,NA,NA,NA,NA,160,691,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,173,NA,NA,NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,16,142,NA,NA,NA,NA,NA,NA,66,389,NA,NA,NA,NA,NA,NA,18,247,NA,NA,NA,NA,NA,NA,26,214,NA,NA,NA,NA,NA,NA,3,385,NA,NA,NA,NA,NA,NA,58,903,NA,NA,NA,NA,NA,NA,155,1184,NA,NA
1995,Tennessee,12092,999,2276,2757,1035,9,232,42,176,558,335,285,458,1375,1555,53,946,93,2183,339,2418,219,816,NA,9,12,220,4,38,18,158,75,483,16,319,26,259,3,455,87,1288,211,1344,NA,NA,999,NA,NA,NA,2276,NA,NA,NA,2757,NA,NA,NA,1035,NA,NA,NA,9,NA,NA,NA,232,NA,NA,NA,42,NA,NA,NA,176,NA,NA,NA,558,NA,NA,NA,335,NA,NA,NA,285,NA,NA,NA,458,NA,NA,NA,1375,NA,NA,NA,1555,NA,NA,NA,NA,NA,53,946,NA,NA,NA,NA,NA,NA,93,2183,NA,NA,NA,NA,NA,NA,339,2418,NA,NA,NA,NA,NA,NA,219,816,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,12,220,NA,NA,NA,NA,NA,NA,4,38,NA,NA,NA,NA,NA,NA,18,158,NA,NA,NA,NA,NA,NA,75,483,NA,NA,NA,NA,NA,NA,16,319,NA,NA,NA,NA,NA,NA,26,259,NA,NA,NA,NA,NA,NA,3,455,NA,NA,NA,NA,NA,NA,87,1288,NA,NA,NA,NA,NA,NA,211,1344,NA,NA
1996,Tennessee,14335,1203,2551,3543,1314,16,241,45,175,458,377,445,550,1594,1823,88,1115,127,2424,450,3093,270,1044,1,15,21,220,3,42,21,154,65,393,24,353,42,403,10,540,77,1517,262,1561,NA,NA,1203,NA,NA,NA,2551,NA,NA,NA,3543,NA,NA,NA,1314,NA,NA,NA,16,NA,NA,NA,241,NA,NA,NA,45,NA,NA,NA,175,NA,NA,NA,458,NA,NA,NA,377,NA,NA,NA,445,NA,NA,NA,550,NA,NA,NA,1594,NA,NA,NA,1823,NA,NA,NA,NA,NA,88,1115,NA,NA,NA,NA,NA,NA,127,2424,NA,NA,NA,NA,NA,NA,450,3093,NA,NA,NA,NA,NA,NA,270,1044,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA,21,220,NA,NA,NA,NA,NA,NA,3,42,NA,NA,NA,NA,NA,NA,21,154,NA,NA,NA,NA,NA,NA,65,393,NA,NA,NA,NA,NA,NA,24,353,NA,NA,NA,NA,NA,NA,42,403,NA,NA,NA,NA,NA,NA,10,540,NA,NA,NA,NA,NA,NA,77,1517,NA,NA,NA,NA,NA,NA,262,1561,NA,NA
1997,Tennessee,15199,1286,2565,3795,1442,1,249,28,153,557,452,428,618,1619,2006,103,1183,143,2422,513,3282,314,1128,NA,1,18,231,2,26,11,142,83,474,36,416,45,383,11,607,100,1519,251,1755,NA,NA,1286,NA,NA,NA,2565,NA,NA,NA,3795,NA,NA,NA,1442,NA,NA,NA,1,NA,NA,NA,249,NA,NA,NA,28,NA,NA,NA,153,NA,NA,NA,557,NA,NA,NA,452,NA,NA,NA,428,NA,NA,NA,618,NA,NA,NA,1619,NA,NA,NA,2006,NA,NA,NA,NA,NA,103,1183,NA,NA,NA,NA,NA,NA,143,2422,NA,NA,NA,NA,NA,NA,513,3282,NA,NA,NA,NA,NA,NA,314,1128,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,18,231,NA,NA,NA,NA,NA,NA,2,26,NA,NA,NA,NA,NA,NA,11,142,NA,NA,NA,NA,NA,NA,83,474,NA,NA,NA,NA,NA,NA,36,416,NA,NA,NA,NA,NA,NA,45,383,NA,NA,NA,NA,NA,NA,11,607,NA,NA,NA,NA,NA,NA,100,1519,NA,NA,NA,NA,NA,NA,251,1755,NA,NA
1998,Tennessee,15003,1290,2401,3729,1503,3,229,45,177,515,436,589,595,1512,1979,102,1188,133,2268,586,3143,315,1188,NA,3,20,209,5,40,21,156,75,440,43,393,69,520,7,588,87,1425,312,1667,NA,NA,1290,NA,NA,NA,2401,NA,NA,NA,3729,NA,NA,NA,1503,NA,NA,NA,3,NA,NA,NA,229,NA,NA,NA,45,NA,NA,NA,177,NA,NA,NA,515,NA,NA,NA,436,NA,NA,NA,589,NA,NA,NA,595,NA,NA,NA,1512,NA,NA,NA,1979,NA,NA,NA,NA,NA,102,1188,NA,NA,NA,NA,NA,NA,133,2268,NA,NA,NA,NA,NA,NA,586,3143,NA,NA,NA,NA,NA,NA,315,1188,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,20,209,NA,NA,NA,NA,NA,NA,5,40,NA,NA,NA,NA,NA,NA,21,156,NA,NA,NA,NA,NA,NA,75,440,NA,NA,NA,NA,NA,NA,43,393,NA,NA,NA,NA,NA,NA,69,520,NA,NA,NA,NA,NA,NA,7,588,NA,NA,NA,NA,NA,NA,87,1425,NA,NA,NA,NA,NA,NA,312,1667,NA,NA
1999,Tennessee,12862,1040,2144,3489,1297,2,241,31,156,126,254,500,445,1351,1786,88,952,132,2012,491,2998,282,1015,NA,2,15,226,5,26,17,139,12,114,34,220,56,444,3,442,90,1261,231,1555,617,10,2,411,823,6,3,1312,2639,25,6,819,526,5,1,765,1,NA,NA,1,137,NA,1,103,8,1,NA,22,48,2,1,105,61,1,NA,64,123,9,NA,122,182,3,NA,315,155,5,1,284,960,4,1,386,833,7,3,943,54,563,NA,10,NA,2,34,377,31,792,NA,6,NA,3,101,1211,285,2354,2,23,1,5,203,616,97,429,NA,5,1,NA,184,581,NA,1,NA,NA,NA,NA,NA,1,6,131,NA,NA,NA,1,9,94,2,6,NA,1,NA,NA,3,19,10,38,1,1,NA,1,6,99,2,59,NA,1,NA,NA,10,54,14,109,1,8,NA,NA,19,103,11,171,NA,3,NA,NA,45,270,1,154,NA,5,NA,1,2,282,49,911,1,3,NA,1,40,346,88,745,NA,7,NA,3,143,800
2e3,Tennessee,13184,1068,2050,3612,1322,2,269,24,167,16,284,581,441,1490,1858,76,992,131,1919,453,3159,282,1040,NA,2,16,253,4,20,14,153,5,11,34,250,54,527,5,436,80,1410,237,1621,619,16,2,431,790,8,5,1247,2720,45,3,844,563,3,1,755,2,NA,NA,NA,132,NA,1,136,5,NA,NA,19,53,1,NA,113,7,NA,NA,9,132,3,1,148,208,2,1,370,165,8,2,266,1036,10,4,440,845,7,5,1001,47,572,NA,16,NA,2,29,402,27,763,NA,8,1,4,103,1144,272,2448,1,44,1,2,179,665,92,471,NA,3,NA,1,190,565,NA,2,NA,NA,NA,NA,NA,NA,5,127,NA,NA,NA,1,11,125,2,3,NA,NA,NA,NA,2,17,6,47,NA,1,NA,NA,8,105,2,5,NA,NA,NA,NA,3,6,16,116,NA,3,NA,1,18,130,11,197,NA,2,NA,1,43,327,2,163,NA,8,NA,2,3,263,38,998,NA,10,NA,4,42,398,90,755,NA,7,NA,5,147,854
