state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_release_female,awol_release_male,awol_release_total,conditional_release_probations_female,conditional_release_probations_male,conditional_release_probations_total,discretionary_parole_female,discretionary_parole_male,discretionary_parole_total,escape_from_confinement_female,escape_from_confinement_male,escape_from_confinement_total,other_conditional_release_female,other_conditional_release_male,other_conditional_release_total,other_unconditional_release_female,other_unconditional_release_male,other_unconditional_release_total,release_to_appeal_or_bond_female,release_to_appeal_or_bond_male,release_to_appeal_or_bond_total,supervised_mandatory_release_female,supervised_mandatory_release_male,supervised_mandatory_release_total,total_releases_female,total_releases_male,total_releases_total,transfers_to_other_jurisdictions_female,transfers_to_other_jurisdictions_male,transfers_to_other_jurisdictions_total,unconditional_release_commutations_female,unconditional_release_commutations_male,unconditional_release_commutations_total,unconditional_release_expirations_of_sentence_female,unconditional_release_expirations_of_sentence_male,unconditional_release_expirations_of_sentence_total
Maine,2016,1074700,838495,1331479,682023,649456,556093,518607,424483,414012,0,0,0,31,331,362,0,1,1,0,0,0,0,26,26,0,0,0,0,0,0,13,0,13,65,582,647,0,0,0,0,0,0,20,219,239
Maine,2015,1076844,842264,1329328,676767,652561,556010,520834,426668,415596,0,0,0,22,298,320,0,1,1,0,0,0,6,27,33,0,0,0,0,0,0,0,0,0,51,643,694,1,11,12,0,0,0,22,296,318
Maine,2014,1070523,845718,1330089,686226,643863,556146,514377,433209,412509,0,0,0,22,312,334,0,0,0,0,0,0,22,53,75,0,0,0,0,0,0,0,0,0,79,961,1040,1,8,9,0,0,0,34,586,620
Maine,2013,1069180,854033,1328302,677009,651293,550732,518448,431783,422250,0,0,0,26,280,306,0,1,1,0,0,0,20,53,73,0,0,0,0,0,0,0,0,0,89,886,975,0,4,4,0,0,0,42,545,587
Maine,2012,1062129,856296,1329192,676731,652461,547786,514343,433457,422839,0,0,0,22,322,344,0,0,0,0,0,0,24,37,61,0,0,0,0,0,0,0,0,0,110,1003,1113,1,4,5,0,0,0,63,640,703
Maine,2011,1058912,853642,1328188,678273,649915,547126,511786,432762,420880,0,0,0,27,315,342,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,98,993,1091,8,34,42,0,0,0,63,633,696
Maine,2010,1053562,856244,1327567,679910,647657,547702,505860,436483,419761,0,0,0,17,361,378,0,2,2,0,0,0,12,36,48,0,0,0,0,0,0,0,0,0,83,1105,1188,0,12,12,0,0,0,54,692,746
Maine,2009,1043838,853607,1318301,677770,640531,542269,501569,434234,419373,0,0,0,26,329,355,1,1,2,0,0,0,12,28,40,0,0,0,0,0,0,0,0,0,106,1054,1160,1,18,19,0,1,1,65,675,740
Maine,2008,1040736,852606,1316456,675825,640631,544537,496199,436227,416379,0,0,0,23,306,329,0,0,0,0,0,0,9,27,36,0,0,0,0,0,0,0,0,0,65,675,740,1,19,20,0,1,1,32,322,354
Maine,2007,1032387,850070,1317207,675555,641652,542305,490082,437369,412701,0,0,0,45,541,586,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,101,1021,1122,0,32,32,0,0,0,46,412,458
Maine,2006,1045344,868110,1321574,675894,645680,540265,505079,437035,431075,0,0,0,13,260,273,0,0,0,0,0,0,6,25,31,0,0,0,0,3,3,0,0,0,27,495,522,0,21,21,0,0,0,8,181,189
Maine,2005,1015555,843359,1282474,659699,622775,527683,487872,431432,411927,0,0,0,26,299,325,0,0,0,0,0,0,5,30,35,0,0,0,0,0,0,0,0,0,42,562,604,3,27,30,0,0,0,8,205,213
Maine,2004,995714,828660,1278725,656259,622466,518143,477571,423297,405363,0,0,0,22,451,473,0,3,3,0,0,0,15,39,54,0,0,0,0,0,0,0,0,0,45,602,647,0,11,11,0,0,0,8,94,102
