state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,design_capacity_female,design_capacity_male,design_capacity_total,operational_capacity_female,operational_capacity_male,operational_capacity_total,rated_capacity_female,rated_capacity_male,rated_capacity_total
Texas,2016,20575820,17479567,27862596,14030277,13832319,10468399,10107421,8746275,8733292,13659,146037,159696,13133,140368,153501,13659,146037,159696
Texas,2015,20266702,17290729,27469114,13838345,13630769,10317227,9949475,8651462,8639267,13652,146365,160017,13126,140663,153789,13652,146365,160017
Texas,2014,19848130,16995961,26956958,13577055,13379903,10100730,9747400,8502271,8493690,11601,147982,159583,11144,142187,153331,11601,147982,159583
Texas,2013,19411995,16690924,26448193,13301940,13146253,9869633,9542362,8342191,8348733,11821,149352,161173,11364,143537,154901,11821,149352,161173
Texas,2012,19085346,16489296,26059203,13116525,12942678,9705362,9379984,8239103,8250193,13177,153121,166298,12664,147152,159816,13177,153121,166298
Texas,2011,18718067,16214248,25674681,12936916,12737765,9535376,9182691,8119279,8094969,13733,152898,166631,13221,146913,160134,13733,152898,166631
Texas,2010,18367869,15939112,25257114,12732957,12524157,9364638,9003231,7986618,7952494,12970,150411,163381,12654,146742,159396,12970,150411,163381
Texas,2009,17894570,15543713,24782302,12417800,12364502,9052687,8841883,7699361,7844352,12672,150634,163306,12365,146957,159322,12672,150634,163306
Texas,2008,17594727,15296927,24326974,12179722,12147252,8899048,8695679,7569452,7727475,12865,151523,164388,12550,147821,160371,12550,147821,160371
Texas,2007,17305966,15069784,23904380,11988007,11916373,8756157,8549809,7462962,7606822,12617,149943,162560,12310,146268,158578,12617,149943,162560
Texas,2006,17007346,14831195,23507783,11802478,11705305,8629501,8377845,7363234,7467961,12789,149719,162508,12789,146113,158902,12789,149719,162508
Texas,2005,15951322,13968799,22250152,11282675,10967477,8195556,7755766,7062657,6906142,12817,149258,162075,12497,145527,158024,12817,149258,162075
Texas,2004,15673529,13723603,21890579,11088092,10802487,8051240,7622289,6935409,6788194,15116,145892,161008,14784,142438,157222,15116,145892,161008
Texas,2003,15332952,13426631,21575409,10909366,10666043,7861600,7471352,6780666,6645965,14693,144394,159087,14372,140979,155351,14693,144394,159087
Texas,2002,15181549,13281594,21288789,10780768,10508021,7811541,7370008,6713321,6568273,14382,145285,159667,13077,141922,154999,14382,145285,159667
Texas,2001,14697368,12836797,20773439,10577771,10195668,7579766,7117602,6508686,6328111,14160,142578,156738,13848,139251,153099,14160,142578,156738
Texas,2000,14475893,12674756,20433842,10407035,10026807,7469667,7006226,6423919,6250837,12883,148853,161736,12625,145876,158501,12883,148853,161736
Texas,1999,14241263.6,12462444.5,20085596,10226778.6,9858817.4,7348573.7,6892689.9,6312658.1,6149786.4,11837,144087,155924,11600,141205,152805,11837,144087,155924
Texas,1998,14006634.2,12250133,19737350,10046522.2,9690827.8,7227480.4,6779153.8,6201397.2,6048735.8,NA,NA,151430,NA,NA,148756,NA,NA,148756
Texas,1997,13772004.8,12037821.5,19389104,9866265.8,9522838.2,7106387.1,6665617.7,6090136.3,5947685.2,NA,NA,146779,NA,NA,143928,NA,NA,143928
Texas,1996,13537375.4,11825510,19040858,9686009.4,9354848.6,6985293.8,6552081.6,5978875.4,5846634.6,NA,NA,138849,NA,NA,136195,NA,NA,136195
Texas,1995,13302746,11613198.5,18692612,9505753,9186859,6864200.5,6438545.5,5867614.5,5745584,NA,NA,136891,NA,NA,132707,NA,NA,132707
Texas,1994,13068116.6,11400887,18344366,9325496.6,9018869.4,6743107.2,6325009.4,5756353.6,5644533.4,NA,NA,100744,NA,NA,98844,NA,NA,98844
Texas,1993,12833487.2,11188575.5,17996120,9145240.2,8850879.8,6622013.9,6211473.3,5645092.7,5543482.8,NA,NA,NA,NA,NA,72854,NA,NA,72854
Texas,1992,12598857.8,10976264,17647874,8964983.8,8682890.2,6500920.6,6097937.2,5533831.8,5442432.2,NA,NA,NA,NA,NA,54459,NA,NA,57455
Texas,1991,12364228.4,10763952.5,17299628,8784727.4,8514900.6,6379827.3,5984401.1,5422570.9,5341381.6,NA,NA,62212,NA,NA,50698,NA,NA,47770
Texas,1990,12129599,10551641,16951382,8604471,8346911,6258734,5870865,5311310,5240331,NA,NA,49325,NA,NA,46859,NA,NA,49325
Texas,1989,11907315.1,10360744.9,16683321.8,8469845.9,8213475.9,6145934.6,5761380.5,5217767,5142977.9,NA,NA,43117,NA,NA,40961,NA,NA,43117
Texas,1988,11685031.2,10169848.8,16415261.6,8335220.8,8080040.8,6033135.2,5651896,5124224,5045624.8,NA,NA,41319,NA,NA,39244,NA,NA,41319
Texas,1987,11462747.3,9978952.7,16147201.4,8200595.7,7946605.7,5920335.8,5542411.5,5030681,4948271.7,NA,NA,40506,NA,NA,38481,NA,NA,40506
Texas,1986,11240463.4,9788056.6,15879141.2,8065970.6,7813170.6,5807536.4,5432927,4937138,4850918.6,NA,NA,40392,NA,NA,38373,NA,NA,40392
Texas,1985,11018179.5,9597160.5,15611081,7931345.5,7679735.5,5694737,5323442.5,4843595,4753565.5,NA,NA,40134,NA,NA,38127,NA,NA,40134
Texas,1984,10795895.6,9406264.4,15343020.8,7796720.4,7546300.4,5581937.6,5213958,4750052,4656212.4,NA,NA,40674,NA,NA,38641,NA,NA,10674
Texas,1983,10573611.7,9215368.3,15074960.6,7662095.3,7412865.3,5469138.2,5104473.5,4656509,4558859.3,NA,NA,39785,NA,NA,37796,NA,NA,39785
