agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Eldridge Police Department,2016,Iowa,6348,IA0820600,3,4,5,4,9,2,0,13,3,0,0,1,2,1,0,0,0,13,0,1,0,0,5,0,7,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2015,Iowa,6288,IA0820600,4,10,3,7,16,0,0,11,4,0,0,0,1,0,0,0,0,12,0,3,1,2,6,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2014,Iowa,6126,IA0820600,5,8,5,4,10,2,0,20,4,2,3,3,1,0,0,0,0,17,0,1,1,2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2013,Iowa,5979,IA0820600,9,6,8,10,16,3,1,21,11,1,0,5,3,4,0,1,0,15,0,4,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2012,Iowa,5739,IA0820600,7,6,9,13,23,1,1,22,20,0,0,4,3,0,0,0,0,23,0,4,0,0,4,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2011,Iowa,5681,IA0820600,13,7,9,5,31,2,0,10,38,0,1,8,3,0,0,0,0,4,0,3,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2010,Iowa,5078,IA0820600,10,16,2,9,35,4,1,31,30,0,0,16,3,1,0,0,0,31,0,3,0,1,5,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eldridge Police Department,2009,Iowa,4962,IA0820600,9,5,4,22,28,4,2,17,21,0,0,11,2,1,0,0,0,22,0,5,0,0,7,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2008,Iowa,4900,IA0820600,9,19,3,9,44,8,1,12,87,0,1,16,0,0,0,0,0,9,0,20,0,0,2,0,9,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2007,Iowa,4685,IA0820600,5,25,5,25,59,9,1,11,187,1,0,23,0,0,0,0,0,13,0,22,0,2,1,2,6,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2006,Iowa,4508,IA0820600,12,27,4,26,78,8,0,18,178,1,1,18,1,0,0,0,0,12,0,52,0,0,3,0,1,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Police Department,2005,Iowa,4619,IA0820600,16,17,4,15,54,8,0,11,162,0,1,19,0,0,0,1,0,6,0,33,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
