agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Shelby County Sheriff's Office,2016,Tennessee,124723,TN0790000,571,1530,326,680,743,198,95,501,410,1,24,421,184,109,5,3,2,199,11,520,62,177,75,15,12,95,104,13,35,99,0,5,0,2,0,0,1,0,4,1,2,1,2,1,0,0,0,0,0,48,1,0
Shelby County Sheriff's Office,2015,Tennessee,125039,TN0790000,491,1532,237,808,826,176,132,619,477,0,18,465,182,86,8,0,7,187,2,591,49,172,75,10,8,79,118,9,37,166,2,3,0,0,0,3,0,0,8,0,1,0,2,1,0,0,0,1,0,1,0,0
Shelby County Sheriff's Office,2014,Tennessee,132857,TN0790000,553,1760,286,788,934,169,149,655,522,3,23,697,164,82,32,0,6,177,6,583,42,188,73,25,9,72,88,13,50,154,1,3,0,3,1,6,1,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2013,Tennessee,134712,TN0790000,534,1643,263,898,734,145,169,625,504,3,28,637,139,76,14,3,15,210,6,587,62,160,76,15,8,64,65,11,51,119,0,1,0,1,1,4,3,2,5,0,1,0,2,0,2,0,1,0,0,0,0,0
Shelby County Sheriff's Office,2012,Tennessee,135345,TN0790000,602,1453,340,960,891,163,207,548,667,1,35,401,152,80,9,2,14,170,2,614,73,117,49,11,10,73,76,15,41,165,2,0,1,2,0,2,1,0,16,0,0,1,4,0,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2011,Tennessee,134355,TN0790000,554,1400,289,1136,916,226,221,408,706,1,41,428,126,56,3,4,11,125,4,602,55,131,39,8,7,80,81,18,51,158,0,1,1,0,0,3,1,0,16,0,1,0,2,0,1,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2010,Tennessee,105687,TN0790000,581,1438,241,1305,928,265,228,387,637,5,49,395,209,71,4,1,10,83,7,639,35,94,89,16,11,87,67,17,52,132,0,1,0,0,0,0,3,1,13,0,3,0,1,1,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2009,Tennessee,103719,TN0790000,642,1420,254,1293,911,245,232,495,600,3,37,406,149,77,1,2,5,137,4,612,44,122,90,24,5,108,62,18,49,142,0,0,0,0,0,2,0,2,8,0,3,0,4,0,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2008,Tennessee,99576,TN0790000,720,1466,268,1316,1082,243,231,753,694,1,39,391,184,83,5,0,11,171,4,659,53,136,91,21,12,195,51,9,54,160,2,0,1,1,1,3,0,0,11,0,5,0,4,1,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2007,Tennessee,119372,TN0790000,659,1458,284,1131,1070,280,238,837,747,2,34,400,143,82,6,6,17,182,6,652,35,159,76,22,7,110,55,17,39,179,0,2,0,3,0,4,0,1,13,0,9,0,2,0,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2006,Tennessee,109520,TN0790000,572,1693,306,1262,1184,317,181,928,751,12,24,413,133,75,6,2,12,263,4,663,43,184,84,10,21,93,52,17,53,125,0,0,0,0,1,2,0,0,4,0,6,0,3,0,2,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2005,Tennessee,110008,TN0790000,509,1699,270,1122,765,291,291,897,638,13,37,354,76,54,3,0,21,290,5,720,53,140,58,25,3,101,144,29,38,38,1,0,1,0,0,0,1,0,12,0,5,0,3,0,0,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2004,Tennessee,136121,TN0790000,517,1524,225,1140,742,263,289,729,602,1,30,307,82,67,2,4,23,285,3,620,39,130,73,16,3,96,117,21,35,18,0,0,2,0,3,2,2,3,10,0,7,0,6,2,1,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2003,Tennessee,133750,TN0790000,464,1349,196,1157,719,280,280,614,646,4,34,277,94,61,2,1,15,241,4,505,32,133,43,17,0,63,116,16,32,10,2,0,2,1,0,3,1,0,9,0,2,0,14,0,1,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2002,Tennessee,129595,TN0790000,588,1513,252,1377,899,397,383,426,856,11,34,334,130,98,4,4,16,140,10,701,53,82,34,16,4,74,184,29,60,8,0,3,1,1,0,2,0,0,7,0,12,0,21,0,2,0,0,0,0,0,0,0
Shelby County Sheriff's Office,2001,Tennessee,128316,TN0790000,759,1228,226,1305,921,470,291,480,957,15,29,416,167,71,6,2,10,141,4,579,72,118,61,18,12,206,243,18,33,8,5,0,0,7,0,1,0,0,7,0,8,0,50,0,0,0,0,0,0,0,0,0
