agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Westminster Police Dept,2016,Colorado,114514,CO0010500,774,492,134,388,835,746,357,327,353,2,36,423,1090,73,2,2,5,262,4,28,40,94,137,12,53,52,132,34,71,201,2,22,3,4,0,3,0,0,7,0,13,0,11,0,3,0,0,0,2,0,0,0
Westminster Police Dept,2015,Colorado,113547,CO0010500,603,512,142,410,900,539,314,306,288,6,37,457,1268,60,0,3,10,255,1,28,41,84,120,7,90,30,161,47,48,209,1,6,0,0,0,5,0,0,5,0,6,0,5,1,0,0,0,0,0,0,0,0
Westminster Police Dept,2014,Colorado,112100,CO0010500,477,470,137,354,842,324,261,283,290,11,28,410,1225,67,6,0,7,250,4,22,42,76,100,11,52,27,117,43,60,174,2,4,4,1,0,4,0,0,6,0,9,0,11,3,1,0,0,0,0,0,0,0
Westminster Police Dept,2013,Colorado,110093,CO0010500,439,478,112,401,836,333,240,288,330,8,16,441,876,54,2,4,6,241,3,26,33,78,97,15,37,42,101,30,68,172,1,2,10,3,0,0,0,0,7,0,8,0,7,4,0,0,0,0,0,0,0,0
Westminster Police Dept,2012,Colorado,109461,CO0010500,467,431,154,398,799,297,239,502,325,2,27,366,806,54,2,1,4,479,2,33,42,90,113,12,46,64,90,33,62,173,0,1,2,1,0,2,0,0,5,0,9,0,3,0,0,0,0,0,0,0,0,0
Westminster Police Dept,2011,Colorado,107962,CO0010500,528,439,128,404,874,336,295,516,290,4,37,422,602,51,3,2,3,499,4,20,38,61,124,13,28,42,91,37,50,156,0,0,4,0,0,1,0,0,10,0,4,0,5,1,0,0,0,0,0,0,0,0
Westminster Police Dept,2010,Colorado,108383,CO0010500,656,482,126,538,962,332,274,527,313,7,33,453,763,47,5,20,2,484,1,25,40,77,98,12,36,59,100,29,71,161,0,1,6,0,0,0,0,0,11,0,5,0,7,0,0,0,0,0,0,0,0,0
Westminster Police Dept,2009,Colorado,107705,CO0010500,723,479,146,496,1071,462,260,506,257,8,28,441,897,42,6,0,9,470,2,31,59,69,125,10,38,48,81,38,58,164,0,0,1,0,0,1,0,0,12,0,2,0,6,1,1,0,0,0,0,0,0,0
Westminster Police Dept,2008,Colorado,106810,CO0010500,596,456,130,467,1019,450,364,436,248,2,46,463,1013,64,8,4,4,395,2,32,72,89,71,19,33,42,111,39,83,142,0,2,2,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0
Westminster Police Dept,2007,Colorado,106383,CO0010500,642,464,119,474,1058,510,401,407,286,7,24,402,850,49,2,0,7,314,0,24,51,102,106,19,61,77,91,29,67,148,0,1,2,5,0,1,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0
