agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Russell Police Department,2016,Kansas,4537,KS0840100,8,49,12,27,36,7,2,22,17,0,0,7,7,0,0,0,2,23,0,5,0,5,9,0,0,5,21,7,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2015,Kansas,4477,KS0840100,5,51,10,25,41,2,0,29,11,0,1,11,5,1,0,0,0,31,0,6,0,3,8,0,1,2,9,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2014,Kansas,4466,KS0840100,8,38,12,16,28,7,5,27,14,0,4,10,2,0,0,0,4,27,0,5,0,2,13,0,3,3,11,2,3,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2013,Kansas,4471,KS0840100,7,40,15,35,45,7,4,21,14,0,2,10,4,0,0,0,1,22,0,5,2,2,10,0,6,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2012,Kansas,4520,KS0840100,12,44,11,28,58,9,2,21,18,0,1,14,8,0,0,0,1,21,0,11,12,2,8,1,12,0,11,6,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2011,Kansas,4535,KS0840100,5,62,17,15,47,2,4,15,14,0,2,15,4,0,0,1,2,15,0,14,14,3,3,3,8,0,6,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2010,Kansas,4167,KS0840100,18,52,14,17,72,6,3,10,10,1,1,6,4,1,0,1,1,10,0,10,0,4,59,0,19,1,60,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2009,Kansas,4168,KS0840100,10,52,17,28,76,7,6,13,15,0,0,19,2,0,0,0,0,13,0,7,1,2,6,1,12,1,11,2,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2008,Kansas,4233,KS0840100,16,50,16,29,61,7,7,2,10,2,3,9,1,0,0,0,2,2,0,6,0,0,9,0,12,0,11,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2007,Kansas,4224,KS0840100,12,47,10,29,66,6,2,8,7,0,1,25,2,0,1,0,6,6,0,11,0,0,9,2,2,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2006,Kansas,4373,KS0840100,9,34,10,24,70,5,9,15,39,1,0,6,1,0,1,0,0,16,0,11,1,2,32,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2005,Kansas,4446,KS0840100,21,44,5,34,72,7,4,7,26,0,0,9,1,0,0,0,0,9,0,11,1,3,7,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2004,Kansas,4423,KS0840100,16,41,10,23,39,11,5,7,31,0,2,8,5,1,0,0,1,8,1,4,1,0,6,0,1,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2003,Kansas,4510,KS0840100,22,39,7,21,50,9,11,11,31,0,1,6,5,1,0,0,1,11,0,6,1,1,5,1,0,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2002,Kansas,4744,KS0840100,28,43,7,19,51,6,5,15,43,0,2,3,5,0,0,0,2,15,0,4,1,2,2,2,1,0,9,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Police Department,2001,Kansas,4707,KS0840100,18,37,7,19,86,10,6,10,54,0,2,6,3,0,0,0,0,8,1,11,1,1,7,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
