agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Hardeeville Police Department,2016,South Carolina,5893,SC0270100,27,86,23,58,89,21,8,106,87,1,3,5,25,20,0,2,1,18,0,5,3,23,13,1,3,9,15,6,0,4,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0
Hardeeville Police Department,2015,South Carolina,5328,SC0270100,59,80,21,33,76,30,8,71,87,1,7,3,37,11,0,0,1,3,1,6,2,7,5,1,1,10,19,1,1,4,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2014,South Carolina,4688,SC0270100,77,107,23,52,94,32,3,50,98,2,0,5,23,11,1,0,0,4,0,11,1,10,14,0,2,12,10,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2013,South Carolina,4064,SC0270100,31,124,21,52,101,16,6,42,111,1,4,12,22,8,1,1,1,4,0,32,2,9,6,0,1,11,7,1,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2012,South Carolina,3047,SC0270100,32,91,23,37,83,24,4,23,89,0,2,11,13,5,0,1,1,1,2,22,1,8,15,1,3,4,11,2,2,5,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2011,South Carolina,2986,SC0270100,28,101,16,45,125,18,13,17,86,2,0,13,7,16,2,1,1,2,1,34,1,7,23,0,2,6,7,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2010,South Carolina,3795,SC0270100,18,97,13,45,109,15,5,27,99,0,4,10,14,6,0,0,0,0,0,33,1,8,17,2,1,3,7,0,5,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2009,South Carolina,2918,SC0270100,34,72,27,29,94,15,9,30,73,2,2,12,12,9,1,1,0,6,0,12,1,3,7,1,2,11,7,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2008,South Carolina,1947,SC0270100,26,71,16,31,79,13,1,43,117,2,2,8,21,14,0,1,0,4,1,9,3,8,12,0,10,5,9,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2007,South Carolina,1857,SC0270100,13,74,15,30,61,16,5,32,180,0,3,0,14,8,0,3,0,4,0,5,0,2,14,2,5,7,10,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2006,South Carolina,1872,SC0270100,22,85,9,65,73,24,2,40,200,0,4,0,30,17,0,0,0,6,1,38,0,8,19,0,7,6,17,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2005,South Carolina,1863,SC0270100,26,108,18,55,73,15,7,52,341,2,7,0,12,4,0,3,0,8,0,32,0,12,13,0,1,9,21,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2004,South Carolina,1835,SC0270100,14,106,9,50,72,0,5,47,388,3,1,0,21,8,0,0,0,14,0,45,0,8,19,1,4,16,5,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2003,South Carolina,1836,SC0270100,28,55,16,73,4,19,12,31,251,6,0,33,22,13,0,1,0,5,1,12,1,2,7,0,2,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2002,South Carolina,1835,SC0270100,37,51,22,57,78,23,2,26,273,6,1,4,25,16,0,0,1,12,0,19,18,9,17,2,6,11,4,2,3,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2001,South Carolina,1816,SC0270100,35,104,23,56,93,31,3,39,319,6,1,8,14,28,0,0,0,20,1,63,10,7,19,3,5,14,2,1,2,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,2000,South Carolina,0,SC0270100,31,96,21,40,100,27,3,32,413,6,2,2,19,25,0,0,1,11,0,53,10,7,23,0,6,16,14,0,2,0,1,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,1999,South Carolina,1542,SC0270100,25,62,11,60,80,18,8,56,370,5,0,2,26,14,0,1,1,10,0,46,6,10,22,2,4,13,11,2,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,1998,South Carolina,1576,SC0270100,31,83,11,60,0,18,13,19,218,4,2,2,18,8,0,0,0,0,1,34,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hardeeville Police Department,1997,South Carolina,1784,SC0270100,27,73,14,80,0,18,16,17,180,3,0,6,30,9,1,1,0,0,0,10,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
