agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Blytheville Police Department,2016,Arkansas,14523,AR0470100,63,243,101,316,381,16,16,101,316,2,10,44,98,66,0,2,1,2,9,217,0,28,29,0,67,1,26,0,3,1,0,5,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2015,Arkansas,14717,AR0470100,48,228,175,495,440,16,12,55,320,5,13,12,125,80,0,0,1,4,9,192,0,24,51,1,63,1,40,2,4,1,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2014,Arkansas,15009,AR0470100,61,232,152,511,370,38,9,28,476,2,12,15,138,67,0,0,1,0,2,174,0,20,36,0,81,1,20,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2013,Arkansas,15220,AR0470100,85,313,132,518,371,53,6,46,511,4,9,7,97,54,0,2,1,3,3,187,0,31,56,6,67,0,10,2,9,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2012,Arkansas,15506,AR0470100,92,352,119,484,435,53,19,69,418,3,9,6,118,39,2,3,2,4,7,189,2,34,62,2,34,1,39,3,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2011,Arkansas,15738,AR0470100,191,308,99,661,425,47,34,95,449,8,11,5,108,78,0,2,3,0,6,155,1,37,45,5,43,1,45,4,5,4,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2010,Arkansas,15787,AR0470100,154,287,104,460,460,77,30,75,388,2,15,3,97,38,0,0,0,0,10,169,0,34,50,8,39,1,22,1,4,3,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2009,Arkansas,15889,AR0470100,191,328,95,478,462,67,13,94,396,6,22,3,190,45,0,1,0,1,6,187,0,37,59,9,45,4,36,3,5,3,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2008,Arkansas,15829,AR0470100,103,339,108,469,455,85,22,121,431,1,14,2,135,56,0,0,0,3,4,136,0,40,65,17,57,3,56,5,1,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2007,Arkansas,16161,AR0470100,113,392,92,353,518,109,45,175,491,4,10,3,128,42,2,0,0,12,6,128,0,35,87,19,28,1,47,2,0,2,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2006,Arkansas,16828,AR0470100,164,456,79,481,492,88,104,149,531,2,18,7,87,37,1,0,0,8,2,124,0,30,67,9,21,1,57,3,2,11,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Blytheville Police Department,2005,Arkansas,17031,AR0470100,130,413,50,408,272,95,107,153,529,6,11,12,179,26,0,0,0,10,0,173,0,21,142,13,24,3,79,6,3,20,1,1,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
