agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Circleville Police Department,2016,Ohio,13930,OH0650100,116,33,18,98,205,8,16,82,311,1,4,41,99,12,3,4,1,74,0,202,0,14,17,0,8,32,8,3,6,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2015,Ohio,13482,OH0650100,102,94,16,116,273,32,8,123,358,1,10,50,99,13,7,7,0,94,1,118,0,5,22,0,9,20,10,4,14,13,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2014,Ohio,13469,OH0650100,88,99,10,98,292,29,11,209,342,2,17,53,62,7,8,2,0,90,0,125,0,6,20,2,2,18,17,11,10,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2013,Ohio,13491,OH0650100,136,101,7,148,325,21,12,209,422,2,8,43,47,4,4,3,3,110,0,129,0,5,25,1,3,30,13,3,10,10,0,8,3,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2012,Ohio,13388,OH0650100,152,115,6,199,338,12,5,223,454,0,6,92,82,14,1,7,1,108,1,166,0,13,35,2,13,27,4,15,9,7,0,3,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2011,Ohio,13324,OH0650100,225,113,4,267,472,16,10,131,598,0,6,81,109,28,6,6,0,75,0,200,0,5,29,0,13,42,10,13,7,5,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2010,Ohio,13686,OH0650100,188,182,8,209,408,17,9,79,418,0,7,167,72,22,2,7,0,40,0,134,0,4,59,7,14,39,4,2,5,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Circleville Police Department,2009,Ohio,13701,OH0650100,265,166,11,203,401,20,15,136,340,8,8,258,69,22,8,9,0,48,0,129,0,6,35,2,11,21,3,9,11,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2008,Ohio,13667,OH0650100,247,177,7,198,450,28,23,81,347,0,7,233,74,9,1,6,2,90,0,223,0,2,38,4,11,23,2,8,8,14,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2007,Ohio,13648,OH0650100,229,208,7,274,528,40,14,65,373,6,5,202,74,19,8,18,1,56,2,217,0,7,42,4,18,26,3,9,12,15,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2006,Ohio,13576,OH0650100,134,180,9,221,495,38,22,58,358,5,4,123,75,9,6,11,1,65,0,169,0,8,34,3,9,13,5,11,18,9,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2005,Ohio,13371,OH0650100,151,184,15,234,454,37,17,91,374,1,12,116,56,6,3,9,1,76,2,163,0,10,46,5,11,32,4,11,15,13,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2004,Ohio,13427,OH0650100,233,199,14,245,569,33,36,75,379,11,7,99,87,11,3,5,1,64,1,208,0,5,58,5,2,15,6,16,14,7,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Circleville Police Department,2003,Ohio,13537,OH0650100,151,222,19,140,458,31,19,97,364,7,6,80,58,13,3,5,0,63,0,128,0,9,38,1,3,21,12,12,22,10,0,0,2,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Circleville Police Department,2002,Ohio,13566,OH0650100,239,262,17,189,451,46,22,80,325,19,3,71,49,10,8,6,0,73,0,133,12,16,52,6,6,28,5,3,16,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
